time,ax,ay,az,atotal
6.440,2.73,0.63,-4.46,5.26
6.450,2.94,1.15,-4.49,5.49
6.460,3.93,1.55,-4.20,5.96
6.470,5.09,1.60,-3.72,6.50
6.480,5.83,1.23,-3.67,7.00
6.490,6.07,0.97,-3.89,7.28
6.500,5.75,1.27,-3.84,7.03
6.510,5.01,0.95,-3.51,6.19
6.520,4.11,-0.51,-2.85,5.03
6.530,3.53,-1.79,-2.15,4.50
6.540,3.67,-1.69,-1.16,4.20
6.550,2.96,-0.42,-0.38,3.01
6.560,2.31,0.46,-1.00,2.56
6.570,1.28,0.28,-1.59,2.06
6.580,-0.09,-0.09,-1.17,1.18
6.590,-1.27,0.09,-0.16,1.29
6.600,-2.29,0.68,0.88,2.54
6.610,-3.50,1.16,1.98,4.19
6.620,-5.25,1.30,3.20,6.28
6.630,-6.63,2.09,3.67,7.86
6.640,-6.99,4.20,3.73,8.96
6.650,-6.39,7.24,3.77,10.36
6.660,-4.54,9.60,3.36,11.14
6.671,-1.89,10.03,3.14,10.68
6.681,0.86,9.70,3.45,10.34
6.690,3.12,8.91,4.17,10.32
6.700,4.50,7.70,5.19,10.32
6.710,5.39,5.81,5.95,9.91
6.720,5.94,3.41,5.53,8.80
6.730,5.83,0.13,4.34,7.27
6.740,5.05,-4.60,2.26,7.20
6.750,3.47,-8.02,0.86,8.78
6.760,2.65,-7.48,-1.39,8.06
6.770,2.12,-8.31,-2.93,9.07
6.780,1.35,-8.62,-2.69,9.13
6.790,0.61,-8.34,-2.53,8.74
6.800,-0.26,-7.63,-1.91,7.87
6.809,-1.37,-7.17,-1.10,7.39
6.820,-2.29,-6.83,-0.28,7.21
6.830,-2.87,-6.53,0.45,7.14
6.840,-3.07,-6.00,1.16,6.84
6.850,-2.82,-5.14,1.87,6.15
6.859,-2.22,-4.16,2.37,5.28
6.870,-1.61,-3.35,2.48,4.47
6.879,-1.25,-2.60,2.10,3.57
6.889,-1.06,-1.61,1.60,2.50
6.900,-0.73,-0.33,1.47,1.67
6.909,0.01,0.59,1.78,1.88
6.919,0.58,0.91,1.85,2.15
6.929,0.83,1.31,1.47,2.14
6.939,0.99,2.12,0.50,2.39
6.949,1.28,2.89,-1.09,3.34
6.959,2.18,3.27,-2.31,4.56
6.969,3.64,3.92,-3.32,6.30
6.979,5.29,4.98,-4.63,8.62
6.989,5.57,4.05,-5.30,8.69
6.999,3.96,2.87,-5.53,7.38
7.009,2.55,2.04,-5.13,6.08
7.019,1.93,0.99,-4.20,4.73
7.029,1.78,-0.22,-2.98,3.48
7.039,1.51,-0.87,-1.44,2.26
7.049,0.77,-0.52,-0.22,0.95
7.059,-0.66,1.77,0.44,1.94
7.069,-2.01,7.74,0.60,8.02
7.079,-1.51,15.08,-0.12,15.16
7.090,-0.29,17.01,0.99,17.04
7.099,-1.84,12.26,5.44,13.54
7.109,-3.39,5.84,7.22,9.88
7.119,-3.60,1.34,7.01,7.99
7.129,-3.14,-1.32,6.66,7.48
7.139,-2.23,-2.42,6.24,7.05
7.149,-1.22,-1.88,5.53,5.96
7.159,0.05,-0.66,4.02,4.08
7.169,0.70,0.16,2.15,2.27
7.179,-0.31,1.00,0.41,1.12
7.189,-2.59,2.08,-0.82,3.42
7.199,-5.36,2.35,-1.59,6.06
7.209,-6.81,1.54,-1.50,7.14
7.219,-7.01,-0.04,-0.30,7.01
7.229,-6.10,-1.21,0.47,6.24
7.239,-3.99,-2.18,0.83,4.62
7.249,-1.87,-2.68,1.32,3.53
7.259,-1.02,-2.75,1.31,3.21
7.269,-1.64,-3.45,0.78,3.89
7.279,-2.19,-4.11,-0.17,4.66
7.289,-2.30,-4.56,-0.92,5.19
7.299,-2.23,-4.64,-1.35,5.32
7.309,-1.96,-4.23,-1.58,4.92
7.319,-1.68,-3.32,-1.46,4.00
7.329,-1.50,-2.37,-0.95,2.96
7.339,-1.46,-1.25,-0.49,1.99
7.349,-1.30,0.19,0.06,1.32
7.359,-0.97,1.33,0.46,1.71
7.369,-0.54,1.89,0.52,2.03
7.379,-0.19,1.94,0.23,1.96
7.389,0.05,1.65,-0.27,1.67
7.399,-0.05,0.93,-0.59,1.10
7.409,-0.37,0.03,-0.76,0.85
7.419,-0.52,-0.81,-1.02,1.40
7.429,-0.36,-1.34,-1.71,2.20
7.439,-0.04,-1.76,-2.90,3.39
7.449,0.40,-2.12,-4.41,4.91
7.458,1.16,-2.40,-5.55,6.16
7.469,2.22,-2.54,-5.61,6.55
7.479,3.33,-2.30,-4.74,6.23
7.489,4.02,-1.67,-3.54,5.62
7.499,3.98,-0.63,-2.09,4.54
7.509,3.48,0.64,-0.95,3.66
7.519,2.98,1.39,-0.64,3.35
7.529,2.38,1.46,-0.98,2.96
7.539,1.98,1.04,-1.57,2.73
7.549,1.86,0.51,-2.31,3.01
7.558,1.98,0.34,-3.36,3.91
7.568,2.32,0.46,-4.46,5.05
7.578,2.60,0.88,-4.96,5.67
7.588,2.57,1.33,-4.91,5.69
7.598,2.34,1.22,-4.77,5.46
7.608,2.38,0.70,-3.95,4.67
7.618,3.29,0.03,-2.52,4.15
7.628,3.79,-0.30,-0.74,3.87
7.638,3.75,-0.82,0.29,3.85
7.648,2.88,-1.27,0.30,3.16
7.658,1.12,-1.53,0.30,1.92
7.668,-0.27,-1.62,0.92,1.88
7.678,-1.49,-1.35,1.90,2.76
7.688,-2.65,-1.01,2.78,3.97
7.698,-3.57,-0.62,3.70,5.18
7.708,-4.70,-0.06,4.42,6.45
7.718,-5.67,1.45,4.44,7.35
7.728,-5.95,3.80,3.75,7.99
7.738,-5.59,6.61,3.01,9.17
7.748,-4.11,9.10,2.13,10.21
7.759,-1.84,10.43,1.75,10.74
7.768,0.78,10.79,1.74,10.96
7.778,3.03,10.11,2.48,10.85
7.788,4.49,8.25,3.61,10.07
7.798,5.43,5.73,4.32,9.00
7.808,5.79,2.53,3.88,7.41
7.818,5.23,-0.99,3.03,6.12
7.828,4.32,-5.63,1.30,7.21
7.838,3.25,-7.45,0.54,8.14
7.848,2.79,-6.34,-1.43,7.07
7.858,2.59,-6.18,-2.17,7.04
7.868,2.23,-6.30,-2.12,7.01
7.878,1.67,-6.24,-1.79,6.70
7.888,0.45,-5.27,-1.43,5.48
7.898,-0.77,-5.08,-1.33,5.31
7.908,-1.55,-5.05,-0.91,5.36
7.918,-2.13,-4.66,-0.40,5.14
7.928,-2.49,-3.97,0.09,4.69
7.938,-2.57,-3.16,0.47,4.10
7.948,-2.60,-2.41,0.66,3.61
7.958,-2.65,-1.84,0.73,3.31
7.968,-2.68,-1.67,0.78,3.25
7.978,-2.64,-1.82,0.96,3.35
7.988,-2.47,-2.17,1.26,3.52
7.998,-2.02,-2.66,1.55,3.68
8.008,-1.47,-2.86,1.69,3.64
8.018,-0.92,-2.54,1.50,3.09
8.028,-0.40,-2.00,0.94,2.25
8.038,0.11,-1.12,0.58,1.27
8.048,0.88,0.11,0.29,0.94
8.058,1.75,1.61,-0.29,2.40
8.068,2.52,3.21,-1.07,4.22
8.078,3.06,4.34,-1.78,5.60
8.088,2.83,4.12,-2.58,5.62
8.098,2.03,2.79,-3.34,4.80
8.108,0.63,2.01,-3.93,4.46
8.118,-0.17,1.28,-4.16,4.35
8.128,0.08,0.47,-3.79,3.82
8.138,1.03,0.09,-3.21,3.37
8.148,1.99,-0.02,-2.89,3.51
8.158,2.71,0.15,-2.62,3.77
8.168,3.05,0.71,-1.94,3.69
8.178,2.79,1.38,-1.15,3.32
8.188,1.94,2.14,-0.32,2.91
8.197,0.67,4.79,0.44,4.85
8.207,-0.42,9.45,0.21,9.46
8.218,-0.39,14.47,-2.02,14.61
8.229,-1.15,15.23,-2.64,15.50
8.238,-3.20,11.08,1.00,11.57
8.247,-4.23,4.17,3.68,6.99
8.257,-4.45,-0.96,4.87,6.67
8.267,-3.99,-3.69,5.85,7.99
8.277,-3.09,-4.74,5.92,8.19
8.287,-2.40,-4.65,5.01,7.24
8.297,-1.56,-3.75,3.46,5.33
8.307,-0.56,-3.00,1.98,3.63
8.317,0.20,-2.15,0.86,2.32
8.327,0.20,-1.15,0.25,1.19
8.337,-0.72,0.27,0.29,0.82
8.347,-2.18,2.02,0.11,2.97
8.357,-3.02,2.97,-0.30,4.25
8.368,-2.82,2.83,-0.17,4.00
8.377,-2.55,2.42,0.58,3.57
8.387,-2.51,1.50,1.01,3.10
8.397,-2.58,-0.13,0.90,2.73
8.407,-2.71,-1.88,0.36,3.32
8.417,-2.88,-3.58,-0.40,4.61
8.427,-2.82,-5.00,-0.91,5.81
8.437,-2.72,-5.75,-1.08,6.45
8.447,-2.60,-5.67,-1.44,6.40
8.457,-2.47,-4.91,-1.60,5.73
8.467,-2.54,-3.63,-1.26,4.61
8.477,-2.46,-1.86,-0.72,3.17
8.487,-2.18,-0.18,-0.08,2.19
8.497,-1.76,1.08,0.58,2.14
8.507,-1.08,1.57,1.03,2.16
8.517,-0.59,1.35,0.85,1.70
8.527,-0.45,1.19,0.02,1.27
8.537,-0.27,1.05,-0.86,1.38
8.547,-0.08,0.53,-1.31,1.41
8.557,-0.15,-0.37,-1.56,1.61
8.567,-0.29,-1.08,-1.78,2.10
8.577,-0.16,-1.39,-2.18,2.60
8.587,0.28,-1.57,-2.83,3.25
8.597,0.83,-1.63,-3.38,3.84
8.607,1.29,-1.48,-3.60,4.10
8.617,1.78,-1.36,-3.44,4.11
8.627,2.37,-1.21,-3.18,4.14
8.637,2.80,-0.98,-2.98,4.21
8.647,2.71,-0.63,-2.83,3.97
8.657,2.86,0.11,-2.86,4.05
8.667,3.37,0.91,-2.61,4.35
8.677,3.46,1.52,-2.23,4.39
8.687,3.50,1.73,-2.39,4.58
8.697,3.73,1.55,-3.09,5.09
8.707,3.67,1.30,-3.80,5.44
8.717,3.26,1.30,-3.87,5.22
8.727,2.71,1.28,-3.49,4.60
8.737,2.42,0.58,-3.33,4.16
8.747,2.39,-0.40,-3.22,4.03
8.757,2.82,-0.87,-3.07,4.26
8.767,3.05,-0.66,-2.26,3.86
8.776,2.46,-0.35,-1.32,2.81
8.787,1.80,-0.51,-1.30,2.28
8.797,0.79,-0.83,-1.48,1.88
8.807,-0.60,-1.37,-0.96,1.78
8.816,-1.81,-1.83,0.16,2.58
8.826,-2.87,-2.10,1.31,3.79
8.837,-3.70,-2.15,2.39,4.90
8.846,-4.35,-1.84,3.54,5.90
8.856,-5.11,-1.01,4.68,7.00
8.867,-5.76,0.56,4.92,7.60
8.876,-6.01,3.69,4.53,8.38
8.887,-5.69,8.00,3.87,10.55
8.896,-3.81,11.36,2.80,12.30
8.907,-0.55,13.14,2.70,13.43
8.918,2.68,13.81,3.24,14.44
8.926,4.84,12.47,3.91,13.94
8.936,5.89,9.14,4.46,11.76
8.946,6.52,5.30,4.73,9.65
8.956,6.22,1.31,4.53,7.81
8.966,5.06,-2.07,3.53,6.51
8.976,3.57,-6.08,1.07,7.13
8.986,2.11,-7.60,-0.57,7.91
8.996,1.61,-5.82,-2.06,6.38
9.006,1.26,-5.79,-2.37,6.38
9.016,0.90,-5.61,-1.51,5.88
9.026,0.64,-6.01,-1.26,6.17
9.036,-0.21,-5.72,-0.80,5.78
9.046,-1.10,-5.56,-0.57,5.70
9.056,-1.70,-5.69,-0.16,5.95
9.066,-2.01,-5.36,0.50,5.75
9.076,-2.25,-4.78,1.10,5.40
9.086,-2.23,-4.09,1.53,4.91
9.096,-1.97,-3.33,1.82,4.28
9.106,-1.56,-2.65,1.91,3.62
9.116,-1.13,-2.40,1.89,3.26
9.126,-0.71,-2.25,1.71,2.91
9.136,-0.21,-2.12,1.61,2.67
9.146,0.25,-2.34,1.64,2.87
9.156,0.65,-2.56,1.60,3.09
9.166,0.87,-2.46,1.18,2.87
9.176,0.93,-1.43,0.72,1.85
9.186,1.05,0.37,0.22,1.14
9.196,1.57,1.62,-0.63,2.34
9.206,2.30,3.25,-1.36,4.21
9.216,3.53,5.61,-2.05,6.94
9.226,4.42,6.53,-3.16,8.50
9.236,4.03,5.48,-4.22,8.01
9.246,2.62,3.76,-4.90,6.71
9.256,1.63,1.88,-4.90,5.50
9.266,1.64,0.30,-4.31,4.62
9.276,2.38,-0.59,-3.34,4.15
9.286,2.71,-0.78,-2.14,3.53
9.296,2.37,-0.52,-1.41,2.81
9.306,1.77,0.30,-0.45,1.85
9.316,0.74,2.85,0.28,2.96
9.326,0.04,8.23,0.47,8.25
9.336,-0.00,13.51,-0.45,13.51
9.347,0.25,14.79,-0.71,14.81
9.356,-1.43,11.20,2.27,11.52
9.366,-2.87,5.42,4.33,7.51
9.376,-3.36,0.39,4.96,6.00
9.386,-3.17,-2.82,5.17,6.69
9.396,-2.46,-3.91,5.13,6.91
9.406,-1.51,-3.38,4.70,5.98
9.416,-0.42,-2.55,3.46,4.32
9.425,0.26,-2.06,1.88,2.80
9.436,0.26,-1.57,0.42,1.64
9.446,-0.49,-0.81,-0.75,1.21
9.456,-1.97,0.34,-0.88,2.19
9.466,-3.70,1.50,-0.72,4.05
9.475,-4.76,2.25,-0.40,5.28
9.486,-4.76,1.92,0.13,5.13
9.496,-4.21,1.17,0.80,4.44
9.506,-3.49,0.59,1.52,3.85
9.515,-2.79,-0.35,1.85,3.36
9.525,-2.52,-1.78,1.80,3.58
9.536,-2.33,-3.50,1.09,4.35
9.546,-2.25,-5.07,0.28,5.56
9.555,-2.24,-5.93,-0.72,6.38
9.565,-2.31,-5.90,-1.54,6.52
9.575,-2.32,-5.22,-2.23,6.13
9.585,-2.36,-4.22,-2.51,5.45
9.596,-2.39,-3.03,-2.26,4.48
9.605,-2.33,-1.65,-1.57,3.26
9.615,-2.17,-0.49,-0.49,2.27
9.625,-1.68,0.58,0.53,1.86
9.635,-1.21,1.26,1.31,2.18
9.646,-0.93,2.15,1.31,2.68
9.655,-0.63,2.63,0.63,2.78
9.665,-0.42,2.35,-0.07,2.39
9.675,-0.29,1.46,-0.63,1.61
9.685,-0.16,0.37,-1.19,1.25
9.695,-0.08,-0.41,-2.06,2.11
9.705,0.23,-0.99,-3.15,3.31
9.715,0.56,-1.59,-4.15,4.48
9.725,0.66,-2.08,-4.64,5.13
9.735,0.90,-2.54,-4.57,5.31
9.746,1.26,-2.73,-4.00,5.00
9.755,1.76,-2.46,-3.29,4.47
9.765,2.06,-1.66,-2.64,3.74
9.775,2.29,-0.31,-2.29,3.25
9.785,2.66,1.19,-1.96,3.51
9.795,3.00,2.34,-1.66,4.15
9.805,3.70,2.74,-1.93,4.99
9.815,4.29,2.37,-2.84,5.67
9.825,4.38,1.94,-3.67,6.04
9.835,4.06,1.85,-3.80,5.86
9.845,3.67,1.68,-3.57,5.38
9.855,3.58,0.93,-3.51,5.10
9.865,3.97,0.06,-3.53,5.31
9.875,4.54,-0.22,-3.13,5.52
9.885,4.38,0.03,-2.07,4.84
9.895,3.56,0.07,-1.53,3.87
9.905,2.66,-0.06,-1.75,3.18
9.915,1.17,-0.34,-1.85,2.22
9.925,-0.51,-0.83,-1.32,1.65
9.935,-1.80,-1.23,-0.38,2.21
9.945,-2.86,-1.43,0.54,3.24
9.955,-3.69,-1.48,1.42,4.22
9.965,-4.44,-1.41,2.65,5.36
9.975,-5.06,-1.24,4.05,6.60
9.985,-5.50,0.25,4.87,7.35
9.995,-5.77,3.47,4.48,8.09
10.005,-5.85,7.26,3.87,10.09
10.015,-4.77,10.08,3.49,11.69
10.025,-1.96,11.01,3.70,11.78
10.035,1.33,10.88,4.05,11.69
10.045,3.47,9.53,4.47,11.09
10.054,4.54,7.02,4.77,9.63
10.065,5.34,4.14,4.49,8.11
10.074,5.63,0.76,3.99,6.95
10.085,4.59,-2.96,2.76,6.13
10.095,3.09,-7.80,0.55,8.41
10.105,1.67,-7.23,-0.56,7.44
10.115,1.44,-6.04,-2.53,6.70
10.124,1.17,-6.05,-2.22,6.55
10.134,0.93,-6.32,-1.90,6.66
10.144,0.36,-6.23,-1.53,6.42
10.155,-0.41,-5.55,-1.08,5.67
10.164,-1.11,-5.56,-0.82,5.72
10.174,-1.57,-5.45,-0.13,5.67
10.184,-1.80,-4.86,0.39,5.20
10.195,-1.92,-4.00,0.84,4.51
10.204,-1.90,-3.09,1.07,3.79
10.214,-1.84,-2.20,1.11,3.08
10.224,-1.84,-1.53,1.04,2.61
10.234,-1.78,-1.25,0.91,2.36
10.244,-1.53,-1.48,0.91,2.31
10.254,-1.06,-2.10,1.15,2.61
10.264,-0.69,-2.59,1.41,3.03
10.274,-0.30,-2.89,1.30,3.19
10.284,0.05,-2.73,0.79,2.84
10.294,0.39,-1.53,0.29,1.61
10.304,1.09,0.18,0.03,1.10
10.314,2.21,1.56,-0.19,2.71
10.324,3.59,3.93,-0.37,5.34
10.334,5.19,6.49,-1.12,8.38
10.344,6.07,7.30,-2.68,9.86
10.354,5.32,6.34,-4.04,9.21
10.364,3.53,4.28,-4.69,7.26
10.374,2.05,2.16,-4.95,5.77
10.384,1.65,0.45,-4.99,5.28
10.394,2.01,-0.52,-4.36,4.83
10.404,1.97,-0.77,-3.25,3.88
10.414,1.29,-0.34,-1.97,2.38
10.424,0.11,1.35,-0.38,1.41
10.434,-1.05,5.81,0.70,5.95
10.444,-1.05,12.12,0.78,12.19
10.455,-0.13,16.19,-0.82,16.21
10.464,-1.02,13.55,0.60,13.61
10.474,-2.77,7.20,3.77,8.58
10.484,-3.40,1.13,5.21,6.32
10.494,-3.14,-2.71,5.76,7.10
10.504,-2.47,-4.28,5.84,7.65
10.514,-1.66,-4.39,5.20,7.01
10.524,-0.81,-3.21,3.94,5.15
10.534,0.13,-1.81,2.46,3.06
10.544,0.57,-1.12,1.08,1.65
10.554,0.04,-0.39,-0.20,0.44
10.564,-1.36,0.84,-0.73,1.76
10.574,-3.38,2.21,-0.77,4.11
10.584,-4.64,2.95,-0.88,5.57
10.594,-4.87,2.23,-0.43,5.37
10.604,-4.45,1.06,0.19,4.58
10.614,-3.53,0.14,0.91,3.65
10.624,-2.66,-1.03,1.31,3.14
10.634,-2.28,-2.51,1.26,3.61
10.644,-2.45,-4.02,0.86,4.78
10.654,-2.36,-5.34,0.24,5.85
10.664,-2.31,-6.12,-0.24,6.54
10.674,-2.27,-6.11,-0.91,6.58
10.684,-2.04,-5.44,-1.46,5.99
10.694,-1.95,-4.29,-1.45,4.93
10.704,-1.84,-2.72,-1.07,3.45
10.714,-1.54,-0.99,-0.41,1.88
10.724,-1.29,0.47,0.22,1.39
10.734,-1.24,1.16,0.56,1.78
10.744,-1.20,1.43,0.26,1.88
10.754,-0.73,1.50,-0.07,1.67
10.764,-0.27,1.37,-0.09,1.40
10.774,-0.23,1.03,-0.13,1.07
10.784,-0.47,0.43,-0.55,0.84
10.794,-0.51,-0.35,-1.05,1.22
10.804,-0.27,-0.89,-1.73,1.96
10.814,-0.01,-1.15,-2.62,2.86
10.824,0.44,-1.11,-3.44,3.64
10.834,0.93,-1.09,-3.74,4.01
10.843,1.54,-1.10,-3.73,4.18
10.853,2.13,-0.96,-3.68,4.36
10.863,2.42,-0.74,-3.80,4.57
10.873,2.45,-0.45,-4.04,4.75
10.884,2.54,-0.00,-3.93,4.68
10.893,2.79,0.50,-3.30,4.35
10.903,3.06,1.01,-2.80,4.26
10.913,3.57,1.33,-2.83,4.75
10.923,4.02,1.32,-3.35,5.40
10.933,4.02,1.37,-3.81,5.70
10.943,3.53,1.49,-3.69,5.32
10.953,3.04,1.08,-3.46,4.73
10.963,2.90,-0.19,-3.63,4.65
10.973,3.00,-1.06,-3.52,4.75
10.983,3.23,-0.95,-2.67,4.29
10.993,2.88,-0.73,-1.55,3.35
11.003,2.20,-0.92,-1.19,2.67
11.013,1.40,-1.24,-1.07,2.15
11.023,0.29,-1.24,-0.28,1.31
11.033,-0.67,-0.89,0.63,1.28
11.043,-1.72,-0.51,1.65,2.44
11.053,-2.71,-0.14,2.52,3.70
11.063,-3.80,0.17,3.67,5.29
11.073,-5.01,0.46,4.70,6.88
11.083,-5.94,2.02,4.93,7.97
11.093,-6.26,5.35,4.96,9.61
11.103,-5.37,8.90,4.34,11.27
11.113,-3.32,10.45,3.64,11.55
11.124,-0.93,10.89,3.61,11.51
11.133,1.38,10.57,3.85,11.33
11.143,2.93,8.76,4.39,10.23
11.153,3.94,6.25,4.75,8.78
11.163,4.72,3.64,4.52,7.48
11.173,5.00,0.70,3.76,6.30
11.183,4.39,-2.45,2.33,5.54
11.193,3.26,-6.93,-0.00,7.66
11.203,2.02,-7.54,-0.45,7.82
11.213,1.65,-6.36,-1.92,6.84
11.223,1.49,-7.15,-2.21,7.63
11.233,1.12,-7.93,-1.73,8.19
11.243,0.47,-7.70,-1.39,7.84
11.253,-0.23,-7.19,-0.73,7.23
11.263,-0.93,-6.76,-0.16,6.83
11.273,-1.44,-6.38,0.49,6.56
11.283,-1.81,-5.68,1.17,6.07
11.293,-2.11,-4.86,1.66,5.55
11.303,-2.20,-3.76,1.96,4.77
11.313,-2.09,-2.36,2.06,3.76
11.323,-1.82,-1.16,1.77,2.80
11.333,-1.57,-0.20,1.15,1.96
11.343,-1.24,0.47,0.69,1.49
11.353,-0.85,0.71,0.63,1.28
11.363,-0.46,0.53,0.79,1.06
11.374,-0.16,0.45,0.68,0.83
11.383,-0.10,0.57,0.27,0.64
11.392,0.02,1.08,-0.17,1.09
11.403,0.73,1.16,-0.44,1.44
11.412,1.94,1.67,-0.51,2.61
11.423,3.53,3.56,-0.72,5.07
11.433,5.57,4.84,-1.61,7.55
11.442,6.81,4.64,-3.33,8.89
11.453,6.57,3.51,-4.45,8.68
11.462,5.15,2.25,-4.78,7.37
11.473,3.47,1.48,-4.59,5.94
11.483,2.28,0.69,-4.15,4.78
11.492,1.53,-0.39,-3.07,3.46
11.502,0.68,-0.72,-1.77,2.03
11.512,-0.36,0.16,-0.55,0.68
11.522,-1.82,3.51,0.45,3.98
11.532,-2.55,9.98,0.80,10.33
11.542,-1.48,16.41,-0.27,16.48
11.554,-0.57,16.49,0.45,16.50
11.562,-2.04,10.84,4.06,11.76
11.572,-3.24,4.14,5.79,7.82
11.582,-3.28,-0.90,5.91,6.82
11.592,-2.45,-3.90,5.79,7.40
11.602,-1.58,-5.16,5.07,7.41
11.612,-0.81,-4.82,4.00,6.32
11.622,0.08,-3.32,2.73,4.30
11.632,0.77,-2.24,1.36,2.73
11.642,0.61,-1.34,-0.08,1.48
11.652,-0.68,-0.33,-1.31,1.51
11.662,-3.00,0.42,-2.13,3.70
11.672,-4.77,0.99,-2.67,5.55
11.682,-5.31,0.67,-1.91,5.68
11.692,-5.28,-0.19,-0.46,5.31
11.702,-4.33,-0.63,0.38,4.39
11.712,-2.85,-1.10,1.11,3.25
11.722,-1.83,-2.45,1.27,3.32
11.732,-1.67,-3.67,1.16,4.20
11.742,-1.49,-4.35,0.82,4.67
11.752,-1.26,-4.95,0.14,5.11
11.762,-1.12,-5.10,-0.49,5.24
11.772,-1.01,-4.48,-0.91,4.68
11.782,-1.19,-3.38,-1.16,3.76
11.792,-1.49,-2.20,-1.27,2.95
11.802,-1.70,-1.02,-0.99,2.22
11.812,-1.62,-0.09,-0.40,1.67
11.822,-1.17,0.54,0.18,1.30
11.832,-0.99,1.08,0.38,1.51
11.842,-0.68,1.85,0.08,1.98
11.852,-0.26,2.09,-0.23,2.12
11.862,-0.17,1.56,-0.54,1.66
11.872,-0.16,0.80,-0.96,1.26
11.882,0.01,0.13,-1.41,1.42
11.892,0.24,-0.46,-2.07,2.13
11.902,0.51,-0.88,-3.13,3.29
11.912,0.66,-1.30,-4.20,4.44
11.922,0.57,-1.59,-4.59,4.89
11.932,0.55,-1.49,-4.30,4.59
11.942,0.69,-1.32,-3.70,3.99
11.952,0.97,-1.10,-3.21,3.53
11.962,1.28,-0.47,-2.65,2.98
11.972,1.84,0.34,-2.33,2.99
11.982,2.49,0.95,-2.18,3.44
11.992,3.23,1.24,-2.16,4.08
12.002,3.94,1.20,-2.53,4.83
12.012,4.28,1.27,-3.07,5.42
12.022,4.06,1.60,-3.09,5.35
12.032,3.51,1.91,-2.73,4.84
12.042,3.42,1.41,-2.67,4.56
12.052,3.64,0.64,-2.74,4.60
12.061,4.23,0.21,-2.41,4.87
12.072,4.20,0.33,-1.37,4.43
12.082,3.48,0.64,-0.98,3.68
12.092,2.81,0.72,-1.29,3.17
12.102,1.43,0.30,-1.31,1.96
12.112,-0.24,-0.08,-0.73,0.77
12.122,-1.54,-0.22,0.17,1.56
12.132,-2.61,-0.25,0.96,2.80
12.142,-3.56,-0.36,1.93,4.07
12.152,-4.57,-0.74,3.27,5.67
12.161,-5.38,-0.29,4.18,6.82
12.172,-6.24,2.14,3.93,7.68
12.181,-6.61,5.52,3.27,9.22
12.192,-5.97,7.94,2.93,10.35
12.201,-3.65,8.73,3.00,9.92
12.211,-0.35,8.58,3.58,9.31
12.221,2.20,7.64,4.15,8.97
12.231,3.73,6.11,4.64,8.53
12.241,4.68,4.46,4.90,8.11
12.251,5.26,2.38,4.43,7.28
12.261,5.15,-0.15,3.63,6.30
12.271,4.09,-3.86,1.82,5.91
12.281,2.89,-8.03,-0.01,8.54
12.291,1.76,-7.16,-0.94,7.43
12.301,1.48,-6.57,-2.42,7.15
12.311,1.05,-7.06,-2.22,7.48
12.321,0.57,-8.02,-1.88,8.26
12.331,-0.02,-7.81,-1.36,7.93
12.341,-0.69,-7.31,-1.05,7.41
12.351,-1.12,-7.06,-0.43,7.16
12.361,-1.37,-6.66,0.12,6.80
12.371,-1.52,-6.06,0.58,6.27
12.381,-1.56,-5.10,1.03,5.43
12.391,-1.52,-3.80,1.41,4.33
12.401,-1.38,-2.53,1.61,3.30
12.411,-1.33,-1.43,1.51,2.47
12.421,-1.31,-0.31,1.04,1.70
12.431,-1.06,0.83,0.84,1.59
12.441,-0.50,1.50,1.11,1.93
12.451,-0.02,1.63,1.36,2.12
12.461,0.34,1.81,1.10,2.15
12.471,0.66,2.04,0.50,2.20
12.481,1.13,2.16,-0.31,2.46
12.491,1.85,2.38,-0.99,3.17
12.501,3.15,3.52,-1.77,5.05
12.511,4.52,4.19,-3.08,6.89
12.521,4.75,4.43,-4.35,7.82
12.531,3.74,4.16,-4.74,7.34
12.541,2.26,3.13,-4.58,5.99
12.551,1.14,1.82,-4.34,4.84
12.560,0.75,0.30,-4.04,4.12
12.571,1.05,-0.48,-3.01,3.23
12.581,1.21,-0.28,-1.90,2.27
12.591,0.68,1.20,-0.73,1.56
12.601,-0.13,4.63,0.25,4.64
12.611,-0.68,10.09,0.78,10.14
12.621,-0.32,15.22,-0.18,15.22
12.631,-0.06,14.87,0.29,14.87
12.641,-1.70,9.76,3.05,10.37
12.651,-3.23,3.96,4.35,6.71
12.661,-3.52,-0.37,4.75,5.92
12.671,-2.49,-2.96,5.19,6.48
12.680,-1.18,-3.80,5.06,6.44
12.691,-0.32,-3.18,3.94,5.08
12.701,0.55,-2.17,2.40,3.28
12.711,1.15,-1.64,1.09,2.28
12.721,0.78,-1.30,-0.10,1.52
12.731,-0.76,-0.77,-0.96,1.45
12.741,-3.01,-0.09,-1.51,3.37
12.750,-4.64,0.16,-1.93,5.03
12.760,-5.23,-0.41,-1.57,5.47
12.770,-4.93,-1.38,-0.77,5.18
12.781,-3.95,-2.03,-0.15,4.45
12.791,-3.00,-2.52,0.71,3.98
12.801,-2.25,-3.10,1.14,4.00
12.811,-2.25,-3.82,1.25,4.61
12.820,-2.34,-4.44,0.97,5.12
12.831,-2.13,-4.93,0.47,5.40
12.840,-1.97,-4.95,-0.03,5.33
12.850,-1.91,-4.20,-0.48,4.64
12.860,-1.85,-2.73,-0.72,3.38
12.870,-1.64,-1.00,-0.62,2.02
12.880,-1.43,0.66,-0.35,1.61
12.890,-1.13,1.90,-0.05,2.21
