time,ax,ay,az,atotal
12.900,-0.92,2.21,0.22,2.40
12.910,-1.04,2.12,0.25,2.38
12.920,-0.83,2.31,-0.03,2.45
12.930,-0.42,2.23,-0.26,2.28
12.940,-0.35,1.57,-0.66,1.74
12.950,-0.53,0.54,-1.26,1.47
12.960,-0.72,-0.44,-1.79,1.99
12.970,-0.76,-1.24,-2.50,2.89
12.980,-0.69,-1.83,-3.43,3.94
12.990,-0.50,-2.14,-4.16,4.70
13.000,-0.11,-2.33,-4.41,4.99
13.010,0.42,-2.37,-4.17,4.81
13.020,1.21,-2.05,-3.91,4.58
13.030,1.76,-1.33,-3.26,3.94
13.040,2.55,-0.51,-2.96,3.94
13.050,3.42,0.31,-2.52,4.26
13.060,3.60,0.83,-2.20,4.30
13.070,3.55,0.99,-2.61,4.52
13.080,3.48,1.06,-3.23,4.87
13.090,3.03,1.49,-3.19,4.64
13.100,2.62,1.54,-2.68,4.05
13.110,2.33,0.82,-2.44,3.47
13.120,2.07,0.37,-2.24,3.07
13.130,2.39,0.45,-1.69,2.96
13.140,2.58,0.47,-1.21,2.89
13.150,2.38,0.04,-1.21,2.67
13.160,1.66,-0.66,-1.28,2.20
13.170,0.57,-1.07,-0.79,1.44
13.180,-0.42,-0.89,0.36,1.05
13.190,-1.21,-0.21,1.36,1.84
13.200,-2.06,0.47,2.08,2.97
13.210,-3.30,0.55,2.83,4.38
13.220,-4.59,0.46,3.64,5.87
13.230,-5.39,1.21,4.33,7.03
13.240,-5.61,4.08,5.00,8.55
13.250,-4.69,8.36,4.45,10.57
13.260,-2.60,10.96,3.32,11.74
13.271,-0.47,11.61,3.23,12.06
13.281,1.51,11.19,3.51,11.82
13.290,3.03,9.39,4.13,10.70
13.300,4.18,6.86,4.60,9.26
13.310,4.93,3.97,4.10,7.54
13.320,4.75,0.66,3.12,5.72
13.330,3.94,-3.89,1.23,5.67
13.340,2.86,-7.78,-0.02,8.29
13.350,2.10,-6.87,-0.47,7.20
13.360,1.99,-7.14,-2.23,7.75
13.369,1.73,-7.74,-1.84,8.14
13.380,1.30,-8.46,-1.62,8.71
13.390,0.45,-8.06,-1.41,8.20
13.400,-0.35,-7.23,-1.06,7.31
13.409,-0.92,-6.94,-0.30,7.01
13.420,-1.30,-6.77,0.43,6.91
13.429,-1.56,-6.31,0.96,6.57
13.440,-1.66,-5.51,1.35,5.91
13.449,-1.53,-4.43,1.59,4.95
13.459,-1.11,-3.55,1.77,4.12
13.470,-0.85,-2.94,1.64,3.47
13.480,-0.86,-2.26,1.27,2.73
13.489,-0.96,-1.20,1.00,1.83
13.500,-0.69,-0.07,1.13,1.33
13.509,-0.20,0.23,1.33,1.36
13.519,0.15,0.40,1.30,1.36
13.529,0.40,1.55,1.07,1.92
13.539,0.63,3.54,0.49,3.63
13.549,1.18,4.54,-0.61,4.73
13.559,2.50,5.61,-2.05,6.48
13.569,4.20,6.57,-4.25,8.88
13.579,5.13,5.42,-5.98,9.56
13.589,4.02,3.48,-5.70,7.80
13.599,2.07,1.94,-4.87,5.63
13.609,0.77,0.42,-4.10,4.20
13.619,0.48,-0.98,-3.54,3.70
13.629,0.87,-1.47,-2.21,2.79
13.639,0.99,-1.08,-0.88,1.71
13.649,0.51,0.36,-0.22,0.66
13.659,0.02,3.74,0.02,3.74
13.669,-0.19,9.65,0.76,9.68
13.679,0.53,15.56,0.42,15.57
13.690,0.88,16.17,1.18,16.24
13.699,-1.74,11.91,3.62,12.57
13.709,-3.79,6.14,4.31,8.41
13.719,-3.68,1.40,4.74,6.16
13.729,-2.38,-1.51,5.42,6.11
13.739,-1.15,-2.77,5.53,6.29
13.749,-0.11,-2.19,4.43,4.94
13.759,0.98,-1.55,2.61,3.19
13.769,1.50,-1.58,1.25,2.51
13.779,0.72,-1.52,0.14,1.69
13.789,-1.52,-1.00,-0.53,1.89
13.799,-4.36,-0.58,-0.90,4.49
13.809,-6.12,-0.52,-1.28,6.28
13.819,-6.29,-1.36,-0.86,6.50
13.829,-5.59,-2.38,-0.26,6.07
13.839,-4.36,-2.99,-0.06,5.29
13.849,-3.21,-3.36,0.62,4.69
13.859,-2.60,-3.57,1.04,4.54
13.869,-2.58,-3.91,1.15,4.83
13.879,-2.53,-4.16,0.66,4.92
13.889,-2.37,-4.60,-0.25,5.18
13.899,-2.32,-4.74,-0.92,5.36
13.909,-2.17,-4.17,-1.34,4.89
13.919,-1.88,-2.92,-1.60,3.82
13.929,-1.56,-1.49,-1.46,2.60
13.939,-1.28,-0.40,-0.89,1.61
13.949,-0.99,0.71,-0.46,1.30
13.959,-0.39,1.38,-0.11,1.44
13.969,-0.25,1.54,0.21,1.57
13.979,-0.27,2.09,-0.17,2.11
13.989,0.06,2.58,-0.52,2.63
13.999,-0.00,2.52,-0.84,2.66
14.009,-0.31,1.84,-1.27,2.26
14.019,-0.72,0.81,-1.52,1.87
14.029,-0.79,0.01,-2.07,2.22
14.039,-0.42,-0.72,-2.91,3.02
14.049,0.14,-1.33,-3.55,3.79
14.059,0.79,-1.74,-3.89,4.33
14.069,1.51,-2.04,-4.05,4.78
14.079,2.19,-2.03,-3.98,4.98
14.089,2.56,-1.66,-3.30,4.50
14.098,3.02,-1.10,-2.62,4.14
14.108,3.77,-0.33,-2.13,4.34
14.119,3.96,0.41,-1.74,4.34
14.128,3.58,1.00,-1.95,4.20
14.139,3.20,1.64,-2.59,4.43
14.148,2.73,2.46,-2.84,4.64
14.159,2.27,2.64,-2.71,4.41
14.168,2.31,1.79,-2.75,4.02
14.178,2.43,0.83,-2.78,3.78
14.188,2.84,0.30,-2.59,3.86
14.198,3.14,0.12,-2.01,3.73
14.208,2.77,-0.28,-1.73,3.28
14.218,1.97,-0.82,-1.77,2.77
14.228,0.80,-1.40,-1.54,2.23
14.238,-0.40,-1.56,-0.65,1.74
14.248,-1.33,-1.40,0.55,2.00
14.258,-2.27,-1.10,1.43,2.90
14.268,-3.15,-1.04,2.04,3.89
14.278,-4.17,-1.24,2.90,5.23
14.288,-4.77,-0.72,3.83,6.16
14.298,-5.09,1.28,4.25,6.75
14.308,-5.12,4.93,4.17,8.24
14.318,-3.98,8.86,3.33,10.27
14.328,-1.69,11.02,2.85,11.51
14.340,0.91,11.46,3.51,12.02
14.349,3.04,10.66,4.14,11.84
14.358,4.47,8.76,4.76,10.92
14.368,5.44,6.11,4.94,9.56
14.378,5.95,2.90,4.37,7.93
14.388,5.52,-0.47,3.34,6.47
14.398,4.34,-5.66,1.10,7.22
14.408,2.76,-7.87,0.16,8.35
14.418,2.00,-6.84,-1.78,7.34
14.428,1.73,-6.96,-2.49,7.59
14.438,1.35,-7.54,-2.19,7.97
14.448,0.81,-7.98,-2.03,8.28
14.458,0.16,-7.58,-1.46,7.72
14.468,-0.58,-7.00,-1.06,7.10
14.478,-1.07,-6.68,-0.28,6.77
14.488,-1.36,-6.26,0.58,6.43
14.498,-1.60,-5.39,1.27,5.76
14.508,-1.69,-4.10,1.71,4.75
14.518,-1.74,-2.66,1.84,3.67
14.528,-1.81,-1.35,1.45,2.69
14.538,-1.97,-0.12,0.82,2.13
14.548,-2.10,1.04,0.25,2.36
14.558,-2.02,1.49,0.31,2.53
14.568,-1.69,0.96,0.72,2.07
14.578,-1.35,-0.12,0.88,1.62
14.588,-1.06,-1.09,0.65,1.65
14.598,-0.50,-1.27,0.36,1.41
14.608,0.24,-0.39,0.18,0.49
14.618,1.30,0.81,-0.14,1.54
14.628,2.86,2.90,-0.55,4.10
14.638,4.79,5.44,-1.94,7.50
14.648,6.38,7.12,-4.01,10.36
14.658,6.28,5.85,-4.81,9.84
14.668,4.11,4.11,-4.76,7.51
14.678,1.94,2.72,-4.46,5.58
14.688,0.90,0.73,-4.28,4.44
14.698,0.97,-0.84,-3.53,3.75
14.708,1.14,-1.11,-2.50,2.97
14.718,0.74,-0.65,-1.82,2.07
14.728,0.05,0.77,-0.73,1.06
14.738,-0.30,4.37,0.77,4.44
14.748,-0.45,9.69,1.70,9.85
14.758,-0.01,13.98,0.12,13.98
14.769,-1.21,14.00,0.97,14.09
14.777,-3.40,10.32,3.55,11.43
14.787,-4.22,4.89,5.18,8.28
14.798,-3.49,0.32,6.16,7.08
14.807,-2.30,-2.43,6.49,7.31
14.817,-1.71,-3.42,5.56,6.75
14.827,-1.11,-2.98,3.86,5.00
14.837,-0.11,-2.40,2.32,3.34
14.847,0.60,-2.47,1.16,2.80
14.857,-0.16,-2.31,0.25,2.33
14.867,-2.25,-1.46,-0.12,2.69
14.877,-4.52,-0.32,-0.64,4.58
14.887,-5.77,-0.13,-1.28,5.91
14.897,-5.65,-1.02,-0.88,5.80
14.907,-4.63,-1.59,-0.50,4.92
14.917,-3.51,-1.78,0.22,3.95
14.927,-2.62,-2.11,0.69,3.44
14.937,-2.36,-2.85,0.87,3.80
14.947,-2.26,-3.26,0.74,4.03
14.957,-2.17,-3.93,0.29,4.50
14.967,-2.18,-4.67,-0.46,5.17
14.977,-2.23,-4.68,-1.15,5.31
14.987,-2.08,-3.88,-1.64,4.70
14.997,-1.90,-2.62,-1.66,3.64
15.007,-1.69,-1.17,-1.13,2.35
15.017,-1.42,0.29,-0.30,1.48
15.027,-1.09,1.78,0.49,2.15
15.037,-0.84,2.63,0.77,2.87
15.047,-0.77,2.92,0.17,3.02
15.057,-0.32,2.97,-0.69,3.07
15.067,0.05,2.49,-1.12,2.73
15.077,0.05,1.50,-1.29,1.97
15.087,-0.27,0.46,-1.33,1.43
15.097,-0.48,-0.08,-1.59,1.66
15.107,-0.36,-0.25,-2.24,2.28
15.117,-0.00,-0.34,-3.08,3.10
15.127,0.43,-0.71,-3.67,3.76
15.137,0.89,-1.29,-3.79,4.10
15.147,1.31,-1.81,-3.61,4.25
15.157,1.70,-2.21,-3.43,4.42
15.167,1.99,-2.18,-3.08,4.26
15.177,2.24,-1.47,-2.59,3.73
15.187,2.92,-0.45,-2.25,3.71
15.197,3.38,0.43,-2.09,4.00
15.207,3.69,0.85,-2.22,4.39
15.217,3.74,0.89,-2.60,4.64
15.227,3.49,1.15,-2.72,4.58
15.237,3.10,1.49,-2.44,4.22
15.247,3.12,1.22,-2.44,4.15
15.257,3.19,0.53,-2.70,4.21
15.267,3.37,0.14,-2.85,4.41
15.277,3.67,0.37,-2.20,4.30
15.287,3.62,0.45,-1.81,4.07
15.297,3.02,-0.02,-1.89,3.56
15.307,1.78,-0.65,-1.97,2.73
15.316,0.20,-1.06,-1.42,1.78
15.327,-1.00,-1.10,-0.31,1.51
15.336,-2.06,-0.90,0.75,2.37
15.347,-3.10,-0.66,1.33,3.44
15.356,-4.18,-0.73,2.23,4.80
15.367,-5.24,-0.91,3.30,6.26
15.376,-5.59,-0.02,4.01,6.88
15.387,-5.59,2.84,4.62,7.79
15.397,-4.71,7.38,4.31,9.76
15.407,-2.83,10.95,3.51,11.84
15.417,-0.18,12.41,3.50,12.89
15.428,2.30,12.29,4.04,13.14
15.436,3.89,10.49,4.59,12.09
15.447,4.82,7.47,4.99,10.20
15.456,5.39,4.10,4.67,8.23
15.467,5.43,0.30,3.97,6.73
15.476,4.35,-3.53,2.58,6.16
15.486,2.92,-8.09,0.14,8.60
15.496,1.76,-7.37,-0.79,7.62
15.506,1.66,-6.44,-2.78,7.21
15.516,1.56,-7.36,-2.43,7.91
15.526,1.13,-7.43,-1.98,7.77
15.536,0.25,-7.00,-1.77,7.23
15.546,-0.48,-6.44,-1.22,6.57
15.556,-1.03,-6.17,-0.76,6.30
15.566,-1.50,-5.80,-0.12,5.99
15.576,-1.78,-5.18,0.51,5.50
15.586,-1.96,-4.24,0.98,4.77
15.596,-1.97,-3.15,1.36,3.95
15.606,-1.86,-2.17,1.53,3.24
15.616,-1.63,-1.66,1.38,2.71
15.626,-1.46,-1.40,1.26,2.38
15.636,-1.26,-1.16,1.19,2.09
15.646,-0.74,-1.12,1.25,1.84
15.656,-0.09,-1.40,1.37,1.96
15.666,0.39,-1.84,1.27,2.27
15.676,0.61,-1.90,0.89,2.19
15.686,0.54,-1.19,0.54,1.41
15.696,0.58,1.00,0.32,1.20
15.706,1.26,2.62,-0.26,2.92
15.716,2.55,4.44,-0.86,5.19
15.726,4.16,6.19,-2.43,7.85
15.736,5.04,6.15,-4.41,9.09
15.746,4.10,4.80,-5.01,8.06
15.756,2.31,3.15,-4.75,6.15
15.766,1.16,1.49,-4.23,4.64
15.776,1.09,0.01,-3.73,3.89
15.786,1.79,-0.60,-2.65,3.26
15.796,2.06,-0.37,-1.54,2.60
15.806,1.69,0.53,-0.66,1.89
15.816,0.88,2.88,0.38,3.03
15.826,0.14,7.25,1.10,7.33
15.836,-0.20,12.29,0.94,12.33
15.847,0.19,15.66,-0.49,15.67
15.856,-1.54,13.75,0.60,13.85
15.866,-3.29,8.13,2.92,9.25
15.876,-3.73,1.92,4.04,5.83
15.886,-3.36,-2.63,4.52,6.21
15.895,-2.48,-5.01,4.86,7.40
15.906,-1.67,-5.10,4.52,7.02
15.916,-0.81,-4.01,3.32,5.26
15.926,0.10,-3.03,1.68,3.47
15.936,0.83,-2.26,0.21,2.42
15.946,1.12,-1.65,-0.99,2.23
15.956,0.43,-1.15,-1.11,1.65
15.966,-1.46,-0.06,-0.66,1.60
15.976,-3.59,1.05,-0.56,3.78
15.986,-4.98,1.19,-0.50,5.14
15.996,-5.44,0.80,-0.03,5.50
16.006,-4.91,0.57,0.69,4.99
16.015,-4.07,-0.22,1.36,4.29
16.026,-3.64,-1.67,1.50,4.27
16.036,-3.44,-3.11,1.27,4.81
16.046,-3.03,-4.52,0.83,5.50
16.056,-2.67,-5.67,0.30,6.27
16.066,-2.51,-5.84,-0.49,6.38
16.075,-2.43,-5.11,-1.21,5.79
16.086,-2.34,-3.79,-1.68,4.76
16.095,-2.26,-2.11,-1.61,3.48
16.106,-2.06,-0.48,-1.16,2.41
16.115,-1.68,0.88,-0.56,1.98
16.125,-1.10,1.83,0.03,2.13
16.135,-0.64,2.10,0.40,2.23
16.145,-0.60,2.29,0.24,2.38
16.155,-0.33,2.45,-0.30,2.49
16.165,0.07,2.05,-0.58,2.14
16.176,0.00,1.06,-0.75,1.29
16.185,-0.34,0.06,-0.89,0.95
16.195,-0.42,-0.36,-1.32,1.43
16.205,-0.19,-0.36,-2.06,2.10
16.215,-0.00,-0.50,-2.83,2.88
16.226,0.24,-0.84,-3.24,3.36
16.235,0.68,-1.42,-3.37,3.72
16.245,0.97,-1.98,-3.33,4.00
16.255,1.21,-2.31,-3.46,4.33
16.265,1.62,-2.14,-3.47,4.38
16.275,2.30,-1.38,-3.25,4.21
16.285,3.18,-0.37,-2.86,4.29
16.295,3.62,0.61,-2.59,4.49
16.305,3.80,1.06,-2.73,4.80
16.315,3.97,1.25,-3.15,5.22
16.325,3.94,1.60,-3.39,5.44
16.335,3.54,1.89,-3.32,5.21
16.345,3.34,1.46,-3.58,5.11
16.355,3.33,0.69,-3.69,5.01
16.365,3.54,0.56,-3.01,4.68
16.375,4.00,0.92,-1.99,4.57
16.385,3.82,1.02,-1.62,4.28
16.395,3.09,0.77,-1.68,3.60
16.405,1.80,0.29,-1.63,2.45
16.415,0.54,-0.29,-0.95,1.13
16.425,-0.59,-0.89,0.06,1.07
16.435,-1.79,-1.51,0.98,2.54
16.445,-2.85,-1.86,1.86,3.88
16.455,-3.67,-2.14,3.27,5.37
16.465,-4.42,-2.00,4.82,6.84
16.475,-4.80,-0.21,4.94,6.89
16.485,-5.06,3.06,3.92,7.09
16.495,-4.96,6.70,3.08,8.89
16.505,-3.61,9.14,2.97,10.27
16.515,-1.03,10.00,3.56,10.66
16.526,1.47,9.93,4.19,10.88
16.535,3.05,8.95,4.65,10.54
16.545,3.80,6.98,4.88,9.33
16.555,4.21,4.37,4.58,7.61
16.565,4.34,1.37,4.14,6.15
16.575,3.41,-1.51,3.14,4.88
16.585,2.29,-5.39,0.88,5.92
16.595,1.37,-6.97,-0.38,7.11
16.605,1.31,-5.27,-1.60,5.66
16.615,1.57,-5.73,-2.05,6.28
16.625,1.62,-6.73,-1.62,7.11
16.635,1.05,-6.79,-1.19,6.97
16.645,0.32,-6.23,-0.80,6.29
16.655,-0.36,-5.76,-0.65,5.81
16.665,-0.95,-5.36,-0.17,5.44
16.674,-1.36,-4.81,0.37,5.02
16.685,-1.69,-4.13,0.81,4.53
16.694,-1.86,-3.25,1.12,3.91
16.705,-1.86,-2.41,1.34,3.33
16.714,-1.79,-1.84,1.34,2.90
16.724,-1.58,-1.54,1.12,2.47
16.734,-1.15,-1.40,0.93,2.03
16.744,-0.52,-1.68,0.96,2.00
16.754,0.24,-2.24,1.01,2.47
16.764,0.90,-2.78,0.89,3.05
16.774,1.35,-2.78,0.58,3.15
16.784,1.62,-1.62,0.17,2.30
16.794,1.94,0.47,-0.36,2.03
16.804,2.53,2.49,-0.65,3.61
16.814,3.75,4.69,-1.87,6.28
16.824,4.65,7.40,-3.92,9.58
16.834,4.89,8.33,-5.07,10.91
16.844,3.45,6.50,-5.28,9.06
16.854,1.61,4.00,-4.96,6.57
16.864,0.70,0.85,-4.86,4.98
16.874,1.18,-1.23,-4.07,4.42
16.884,1.78,-1.90,-2.59,3.67
16.894,1.77,-1.61,-1.38,2.76
16.905,1.33,-0.56,-0.39,1.49
16.914,0.72,2.00,0.73,2.25
16.924,-0.05,7.49,1.96,7.74
16.934,-0.18,13.50,0.69,13.51
16.945,-0.33,15.48,0.48,15.49
16.954,-3.06,12.99,3.35,13.76
16.964,-4.48,7.77,5.11,10.32
16.974,-3.93,2.95,6.15,7.87
16.984,-2.97,-0.00,6.65,7.28
16.994,-1.86,-1.43,6.20,6.63
17.004,-0.43,-1.96,4.41,4.84
17.014,0.67,-2.06,2.53,3.33
17.024,0.62,-1.86,1.13,2.26
17.034,-0.93,-1.68,0.08,1.92
17.044,-3.29,-1.36,-0.52,3.60
17.054,-5.52,-0.88,-1.11,5.69
17.064,-6.47,-0.93,-1.68,6.75
17.074,-6.00,-2.11,-1.36,6.50
17.084,-5.06,-3.18,-0.70,6.02
17.094,-4.18,-3.86,-0.05,5.69
17.104,-3.24,-4.02,0.82,5.23
17.114,-2.63,-3.70,1.19,4.70
17.124,-2.51,-3.52,1.09,4.46
17.134,-2.50,-3.59,0.52,4.41
17.144,-2.44,-3.73,-0.47,4.48
17.154,-2.41,-3.87,-1.24,4.72
17.164,-2.29,-3.66,-1.76,4.67
17.174,-1.96,-2.62,-1.99,3.83
17.184,-1.32,-1.23,-1.60,2.41
17.194,-0.77,0.12,-0.74,1.07
17.204,-0.31,1.86,0.16,1.89
17.214,0.38,3.38,0.97,3.54
17.224,0.62,4.35,1.10,4.53
17.234,0.72,4.79,0.15,4.84
17.244,0.65,4.11,-0.82,4.24
17.254,0.20,2.65,-1.37,2.99
17.264,-0.31,0.96,-1.65,1.94
17.274,-0.74,-0.38,-2.13,2.28
17.284,-0.85,-1.31,-2.96,3.35
17.294,-0.71,-1.98,-3.97,4.49
17.304,-0.32,-2.73,-4.60,5.36
17.314,0.26,-3.29,-4.50,5.58
17.324,0.88,-3.45,-3.85,5.24
17.334,1.72,-3.25,-3.32,4.96
17.344,2.42,-2.49,-2.62,4.35
17.354,2.95,-1.27,-1.94,3.75
17.364,3.50,0.10,-1.49,3.80
17.374,3.40,1.00,-1.41,3.82
17.384,2.92,1.17,-1.99,3.72
17.394,2.55,1.19,-2.74,3.93
17.404,2.27,1.72,-3.25,4.32
17.414,1.93,2.41,-3.30,4.52
17.424,1.90,2.18,-3.41,4.47
17.433,2.20,1.08,-3.54,4.30
17.443,2.73,0.02,-3.18,4.19
17.454,3.56,-0.38,-2.26,4.24
17.463,4.02,-0.51,-1.45,4.31
17.473,3.69,-0.66,-1.15,3.93
17.483,2.62,-0.76,-1.22,2.99
17.493,1.07,-0.91,-0.90,1.67
17.503,-0.22,-1.00,-0.04,1.02
17.513,-1.50,-1.11,0.99,2.11
17.523,-2.60,-1.06,1.85,3.36
17.533,-3.44,-1.07,2.58,4.43
17.543,-4.54,-0.99,3.64,5.90
17.553,-5.15,0.33,4.19,6.65
17.563,-5.45,3.14,4.02,7.46
17.573,-5.01,7.00,3.55,9.31
17.583,-3.19,10.16,2.91,11.04
17.594,-0.60,11.48,2.89,11.86
17.604,1.62,11.39,3.41,12.00
17.613,3.12,9.95,3.95,11.15
17.623,4.20,7.56,4.54,9.77
17.633,4.88,4.73,4.39,8.09
17.643,5.17,1.43,3.58,6.44
17.653,4.47,-2.29,2.27,5.51
17.663,3.15,-7.00,0.41,7.69
17.673,2.22,-6.64,-0.36,7.01
17.683,2.33,-6.49,-2.19,7.23
17.693,2.12,-6.70,-1.82,7.26
17.703,1.85,-7.22,-1.82,7.67
17.713,1.36,-7.30,-1.40,7.55
17.723,0.58,-6.38,-1.05,6.49
17.733,-0.30,-6.02,-0.66,6.06
17.743,-1.05,-5.62,0.00,5.71
17.753,-1.55,-5.08,0.49,5.33
17.763,-1.85,-4.24,0.95,4.72
17.773,-1.99,-3.15,1.34,3.96
17.783,-2.04,-2.03,1.50,3.24
17.793,-1.87,-1.17,1.42,2.62
17.803,-1.69,-0.58,1.23,2.17
17.813,-1.45,-0.20,1.09,1.83
17.823,-1.04,-0.15,1.15,1.56
17.833,-0.52,-0.48,1.25,1.43
17.843,0.09,-1.05,1.23,1.62
17.853,0.57,-1.50,0.91,1.84
17.863,0.84,-1.79,0.41,2.01
17.873,1.02,-1.26,0.22,1.63
17.883,1.45,0.26,0.01,1.47
17.893,2.05,1.60,-0.74,2.70
17.903,2.82,3.36,-1.74,4.72
17.913,3.25,5.31,-3.58,7.19
17.923,3.52,5.70,-4.88,8.29
17.933,2.16,4.46,-5.37,7.31
17.942,0.13,3.65,-5.18,6.34
17.953,-0.54,1.96,-4.43,4.87
17.963,0.37,-0.05,-3.38,3.40
17.973,1.35,-1.04,-2.01,2.63
17.983,1.38,-0.81,-1.14,1.97
17.993,1.02,0.81,-0.39,1.35
18.002,0.90,4.33,0.37,4.44
18.013,0.99,9.39,1.52,9.57
18.023,1.11,13.64,0.60,13.70
18.034,0.63,14.02,-0.10,14.03
18.042,-1.66,10.52,2.00,10.84
18.053,-3.10,5.49,3.66,7.29
18.062,-2.86,0.79,4.80,5.64
18.073,-1.99,-2.46,5.64,6.47
18.082,-1.22,-3.72,5.55,6.79
18.092,-0.38,-3.05,4.35,5.33
18.102,0.68,-2.03,2.75,3.49
18.112,1.26,-1.43,1.59,2.49
18.122,0.56,-0.86,0.65,1.22
18.132,-1.40,-0.11,0.09,1.41
18.142,-3.96,0.75,-0.61,4.07
18.152,-5.70,1.41,-1.51,6.07
18.162,-5.89,0.81,-1.26,6.08
18.172,-5.32,-0.48,-0.02,5.34
18.182,-4.59,-1.30,0.69,4.82
18.192,-3.63,-2.29,1.11,4.43
18.202,-3.23,-3.34,1.21,4.80
18.212,-3.31,-4.06,1.16,5.36
18.222,-3.06,-4.73,0.63,5.67
18.232,-2.87,-5.24,-0.09,5.98
18.242,-2.73,-5.40,-0.82,6.10
18.252,-2.58,-4.70,-1.38,5.54
18.262,-2.54,-3.48,-1.70,4.63
18.272,-2.55,-2.25,-1.66,3.78
18.282,-2.42,-1.05,-1.20,2.90
18.292,-2.03,0.02,-0.52,2.09
18.302,-1.29,0.82,0.16,1.54
18.312,-0.84,1.48,0.59,1.80
18.322,-0.53,2.43,0.38,2.51
18.332,-0.01,2.94,-0.23,2.95
18.342,0.37,2.61,-0.83,2.77
18.352,0.50,1.70,-1.45,2.28
18.362,0.47,0.56,-1.88,2.02
18.372,0.49,-0.32,-2.39,2.46
18.382,0.46,-0.88,-3.25,3.40
18.392,0.53,-1.31,-4.14,4.38
18.402,0.77,-1.71,-4.45,4.83
18.412,1.16,-2.01,-4.33,4.91
18.422,1.69,-2.18,-4.04,4.89
18.432,2.10,-2.12,-3.40,4.52
18.442,2.57,-1.54,-2.72,4.05
18.452,3.30,-0.60,-2.31,4.07
18.462,3.71,0.37,-2.05,4.25
18.472,3.81,0.94,-2.27,4.54
18.482,3.89,1.04,-2.94,4.99
18.492,3.70,1.05,-3.55,5.24
18.502,3.13,1.43,-3.58,4.96
18.512,2.68,1.57,-3.47,4.66
18.522,2.62,1.04,-3.56,4.54
18.532,2.68,0.24,-3.32,4.27
18.542,3.18,-0.14,-2.49,4.04
18.552,3.29,0.02,-1.40,3.58
18.562,2.85,-0.10,-0.91,2.99
18.572,1.96,-0.58,-0.62,2.14
18.582,0.65,-0.87,-0.11,1.09
18.592,-0.57,-0.65,1.06,1.37
18.601,-1.70,0.06,1.80,2.48
18.612,-2.99,0.47,1.99,3.62
18.622,-4.63,0.04,2.51,5.27
18.632,-6.16,0.05,3.60,7.13
18.642,-6.68,1.41,4.28,8.06
18.652,-6.17,3.78,4.73,8.64
18.662,-4.51,6.49,4.58,9.13
18.672,-2.18,8.50,3.74,9.54
18.682,-0.03,9.72,3.34,10.28
18.693,1.73,10.15,3.62,10.92
18.701,3.00,9.59,4.28,10.92
18.712,4.10,8.00,4.55,10.07
18.721,5.11,5.49,4.07,8.53
18.731,5.23,2.20,3.20,6.51
18.742,4.40,-2.02,1.93,5.22
18.752,3.00,-6.30,0.45,6.99
18.761,1.80,-5.80,-0.29,6.08
18.771,1.82,-6.50,-2.11,7.08
18.781,1.89,-7.44,-1.56,7.84
18.791,1.53,-7.33,-1.18,7.58
18.801,0.79,-6.43,-0.92,6.54
18.811,-0.07,-5.81,-0.69,5.85
18.821,-0.86,-5.50,-0.18,5.57
18.831,-1.53,-5.26,0.39,5.49
18.841,-1.98,-4.51,0.87,5.00
18.851,-2.11,-3.46,1.20,4.23
18.861,-2.07,-2.52,1.37,3.54
18.871,-1.98,-1.82,1.42,3.04
18.881,-1.76,-1.39,1.41,2.65
18.891,-1.57,-1.17,1.35,2.38
18.901,-1.49,-1.26,1.40,2.40
18.911,-1.21,-1.66,1.51,2.55
18.921,-0.75,-2.26,1.59,2.87
18.931,-0.25,-2.74,1.46,3.12
18.941,0.09,-2.61,1.00,2.80
18.951,0.24,-1.61,0.50,1.70
18.961,0.56,0.19,0.15,0.60
18.971,1.16,1.50,-0.43,1.95
18.981,1.97,3.57,-1.19,4.25
18.991,3.05,5.98,-2.40,7.13
19.001,3.97,6.44,-3.93,8.53
19.011,3.29,5.10,-4.71,7.68
19.021,1.35,3.71,-4.72,6.15
19.031,0.02,2.08,-4.11,4.61
19.041,-0.08,0.37,-3.51,3.54
19.051,1.10,-0.59,-2.89,3.14
19.061,2.22,-0.76,-2.30,3.29
19.071,2.80,-0.46,-1.67,3.29
19.081,2.89,0.30,-0.92,3.05
19.091,2.65,1.28,-0.15,2.95
19.101,2.15,3.45,0.60,4.11
19.111,1.37,6.66,0.96,6.87
19.121,0.50,10.13,0.05,10.14
19.132,-0.58,11.00,-1.45,11.11
19.141,-1.88,9.34,-0.21,9.53
19.151,-2.57,5.40,2.33,6.42
19.161,-3.04,1.43,3.94,5.17
19.171,-2.99,-1.20,4.93,5.89
19.181,-2.53,-2.42,5.13,6.21
19.191,-2.03,-2.88,4.21,5.49
19.201,-1.37,-2.42,2.74,3.91
19.211,-0.75,-1.76,1.43,2.39
19.220,-0.70,-1.26,0.67,1.59
19.231,-1.01,-0.57,0.63,1.32
19.240,-2.00,0.48,0.97,2.27
19.251,-3.71,1.45,0.93,4.09
19.261,-4.62,1.65,0.52,4.94
19.271,-4.41,1.26,0.64,4.63
19.281,-4.00,0.65,0.94,4.16
19.291,-3.63,-0.10,1.43,3.90
19.300,-3.03,-1.11,1.58,3.59
19.311,-2.39,-2.54,1.10,3.66
19.320,-2.23,-3.81,0.45,4.43
19.331,-2.25,-4.85,-0.45,5.36
19.340,-2.45,-5.36,-1.33,6.04
19.351,-2.56,-5.20,-2.08,6.15
