time,ax,ay,az,atotal
12.930,2.43,-0.90,-3.53,4.38
12.940,2.86,-0.58,-3.08,4.25
12.950,3.32,0.16,-2.72,4.29
12.960,3.87,0.83,-2.50,4.68
12.970,4.00,1.37,-2.24,4.79
12.980,3.79,1.83,-2.27,4.78
12.990,3.63,2.12,-2.80,5.05
13.000,3.36,2.35,-3.43,5.35
13.010,2.70,2.46,-3.43,5.01
13.020,2.32,2.03,-3.25,4.48
13.030,2.59,0.96,-3.28,4.29
13.040,2.83,0.31,-3.10,4.21
13.050,3.05,0.60,-2.27,3.85
13.060,2.96,0.91,-1.56,3.47
13.070,2.43,0.47,-1.51,2.90
13.080,1.60,-0.26,-1.59,2.27
13.090,0.49,-0.87,-1.11,1.49
13.100,-0.65,-1.38,-0.02,1.52
13.110,-1.79,-1.73,1.22,2.77
13.120,-2.66,-1.96,2.18,3.96
13.130,-3.64,-2.30,3.06,5.28
13.140,-4.87,-1.97,4.14,6.69
13.150,-6.08,-0.28,4.30,7.45
13.160,-7.28,2.76,4.18,8.84
13.170,-7.67,6.52,3.54,10.67
13.180,-6.19,9.32,3.13,11.61
13.190,-3.54,10.60,3.53,11.72
13.200,-0.72,10.67,3.81,11.35
13.210,1.28,9.49,4.38,10.53
13.219,2.46,7.39,5.04,9.28
13.230,3.66,4.77,4.98,7.81
13.240,4.95,1.93,4.48,6.95
13.250,5.28,-1.46,3.15,6.32
13.260,5.32,-6.37,0.63,8.32
13.270,4.12,-6.04,-0.03,7.31
13.280,3.86,-5.04,-2.30,6.76
13.290,3.52,-5.81,-2.41,7.20
13.299,3.52,-6.47,-1.99,7.63
13.310,3.03,-6.72,-1.64,7.55
13.319,2.13,-6.24,-1.27,6.71
13.330,1.27,-6.18,-0.82,6.37
13.339,0.50,-6.30,-0.13,6.33
13.349,-0.04,-5.98,0.35,5.99
13.359,-0.29,-5.27,0.86,5.34
13.370,-0.24,-4.20,1.37,4.42
13.379,-0.21,-3.11,1.54,3.47
13.389,-0.27,-2.31,1.48,2.75
13.399,-0.50,-1.72,1.09,2.10
13.409,-0.70,-1.21,0.78,1.60
13.419,-0.64,-0.91,0.75,1.34
13.429,-0.36,-0.92,0.94,1.36
13.439,-0.05,-1.25,0.91,1.55
13.449,-0.05,-1.12,0.57,1.26
13.459,-0.16,-0.08,0.11,0.21
13.469,0.04,1.31,-0.45,1.38
13.479,0.53,3.18,-1.33,3.48
13.489,1.49,5.97,-2.47,6.63
13.499,3.13,8.88,-3.64,10.09
13.509,4.49,8.22,-4.43,10.36
13.519,3.87,5.38,-4.84,8.20
13.529,2.08,3.12,-5.09,6.32
13.539,1.19,1.18,-4.99,5.27
13.549,1.50,-0.28,-4.41,4.66
13.559,1.81,-0.72,-3.30,3.83
13.569,1.58,-0.80,-2.03,2.69
13.579,0.73,-0.43,-0.59,1.04
13.589,-0.55,1.21,0.64,1.47
13.599,-2.27,5.97,1.51,6.57
13.609,-3.88,13.01,0.72,13.59
13.620,-3.73,16.30,-1.12,16.75
13.629,-4.75,13.21,2.03,14.18
13.639,-5.29,6.63,4.89,9.79
13.649,-4.58,0.98,6.25,7.81
13.659,-3.04,-1.69,7.00,7.82
13.669,-1.88,-2.82,6.47,7.30
13.679,-1.10,-2.64,4.96,5.73
13.689,-0.04,-1.81,3.15,3.63
13.699,0.73,-1.46,1.63,2.30
13.709,0.49,-1.53,0.31,1.64
13.719,-1.23,-1.71,-0.48,2.16
13.729,-3.79,-1.70,-0.91,4.25
13.739,-5.68,-1.57,-0.89,5.96
13.749,-6.08,-1.75,-0.37,6.34
13.759,-5.26,-2.33,0.07,5.75
13.769,-3.66,-2.78,0.11,4.59
13.779,-2.34,-3.18,0.19,3.95
13.789,-1.50,-3.48,0.24,3.80
13.799,-1.13,-3.92,0.08,4.08
13.809,-0.87,-4.71,-0.60,4.83
13.819,-0.81,-5.62,-1.24,5.81
13.829,-1.02,-6.06,-1.58,6.35
13.839,-1.23,-5.78,-1.85,6.19
13.848,-1.40,-4.72,-1.97,5.30
13.859,-1.66,-3.28,-1.53,3.98
13.869,-1.78,-1.64,-0.72,2.52
13.879,-1.76,0.38,0.09,1.80
13.889,-1.54,2.07,0.71,2.67
13.899,-1.45,2.59,0.79,3.07
13.909,-1.51,2.93,0.25,3.31
13.919,-1.16,3.09,-0.39,3.33
13.929,-0.88,2.67,-0.86,2.94
13.939,-0.61,1.79,-1.39,2.35
13.948,-0.44,0.45,-1.88,1.98
13.959,-0.17,-0.52,-2.58,2.64
13.968,0.26,-1.22,-3.57,3.78
13.979,0.79,-1.76,-4.44,4.84
13.988,1.40,-2.04,-4.58,5.21
13.999,2.11,-2.03,-4.38,5.27
14.008,2.85,-1.52,-4.00,5.14
14.018,3.48,-0.65,-3.22,4.79
14.028,3.83,0.49,-2.73,4.73
14.038,4.10,1.61,-2.41,5.02
14.048,3.79,2.36,-2.12,4.94
14.058,3.28,2.76,-2.31,4.87
14.068,3.08,2.87,-2.99,5.17
14.078,2.78,2.88,-3.49,5.31
14.088,2.28,2.63,-3.37,4.84
14.098,2.37,1.82,-3.10,4.31
14.108,2.79,0.83,-2.69,3.97
14.118,3.27,0.28,-2.29,4.00
14.128,3.52,0.27,-1.47,3.82
14.138,3.03,0.21,-0.83,3.15
14.148,2.41,-0.13,-0.82,2.55
14.158,1.45,-0.74,-0.89,1.85
14.168,0.14,-1.28,-0.34,1.33
14.178,-1.17,-1.51,0.82,2.08
14.188,-2.36,-1.70,1.84,3.44
14.198,-3.43,-2.15,2.57,4.80
14.208,-4.69,-2.49,3.52,6.37
14.218,-5.99,-1.77,4.15,7.49
14.228,-7.37,0.47,4.14,8.47
14.238,-8.23,4.07,3.74,9.91
14.248,-7.51,7.83,2.99,11.26
14.258,-5.37,10.29,3.13,12.02
14.269,-2.61,11.20,3.73,12.10
14.279,-0.12,10.72,4.06,11.46
14.288,1.44,9.01,4.69,10.26
14.298,2.73,6.46,5.05,8.64
14.308,4.14,3.60,4.55,7.13
14.318,5.27,0.79,3.95,6.63
14.328,5.57,-2.68,2.48,6.66
14.338,5.63,-6.62,0.84,8.73
14.348,5.26,-5.60,-0.48,7.69
14.358,5.05,-5.48,-2.38,7.82
14.368,4.54,-6.52,-2.34,8.28
14.378,3.88,-6.58,-2.18,7.95
14.388,3.11,-6.49,-1.96,7.46
14.398,2.12,-6.32,-1.39,6.81
14.408,1.14,-6.33,-0.84,6.49
14.418,0.33,-6.46,-0.32,6.47
14.428,-0.19,-6.18,0.18,6.18
14.438,-0.50,-5.41,0.78,5.49
14.448,-0.74,-4.31,1.29,4.56
14.458,-1.10,-3.27,1.46,3.75
14.468,-1.57,-2.32,1.44,3.16
14.478,-1.83,-1.50,1.33,2.71
14.488,-1.83,-0.88,1.28,2.40
14.498,-1.43,-0.74,1.40,2.14
14.508,-0.75,-1.08,1.51,2.00
14.518,-0.05,-1.75,1.29,2.17
14.528,0.52,-1.95,0.69,2.13
14.538,0.71,-0.57,0.16,0.93
14.548,0.93,1.26,-0.50,1.64
14.558,1.48,3.31,-1.25,3.83
14.568,2.11,7.20,-2.52,7.92
14.577,3.65,10.39,-4.16,11.77
14.587,3.78,8.98,-5.13,11.01
14.597,2.08,6.01,-5.34,8.30
14.607,0.53,3.21,-4.94,5.91
14.618,0.14,0.84,-4.65,4.73
14.628,1.02,-0.17,-4.28,4.41
14.637,1.95,-0.12,-3.56,4.06
14.647,1.95,0.05,-2.54,3.20
14.657,1.31,0.26,-1.25,1.83
14.668,0.25,1.46,0.14,1.49
14.677,-1.06,5.51,1.37,5.77
14.688,-2.35,10.82,1.25,11.14
14.698,-2.53,13.65,-0.12,13.88
14.708,-3.87,11.73,2.00,12.51
14.717,-4.79,6.90,4.37,9.47
14.727,-4.51,1.90,5.59,7.43
14.737,-3.32,-1.12,6.38,7.27
14.747,-2.45,-2.50,6.16,7.08
14.757,-1.74,-2.75,4.77,5.77
14.767,-0.73,-2.60,2.88,3.95
14.777,0.06,-2.29,1.37,2.67
14.787,0.17,-2.47,0.09,2.48
14.797,-0.88,-2.48,-0.33,2.65
14.807,-2.85,-2.00,-0.16,3.49
14.817,-4.58,-1.38,-0.21,4.79
14.827,-4.97,-1.44,-0.33,5.19
14.837,-4.11,-1.77,0.04,4.47
14.847,-3.09,-1.92,0.51,3.68
14.857,-2.67,-2.42,0.59,3.65
14.867,-2.57,-3.06,0.49,4.02
14.877,-2.27,-3.58,0.50,4.27
14.887,-1.73,-4.37,-0.09,4.70
14.897,-1.35,-5.61,-0.71,5.82
14.907,-1.45,-6.49,-0.88,6.71
14.917,-1.90,-6.22,-0.99,6.58
14.927,-2.24,-5.07,-1.19,5.67
14.937,-2.44,-3.25,-1.30,4.26
14.947,-2.37,-1.30,-0.90,2.84
14.957,-2.14,0.37,-0.02,2.17
14.967,-1.76,1.74,1.14,2.73
14.977,-1.75,2.47,1.43,3.35
14.987,-1.86,3.14,0.25,3.66
14.997,-1.10,3.38,-0.78,3.64
15.007,-0.30,2.66,-1.35,3.00
15.017,0.16,1.48,-1.75,2.30
15.027,0.25,0.51,-1.80,1.88
15.037,0.30,0.11,-2.10,2.13
15.047,0.34,0.04,-2.81,2.83
15.057,0.58,-0.01,-3.75,3.79
15.067,1.04,-0.40,-4.33,4.47
15.077,1.61,-1.10,-4.46,4.86
15.087,2.13,-1.57,-4.36,5.10
15.097,2.40,-1.66,-4.12,5.05
15.107,2.69,-1.10,-3.78,4.77
15.117,3.38,-0.08,-3.20,4.65
15.127,4.04,0.78,-2.54,4.83
15.137,4.02,1.36,-2.48,4.91
15.146,3.92,1.53,-3.08,5.22
15.157,3.88,1.47,-3.76,5.61
15.167,3.46,1.73,-3.76,5.40
15.177,3.01,1.68,-3.43,4.86
15.187,3.22,0.70,-3.22,4.60
15.196,3.46,-0.14,-3.05,4.62
15.206,3.79,-0.01,-2.65,4.63
15.217,3.62,0.30,-1.98,4.14
15.226,2.99,-0.02,-1.62,3.40
15.237,2.12,-0.78,-1.34,2.63
15.246,0.93,-1.38,-0.58,1.77
15.257,-0.47,-1.42,0.64,1.63
15.267,-1.72,-0.83,1.49,2.43
15.277,-2.78,-0.50,2.05,3.49
15.287,-4.18,-0.64,3.04,5.21
15.296,-5.76,-0.51,3.97,7.01
15.307,-6.97,1.02,4.60,8.42
15.317,-7.81,4.33,5.27,10.36
15.326,-7.42,8.14,4.61,11.94
15.337,-5.71,10.65,3.71,12.64
15.348,-3.40,11.73,3.97,12.84
15.357,-0.87,11.39,4.33,12.22
15.366,1.10,9.77,4.77,10.93
15.376,2.77,7.15,5.10,9.21
15.386,4.30,4.10,4.81,7.64
15.396,4.83,1.55,3.99,6.46
15.406,5.10,-2.05,2.41,6.00
15.416,5.01,-5.82,1.01,7.75
15.426,3.96,-4.48,0.44,6.00
15.436,3.97,-5.77,-2.11,7.32
15.446,3.81,-6.69,-1.84,7.91
15.456,3.04,-7.11,-2.10,8.01
15.466,2.06,-7.14,-2.15,7.74
15.476,1.15,-6.59,-1.81,6.93
15.486,0.57,-6.30,-1.24,6.45
15.496,-0.14,-6.06,-0.63,6.09
15.506,-0.85,-5.92,-0.12,5.98
15.516,-1.29,-5.56,0.50,5.73
15.526,-1.42,-4.85,1.13,5.17
15.536,-1.16,-4.02,1.51,4.45
15.546,-0.62,-3.45,1.75,3.92
15.556,-0.28,-2.89,1.78,3.41
15.566,-0.13,-2.28,1.58,2.77
15.576,0.08,-1.66,1.59,2.30
15.586,0.59,-1.40,1.84,2.38
15.596,1.11,-1.55,1.76,2.59
15.606,1.03,-1.14,1.29,2.01
15.616,0.61,0.44,0.72,1.04
15.626,0.35,2.47,-0.13,2.50
15.636,0.28,4.49,-1.46,4.73
15.646,0.68,7.19,-2.77,7.74
15.656,2.45,9.03,-4.04,10.19
15.666,3.29,6.96,-4.63,8.98
15.676,2.15,4.48,-4.64,6.80
15.686,0.87,2.84,-4.00,4.98
15.696,0.69,1.31,-3.26,3.58
15.706,1.44,0.18,-2.79,3.14
15.716,2.19,0.01,-2.03,2.98
15.726,2.15,-0.01,-1.04,2.39
15.736,1.27,0.46,0.01,1.35
15.746,-0.09,2.46,0.84,2.60
15.756,-1.76,6.99,1.44,7.35
15.766,-2.85,12.42,0.76,12.77
15.777,-3.52,14.15,-0.72,14.60
15.786,-5.18,11.37,1.22,12.55
15.795,-5.34,5.76,3.33,8.53
15.806,-4.59,0.39,4.49,6.43
15.816,-3.13,-3.01,5.48,6.99
15.825,-1.94,-4.51,5.73,7.54
15.836,-1.46,-3.89,5.03,6.53
15.846,-0.82,-2.85,3.26,4.41
15.856,0.03,-2.35,1.51,2.79
15.866,0.58,-2.08,0.21,2.17
15.876,0.44,-1.93,-0.47,2.03
15.886,-1.24,-1.56,-0.32,2.02
15.895,-3.77,-1.15,0.07,3.95
15.906,-5.26,-0.51,0.33,5.30
15.916,-5.21,-0.37,0.61,5.26
15.926,-4.20,-0.40,0.84,4.30
15.936,-3.00,-0.81,0.96,3.26
15.945,-2.26,-1.25,1.14,2.82
15.955,-1.86,-1.91,1.05,2.87
15.965,-1.48,-3.06,0.13,3.41
15.975,-1.22,-4.43,-0.85,4.67
15.985,-1.20,-5.40,-1.36,5.70
15.995,-1.51,-5.69,-1.55,6.08
16.005,-1.80,-5.03,-1.61,5.58
16.015,-2.05,-3.88,-1.46,4.63
16.025,-2.40,-2.50,-0.93,3.59
16.035,-2.60,-1.11,-0.24,2.84
16.045,-2.66,0.09,0.60,2.73
16.055,-2.46,0.94,1.33,2.96
16.065,-2.02,1.61,1.60,3.03
16.075,-1.75,2.06,1.18,2.95
16.085,-1.49,2.30,0.22,2.75
16.095,-1.02,1.90,-0.96,2.36
16.105,-0.59,0.93,-2.00,2.29
16.115,-0.17,-0.10,-2.84,2.85
16.125,0.20,-0.63,-3.63,3.69
16.135,0.61,-0.87,-4.45,4.58
16.145,1.22,-1.04,-5.08,5.32
16.155,1.74,-1.19,-5.19,5.60
16.165,2.18,-1.31,-4.87,5.49
16.175,2.72,-1.21,-4.44,5.34
16.185,3.35,-0.65,-3.66,5.00
16.195,3.68,0.26,-2.81,4.64
16.205,4.07,1.13,-2.40,4.86
16.215,4.21,1.66,-1.98,4.94
16.225,4.16,1.88,-1.91,4.95
16.235,4.12,1.61,-2.47,5.06
16.245,3.78,1.55,-3.49,5.37
16.255,3.21,1.74,-4.30,5.64
16.265,2.64,1.84,-4.34,5.40
16.275,2.52,1.37,-4.09,5.00
16.285,2.76,0.42,-3.89,4.79
16.295,2.61,-0.03,-3.17,4.11
16.305,2.67,0.26,-1.96,3.32
16.315,2.76,0.39,-1.11,3.00
16.325,2.38,-0.22,-0.80,2.52
16.335,1.53,-1.09,-0.52,1.95
16.345,0.35,-1.88,0.05,1.92
16.355,-0.65,-2.31,0.89,2.56
16.365,-1.50,-2.18,1.82,3.21
16.375,-2.33,-2.16,2.82,4.25
16.385,-3.34,-2.35,4.29,5.92
16.395,-4.43,-1.33,5.17,6.93
16.405,-5.97,1.61,4.42,7.60
16.415,-7.64,5.50,3.16,9.93
16.425,-8.24,8.51,2.55,12.12
16.435,-6.14,10.67,2.59,12.58
16.446,-2.39,11.49,2.82,12.07
16.455,0.95,10.54,3.27,11.07
16.465,3.02,8.45,4.04,9.84
16.475,4.40,6.57,4.63,9.16
16.484,5.71,4.50,4.53,8.57
16.495,6.40,1.74,4.24,7.88
16.505,6.13,-2.26,2.38,6.95
16.515,4.92,-6.25,0.84,8.00
16.525,3.37,-4.76,-0.40,5.85
16.535,3.28,-5.13,-2.26,6.49
16.545,3.33,-6.07,-2.07,7.23
16.555,3.14,-6.21,-1.87,7.21
16.565,2.34,-5.30,-1.47,5.98
16.574,1.15,-5.38,-1.66,5.74
16.584,0.11,-5.90,-1.35,6.05
16.594,-0.56,-6.12,-0.64,6.18
16.604,-0.89,-5.79,0.02,5.86
16.614,-0.86,-5.02,0.64,5.13
16.625,-0.66,-4.15,1.17,4.36
16.634,-0.62,-3.49,1.30,3.77
16.644,-0.74,-3.11,1.24,3.43
16.654,-0.88,-2.93,1.13,3.26
16.664,-0.77,-2.88,1.17,3.20
16.674,-0.40,-3.02,1.46,3.38
16.684,-0.03,-3.07,1.72,3.52
16.694,0.12,-2.73,1.50,3.11
16.704,0.12,-1.37,1.07,1.74
16.714,0.02,0.75,0.51,0.90
16.724,0.03,2.90,-0.21,2.91
16.734,0.50,5.75,-1.18,5.89
16.744,1.64,9.37,-2.85,9.93
16.754,3.07,10.30,-4.55,11.67
16.764,2.90,7.45,-5.21,9.54
16.774,1.45,3.95,-5.18,6.68
16.784,0.65,1.31,-4.93,5.14
16.794,1.05,-0.18,-4.85,4.96
16.804,2.07,-0.52,-4.21,4.72
16.814,2.64,-0.44,-3.01,4.03
16.824,2.20,-0.23,-1.69,2.78
16.834,1.16,0.09,-0.08,1.17
16.844,-0.10,1.59,1.56,2.23
16.854,-1.90,6.03,2.52,6.80
16.864,-4.34,11.92,0.96,12.72
16.875,-4.78,15.47,-1.63,16.28
16.884,-4.95,12.44,1.68,13.49
16.894,-4.72,5.85,4.37,8.70
16.904,-3.95,0.26,5.44,6.73
16.914,-2.79,-2.60,6.28,7.35
16.924,-2.00,-3.60,5.73,7.05
16.934,-1.25,-3.49,3.95,5.42
16.944,0.01,-3.24,2.01,3.81
16.954,1.02,-2.85,0.63,3.10
16.964,0.97,-2.55,-0.58,2.79
16.974,-0.23,-1.86,-1.02,2.13
16.984,-2.30,-0.85,-0.63,2.54
16.994,-4.17,-0.30,-0.19,4.19
17.004,-4.78,0.06,0.11,4.78
17.014,-4.14,-0.03,0.17,4.14
17.024,-3.09,-0.01,0.68,3.16
17.034,-2.25,-0.19,1.16,2.54
17.044,-1.82,-1.21,1.27,2.53
17.054,-1.74,-2.56,0.87,3.21
17.064,-1.49,-4.11,-0.01,4.37
17.074,-1.42,-5.59,-0.77,5.82
17.084,-1.59,-6.39,-1.22,6.70
17.094,-1.80,-6.09,-1.48,6.52
17.103,-1.97,-5.05,-1.63,5.66
17.114,-2.13,-3.30,-1.46,4.19
17.124,-2.10,-1.55,-0.95,2.77
17.134,-1.83,-0.41,-0.24,1.89
17.144,-1.50,0.52,0.72,1.74
17.154,-1.03,1.14,1.24,1.97
17.164,-0.86,1.73,0.94,2.15
17.174,-0.96,2.17,-0.06,2.37
17.184,-1.00,2.06,-0.99,2.50
17.193,-0.99,1.51,-1.69,2.47
17.203,-0.87,0.73,-2.24,2.51
17.213,-0.66,0.24,-2.45,2.55
17.224,-0.24,-0.08,-2.83,2.85
17.233,0.22,-0.39,-3.51,3.53
17.243,0.62,-0.93,-3.96,4.12
17.253,1.01,-1.38,-4.17,4.51
17.263,1.29,-1.70,-4.25,4.76
17.273,1.56,-1.76,-4.33,4.93
17.283,2.14,-1.26,-4.18,4.87
17.293,3.13,-0.54,-3.55,4.76
17.303,4.16,-0.01,-2.67,4.94
17.313,4.62,0.38,-2.08,5.08
17.323,4.49,0.49,-2.32,5.08
17.333,4.24,0.73,-3.03,5.26
17.343,3.47,1.37,-3.19,4.91
17.353,2.78,1.39,-3.06,4.36
17.363,3.05,0.46,-3.19,4.44
17.373,3.37,-0.14,-3.34,4.74
17.383,3.57,0.00,-2.90,4.60
17.393,3.15,0.13,-1.98,3.72
17.403,2.48,-0.52,-1.55,2.97
17.413,1.61,-1.34,-1.07,2.35
17.423,0.17,-1.74,0.05,1.75
17.433,-0.99,-1.13,1.29,1.98
17.443,-2.01,-0.27,1.77,2.69
17.453,-3.37,-0.04,2.31,4.08
17.463,-5.21,0.06,3.51,6.29
17.473,-6.99,0.69,4.50,8.34
17.483,-8.14,2.86,5.33,10.15
17.493,-8.49,6.59,5.46,12.05
17.503,-7.34,10.17,4.16,13.22
17.513,-5.19,12.17,3.48,13.68
17.524,-2.53,12.85,3.86,13.66
17.533,0.17,11.71,4.48,12.54
17.543,2.18,9.33,5.04,10.83
17.553,3.77,6.60,5.08,9.15
17.563,5.23,3.71,4.29,7.71
17.573,6.04,0.51,3.00,6.77
17.583,6.57,-4.66,1.13,8.14
17.593,5.07,-5.67,1.19,7.70
17.603,4.66,-5.54,-1.29,7.36
17.613,4.64,-7.19,-1.91,8.76
17.623,3.77,-7.43,-1.57,8.48
17.633,3.07,-7.06,-1.61,7.86
17.643,2.23,-6.95,-1.48,7.45
17.653,1.01,-6.70,-1.06,6.86
17.663,0.14,-6.69,-0.40,6.71
17.673,-0.50,-6.67,0.26,6.70
17.683,-0.94,-6.21,0.72,6.32
17.693,-1.01,-5.38,1.16,5.60
17.703,-0.78,-4.16,1.49,4.49
17.713,-0.41,-3.16,1.42,3.49
17.723,-0.15,-2.51,1.21,2.79
17.733,-0.27,-1.89,0.96,2.14
17.743,-0.48,-1.05,1.00,1.53
17.753,-0.35,-0.42,1.32,1.43
17.763,-0.10,-0.12,1.40,1.41
17.773,-0.06,0.19,1.16,1.18
17.783,-0.17,1.13,0.94,1.48
17.793,-0.01,2.66,0.85,2.79
17.803,0.60,3.63,0.01,3.68
17.813,1.29,5.53,-1.46,5.87
17.823,2.92,8.02,-3.26,9.14
17.833,4.63,7.64,-4.81,10.14
17.843,4.31,4.95,-4.92,8.20
17.852,2.63,2.59,-4.48,5.81
17.863,1.48,0.94,-4.02,4.38
17.872,1.19,-0.72,-3.67,3.92
17.883,1.16,-1.51,-2.80,3.38
17.892,0.93,-1.43,-1.61,2.34
17.902,0.19,-0.50,-0.50,0.73
17.912,-1.03,2.75,0.58,2.99
17.922,-2.42,8.22,1.58,8.72
17.932,-2.94,14.09,0.88,14.42
17.944,-3.09,15.73,0.02,16.03
17.952,-4.42,12.02,1.74,12.93
17.962,-4.76,5.76,3.38,8.20
17.972,-3.83,0.13,4.19,5.68
17.982,-2.16,-3.54,4.99,6.50
17.992,-0.56,-5.19,5.03,7.25
18.002,0.19,-4.66,4.42,6.43
18.012,0.61,-3.23,2.88,4.37
18.022,0.91,-2.09,1.24,2.59
18.032,1.03,-1.58,-0.08,1.89
18.042,0.59,-1.43,-0.78,1.73
18.052,-1.22,-1.18,-0.90,1.92
18.062,-3.99,-0.64,-1.11,4.19
18.072,-5.88,-0.51,-1.15,6.02
18.082,-6.27,-1.00,-0.60,6.38
18.092,-5.42,-1.16,0.12,5.54
18.102,-3.95,-1.56,0.87,4.33
18.112,-2.60,-2.13,1.52,3.69
18.122,-1.91,-2.88,1.66,3.83
18.132,-1.27,-4.08,0.73,4.34
18.142,-0.81,-5.22,-0.19,5.28
18.152,-0.69,-5.68,-0.59,5.75
18.162,-0.75,-5.22,-0.71,5.32
18.172,-1.09,-3.96,-0.78,4.18
18.182,-1.57,-2.18,-0.57,2.74
18.192,-1.84,-0.18,-0.26,1.87
18.202,-1.96,1.58,0.00,2.52
18.212,-1.94,2.43,0.21,3.11
18.222,-1.67,2.33,0.39,2.90
18.232,-1.58,1.86,0.33,2.46
18.242,-1.63,1.64,-0.22,2.32
18.252,-1.55,1.24,-0.82,2.15
18.262,-1.57,0.23,-1.36,2.08
18.272,-1.70,-0.80,-1.68,2.52
18.282,-1.50,-1.32,-2.12,2.91
18.292,-0.99,-1.59,-2.86,3.42
18.302,-0.25,-1.36,-3.62,3.88
18.312,0.52,-1.21,-3.99,4.20
18.322,1.23,-1.15,-3.99,4.33
18.332,1.71,-1.26,-3.86,4.40
18.342,1.88,-1.25,-3.70,4.33
18.352,2.15,-0.83,-3.61,4.28
18.362,2.51,-0.12,-3.18,4.05
18.372,3.02,0.64,-2.72,4.11
18.382,3.41,1.19,-2.59,4.45
18.392,3.75,1.42,-2.90,4.94
18.402,3.90,1.47,-3.29,5.31
18.412,3.67,1.54,-3.38,5.22
18.422,3.00,1.48,-2.98,4.48
18.431,2.75,0.67,-2.66,3.88
18.442,2.83,-0.32,-2.23,3.62
18.451,3.13,-0.48,-1.76,3.63
18.462,3.38,0.28,-1.12,3.57
18.472,2.98,0.60,-0.92,3.18
18.481,2.47,0.21,-1.20,2.75
18.491,1.52,-0.30,-1.16,1.93
18.501,0.05,-0.67,-0.75,1.01
18.511,-1.28,-0.67,-0.28,1.47
18.521,-2.81,-0.54,0.69,2.94
18.531,-4.33,-0.39,2.32,4.93
18.541,-5.47,-0.04,3.63,6.57
18.551,-5.74,0.47,4.32,7.20
18.561,-5.37,1.55,4.71,7.31
18.571,-5.06,3.07,4.87,7.66
18.581,-4.39,5.13,3.98,7.84
18.591,-3.20,6.91,2.68,8.07
18.601,-1.99,8.04,2.16,8.56
18.611,-1.11,9.33,2.88,9.83
18.622,0.17,10.04,4.16,10.87
18.631,1.92,9.42,4.54,10.63
18.641,3.39,6.82,4.08,8.64
18.651,4.52,2.98,3.08,6.23
18.661,5.35,-2.21,1.15,5.90
18.671,4.82,-6.00,0.68,7.72
18.681,3.86,-6.00,-0.19,7.14
18.691,4.85,-7.75,-1.91,9.34
18.701,4.54,-8.18,-1.23,9.44
18.711,3.36,-7.26,-0.89,8.05
18.721,2.33,-6.28,-0.35,6.71
18.731,1.18,-5.60,0.23,5.73
18.741,0.24,-5.24,0.59,5.28
18.751,-0.40,-4.72,0.96,4.83
18.761,-0.74,-4.13,1.20,4.36
18.771,-0.86,-3.33,1.37,3.70
18.781,-0.83,-2.56,1.52,3.09
18.791,-0.97,-2.01,1.46,2.67
18.801,-1.36,-1.53,1.24,2.39
18.811,-1.87,-0.96,1.13,2.38
18.821,-2.17,-0.50,1.23,2.55
18.831,-2.15,-0.43,1.34,2.58
18.841,-1.90,-0.72,1.12,2.32
18.851,-1.67,-0.88,0.78,2.04
18.861,-1.30,-0.56,0.45,1.49
18.871,-0.54,0.01,0.18,0.57
18.881,0.47,1.62,0.07,1.68
18.891,1.62,2.86,-0.92,3.41
18.901,2.32,4.71,-2.15,5.68
18.911,3.27,5.54,-3.06,7.12
18.921,3.70,4.71,-3.18,6.78
18.931,2.80,2.98,-3.07,5.11
18.941,1.56,1.97,-2.91,3.85
18.951,1.18,0.98,-2.91,3.29
18.961,1.72,-0.18,-3.25,3.68
18.971,2.47,-0.73,-3.43,4.29
18.981,2.84,-0.64,-3.25,4.37
18.991,2.93,-0.11,-2.29,3.72
19.001,2.84,0.44,-1.06,3.06
19.011,2.20,1.90,0.29,2.92
19.021,1.10,4.81,1.44,5.14
19.031,-0.45,7.73,1.41,7.87
19.040,-1.95,11.16,-0.56,11.34
19.052,-4.16,12.32,-0.93,13.04
19.061,-4.85,9.82,2.05,11.14
19.071,-5.24,5.19,4.72,8.76
19.081,-4.63,1.35,5.80,7.54
19.091,-3.35,-1.28,5.56,6.62
19.100,-2.38,-2.68,4.44,5.71
19.111,-1.85,-3.32,2.99,4.83
19.121,-1.31,-3.50,1.74,4.12
19.130,-1.03,-3.61,0.92,3.87
19.141,-1.60,-3.60,0.88,4.03
19.150,-3.05,-2.72,0.87,4.18
19.161,-4.42,-1.66,0.31,4.73
19.171,-4.66,-0.90,-0.22,4.75
19.181,-3.52,-0.54,-0.13,3.56
19.190,-2.18,-0.26,0.31,2.21
19.200,-1.52,-0.13,0.56,1.63
19.210,-1.30,-0.40,0.68,1.52
19.220,-1.14,-1.20,0.25,1.68
19.230,-0.87,-2.12,-0.56,2.36
19.240,-0.43,-3.25,-1.22,3.50
19.250,-0.44,-4.19,-1.53,4.48
19.260,-0.64,-4.85,-1.74,5.19
19.270,-0.86,-4.74,-1.73,5.12
19.280,-1.26,-3.83,-1.05,4.17
19.290,-1.59,-1.93,-0.06,2.50
19.300,-1.70,0.63,1.00,2.07
19.310,-1.92,2.51,1.78,3.63
19.320,-2.18,2.83,1.10,3.74
19.330,-2.21,2.07,-0.29,3.04
19.340,-1.72,0.92,-0.97,2.18
19.350,-1.34,0.01,-0.80,1.56
19.360,-1.41,-0.75,-0.54,1.69
19.370,-1.13,-1.76,-1.33,2.48
