time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.002813,0.695,0.3114,-2.5378,2.65
3.011327,1.189,0.5665,-2.7447,3.044
3.015732,2.7811,-0.7819,3.1657,4.286
3.019715,3.8564,-0.709,3.8111,5.468
3.023992,3.2779,-0.1067,4.2253,5.349
3.028132,2.2222,0.1934,3.55,4.193
3.032531,1.0631,0.3026,1.6613,1.995
3.041103,-0.1458,0.364,-0.2527,0.467
3.044965,-1.4867,0.3488,-1.1878,1.935
3.048801,-2.8376,0.1711,-0.9282,2.99
3.055228,-3.7562,-0.13,0.0737,3.759
3.057181,-4.0988,-0.1742,0.4823,4.131
3.066277,-4.1979,0.1284,0.2058,4.205
3.070769,-3.9113,0.5578,0.248,3.959
3.074583,-2.8426,0.5977,0.3826,2.93
3.078902,-1.8387,0.3199,-3.0513,3.577
3.083033,-0.4415,0.0104,-3.0845,3.116
3.087335,1.0907,-0.2683,-2.1822,2.454
3.095655,2.8704,0.0135,0.5353,2.92
3.099815,2.9573,0.2067,0.7241,3.052
3.104668,2.3599,0.1171,0.8454,2.51
3.108211,1.5553,0.081,-0.5679,1.658
3.112738,0.6766,0.0783,-0.8045,1.054
3.121766,0.4927,0.1151,-0.8908,1.025
3.125137,0.7035,-0.0904,-1.6552,1.801
3.128918,0.8784,0.1813,-3.0182,3.149
3.1331,1.3843,0.8141,-2.3681,2.861
3.138436,2.2986,0.6129,0.052,2.379
3.146403,2.4574,-0.2092,2.0741,3.223
3.150586,1.9263,-0.2932,2.1451,2.898
3.156398,1.0496,0.1389,1.3768,1.737
3.160482,0.0852,0.5682,2.1026,2.18
3.16393,-0.7466,0.4638,1.3662,1.625
3.167349,-1.3788,0.0085,0.6514,1.525
3.176128,-2.0319,-0.3495,-0.2504,2.077
3.180158,-2.7005,-0.4838,-1.5483,3.15
3.184265,-3.404,-0.4323,-3.0258,4.575
3.188411,-4.0235,-0.3055,-3.9818,5.669
3.192785,-4.079,0.0389,-3.6028,5.442
