time,gFx,gFy,gFz,TgF
0.004427,0.5294,-0.0132,0.8551,1.006
0.004572,0.5269,-0.0283,0.8717,1.019
0.004667,0.5240,-0.0293,0.8751,1.020
0.004757,0.5206,-0.0298,0.8761,1.019
0.005130,0.5181,-0.0293,0.8770,1.019
0.008188,0.5167,-0.0278,0.8790,1.020
0.008818,0.5181,-0.0239,0.8770,1.019
0.011448,0.5206,-0.0210,0.8780,1.021
0.014078,0.5235,-0.0161,0.8746,1.019
0.016222,0.5274,-0.0117,0.8722,1.019
0.017607,0.5313,-0.0068,0.8692,1.019
0.019577,0.5352,-0.0015,0.8663,1.018
0.021743,0.5367,0.0034,0.8619,1.015
0.023799,0.5352,0.0059,0.8585,1.012
0.025952,0.5337,0.0093,0.8556,1.008
0.028026,0.5328,0.0137,0.8512,1.004
0.031581,0.5313,0.0161,0.8477,1.001
0.033145,0.5298,0.0186,0.8438,0.997
0.034635,0.5279,0.0200,0.8390,0.991
0.036473,0.5289,0.0220,0.8365,0.990
0.039291,0.5308,0.0230,0.8350,0.990
0.040733,0.5337,0.0234,0.8336,0.990
0.043240,0.5362,0.0230,0.8292,0.988
0.044890,0.5372,0.0215,0.8267,0.986
0.046827,0.5391,0.0205,0.8258,0.986
0.049015,0.5396,0.0171,0.8258,0.987
0.051063,0.5396,0.0132,0.8263,0.987
0.053132,0.5391,0.0088,0.8263,0.987
0.055757,0.5377,0.0049,0.8263,0.986
0.057508,0.5367,0.0005,0.8272,0.986
0.060354,0.5347,-0.0049,0.8302,0.987
0.062245,0.5328,-0.0088,0.8341,0.990
0.066479,0.5313,-0.0127,0.8385,0.993
0.066780,0.5318,-0.0151,0.8438,0.998
0.068288,0.5333,-0.0190,0.8468,1.001
0.071298,0.5347,-0.0210,0.8497,1.004
0.073125,0.5352,-0.0220,0.8531,1.007
0.074534,0.5357,-0.0225,0.8575,1.011
0.076930,0.5367,-0.0230,0.8585,1.013
0.079210,0.5352,-0.0234,0.8590,1.012
0.081014,0.5333,-0.0220,0.8624,1.014
0.083257,0.5318,-0.0205,0.8624,1.013
0.085023,0.5303,-0.0181,0.8609,1.011
0.086741,0.5298,-0.0151,0.8624,1.012
0.090899,0.5274,-0.0127,0.8629,1.011
0.091622,0.5259,-0.0088,0.8624,1.010
0.094025,0.5250,-0.0054,0.8614,1.009
0.096154,0.5250,-0.0024,0.8619,1.009
0.097853,0.5245,0.0005,0.8629,1.010
0.100004,0.5250,0.0024,0.8624,1.010
0.102189,0.5240,0.0029,0.8634,1.010
0.104498,0.5250,0.0049,0.8619,1.009
0.106256,0.5254,0.0054,0.8629,1.010
0.108566,0.5264,0.0063,0.8619,1.010
0.110839,0.5269,0.0073,0.8595,1.008
0.113249,0.5279,0.0088,0.8570,1.007
0.114752,0.5284,0.0103,0.8536,1.004
0.116743,0.5284,0.0122,0.8512,1.002
0.119112,0.5294,0.0127,0.8473,0.999
0.121417,0.5313,0.0137,0.8433,0.997
0.123211,0.5318,0.0137,0.8394,0.994
0.125325,0.5333,0.0146,0.8360,0.992
0.127258,0.5323,0.0151,0.8331,0.989
0.129789,0.5313,0.0156,0.8297,0.985
0.131277,0.5323,0.0151,0.8258,0.983
0.133527,0.5313,0.0146,0.8233,0.980
0.135418,0.5303,0.0132,0.8214,0.978
0.138185,0.5284,0.0122,0.8199,0.975
0.140019,0.5279,0.0112,0.8194,0.975
0.142407,0.5259,0.0103,0.8219,0.976
0.144173,0.5269,0.0088,0.8243,0.978
0.146958,0.5269,0.0029,0.8258,0.980
0.149207,0.5250,-0.0107,0.8238,0.977
0.151298,0.5206,-0.0249,0.8258,0.976
0.152564,0.5176,-0.0303,0.8321,0.980
0.155488,0.5157,-0.0278,0.8404,0.986
0.158016,0.5137,-0.0244,0.8429,0.987
0.158879,0.5113,-0.0190,0.8453,0.988
0.160985,0.5103,-0.0137,0.8463,0.988
0.163547,0.5108,-0.0078,0.8482,0.990
0.166144,0.5118,-0.0015,0.8497,0.992
0.167417,0.5127,0.0039,0.8531,0.995
0.169281,0.5162,0.0078,0.8551,0.999
0.175789,0.5206,0.0098,0.8541,1.000
0.176084,0.5264,0.0103,0.8516,1.001
0.176214,0.5337,0.0127,0.8487,1.003
0.177723,0.5406,0.0146,0.8453,1.003
0.180190,0.5460,0.0171,0.8443,1.006
0.182345,0.5489,0.0220,0.8419,1.005
0.184923,0.5513,0.0264,0.8390,1.004
0.186533,0.5538,0.0308,0.8360,1.003
0.188957,0.5543,0.0337,0.8341,1.002
0.190465,0.5533,0.0361,0.8350,1.002
0.192767,0.5528,0.0386,0.8350,1.002
0.194633,0.5538,0.0376,0.8341,1.002
0.197009,0.5552,0.0386,0.8326,1.001
0.200037,0.5562,0.0386,0.8336,1.003
0.200977,0.5582,0.0371,0.8346,1.005
0.203188,0.5582,0.0313,0.8341,1.004
0.206031,0.5547,0.0210,0.8326,1.001
0.207037,0.5533,0.0117,0.8355,1.002
0.209085,0.5533,0.0093,0.8390,1.005
0.211294,0.5528,0.0078,0.8419,1.007
0.214472,0.5499,0.0063,0.8394,1.004
0.217421,0.5445,0.0029,0.8390,1.000
0.217736,0.5377,0.0010,0.8424,0.999
0.220022,0.5313,-0.0015,0.8453,0.998
0.222332,0.5254,-0.0044,0.8482,0.998
0.224229,0.5225,-0.0059,0.8507,0.998
0.226217,0.5225,-0.0068,0.8556,1.003
0.228291,0.5240,-0.0059,0.8590,1.006
0.232746,0.5274,-0.0044,0.8619,1.010
0.233447,0.5294,-0.0049,0.8658,1.015
0.234649,0.5303,-0.0059,0.8668,1.016
0.236717,0.5328,-0.0049,0.8712,1.021
0.239829,0.5362,-0.0029,0.8770,1.028
0.241603,0.5367,-0.0020,0.8809,1.032
0.243091,0.5357,-0.0010,0.8834,1.033
0.245211,0.5347,0.0015,0.8849,1.034
0.247474,0.5308,0.0029,0.8849,1.032
0.249111,0.5274,0.0034,0.8829,1.028
0.251513,0.5250,0.0044,0.8824,1.027
0.253600,0.5245,0.0068,0.8795,1.024
0.255672,0.5240,0.0083,0.8766,1.021
0.258465,0.5240,0.0103,0.8726,1.018
0.259828,0.5240,0.0127,0.8697,1.015
0.262064,0.5259,0.0161,0.8643,1.012
0.264140,0.5289,0.0195,0.8575,1.008
0.266438,0.5323,0.0220,0.8507,1.004
0.268354,0.5357,0.0254,0.8463,1.002
0.270581,0.5381,0.0269,0.8414,0.999
0.272623,0.5406,0.0273,0.8385,0.998
0.275099,0.5420,0.0283,0.8336,0.995
0.276763,0.5416,0.0273,0.8311,0.992
0.278939,0.5406,0.0264,0.8297,0.991
0.280955,0.5401,0.0244,0.8292,0.990
0.283242,0.5391,0.0210,0.8292,0.989
0.285258,0.5377,0.0176,0.8292,0.988
0.287162,0.5381,0.0146,0.8282,0.988
0.289227,0.5391,0.0117,0.8287,0.989
0.291633,0.5406,0.0093,0.8282,0.989
0.293352,0.5420,0.0068,0.8282,0.990
0.295514,0.5420,0.0039,0.8272,0.989
0.297567,0.5430,0.0015,0.8267,0.989
0.300082,0.5435,-0.0010,0.8277,0.990
0.302048,0.5416,-0.0044,0.8282,0.990
0.304693,0.5396,-0.0063,0.8292,0.989
0.306022,0.5381,-0.0083,0.8321,0.991
0.308858,0.5377,-0.0088,0.8355,0.994
0.310580,0.5381,-0.0093,0.8370,0.995
0.312808,0.5386,-0.0098,0.8390,0.997
0.314719,0.5411,-0.0088,0.8399,0.999
0.316792,0.5435,-0.0063,0.8404,1.001
0.318747,0.5440,-0.0039,0.8404,1.001
0.321834,0.5450,-0.0015,0.8424,1.003
0.323051,0.5469,0.0015,0.8424,1.004
0.325307,0.5479,0.0024,0.8419,1.004
0.327083,0.5469,0.0020,0.8429,1.005
0.329246,0.5425,-0.0029,0.8424,1.002
0.331603,0.5289,-0.0313,0.8341,0.988
0.333652,0.5162,-0.0586,0.8302,0.979
0.335918,0.5113,-0.0430,0.8448,0.988
0.338231,0.5040,-0.0146,0.8629,0.999
0.341667,0.4888,0.0083,0.8780,1.005
0.342116,0.4766,0.0122,0.8702,0.992
0.344479,0.4761,0.0127,0.8770,0.998
0.346714,0.4888,0.0161,0.8980,1.023
0.348489,0.5025,0.0195,0.9102,1.040
0.350606,0.5118,0.0230,0.9093,1.044
0.352795,0.5157,0.0249,0.9059,1.043
0.354961,0.5147,0.0288,0.9073,1.044
0.357003,0.5127,0.0298,0.9137,1.048
0.360478,0.5108,0.0259,0.9137,1.047
0.361294,0.5079,0.0186,0.9054,1.038
0.364610,0.5059,0.0146,0.8966,1.030
0.365377,0.5064,0.0186,0.8927,1.026
0.367271,0.5059,0.0244,0.8907,1.025
0.369410,0.5054,0.0288,0.8868,1.021
0.371634,0.5059,0.0293,0.8775,1.013
0.374749,0.5079,0.0278,0.8707,1.008
0.376692,0.5147,0.0298,0.8643,1.006
0.378204,0.5269,0.0425,0.8604,1.010
0.380132,0.5391,0.0435,0.8619,1.018
0.383094,0.5499,0.0396,0.8678,1.028
0.384260,0.5606,0.0391,0.8702,1.036
0.386356,0.5694,0.0396,0.8668,1.038
0.388553,0.5738,0.0381,0.8604,1.035
0.391980,0.5762,0.0386,0.8580,1.034
0.392970,0.5777,0.0405,0.8629,1.039
0.394725,0.5782,0.0430,0.8697,1.045
0.397043,0.5767,0.0439,0.8726,1.047
0.398979,0.5762,0.0454,0.8726,1.047
0.401216,0.5767,0.0444,0.8912,1.062
0.403228,0.5665,0.0361,0.8800,1.047
0.405793,0.5474,0.0210,0.8053,0.974
0.407191,0.5240,0.0127,0.7462,0.912
0.409402,0.5093,0.0186,0.7330,0.893
0.411848,0.4991,0.0283,0.7364,0.890
0.414009,0.4883,0.0303,0.7105,0.863
0.415922,0.4820,0.0308,0.6788,0.833
0.418020,0.4844,0.0337,0.6690,0.827
0.420022,0.4937,0.0371,0.6700,0.833
0.422553,0.5025,0.0386,0.6690,0.838
0.425101,0.5157,0.0405,0.6783,0.853
0.426331,0.5298,0.0439,0.6959,0.876
0.428448,0.5425,0.0483,0.7130,0.897
0.430630,0.5538,0.0547,0.7345,0.921
0.433253,0.5645,0.0591,0.7579,0.947
0.434910,0.5728,0.0610,0.7838,0.973
0.436877,0.5792,0.0649,0.8023,0.992
0.439399,0.5875,0.0708,0.8214,1.012
0.441640,0.5967,0.0742,0.8429,1.035
0.443348,0.6046,0.0737,0.8663,1.059
0.445418,0.6114,0.0723,0.8897,1.082
0.448454,0.6119,0.0693,0.8849,1.078
0.449227,0.6031,0.0610,0.8590,1.051
0.451404,0.5840,0.0449,0.8390,1.023
0.453583,0.5694,0.0371,0.8424,1.017
0.456043,0.5596,0.0371,0.8609,1.028
0.458466,0.5460,0.0313,0.8707,1.028
0.460260,0.5284,0.0230,0.8673,1.016
0.462258,0.5127,0.0200,0.8609,1.002
0.465564,0.5059,0.0190,0.8595,0.997
0.466755,0.5044,0.0181,0.8634,1.000
0.468654,0.5088,0.0161,0.8697,1.008
0.470728,0.5176,0.0151,0.8751,1.017
0.473069,0.5279,0.0137,0.8795,1.026
0.475695,0.5381,0.0122,0.8819,1.033
0.477064,0.5474,0.0156,0.8819,1.038
0.478998,0.5538,0.0195,0.8814,1.041
0.483930,0.5577,0.0225,0.8819,1.044
0.484114,0.5557,0.0230,0.8814,1.042
0.485483,0.5494,0.0215,0.8805,1.038
0.487144,0.5406,0.0195,0.8785,1.032
0.489427,0.5318,0.0181,0.8780,1.027
0.492144,0.5230,0.0171,0.8766,1.021
0.493786,0.5171,0.0166,0.8746,1.016
0.495931,0.5147,0.0142,0.8702,1.011
0.498119,0.5201,0.0137,0.8692,1.013
0.500127,0.5289,0.0146,0.8722,1.020
0.502330,0.5367,0.0161,0.8766,1.028
0.504358,0.5420,0.0151,0.8766,1.031
0.508682,0.5464,0.0156,0.8761,1.033
0.508899,0.5494,0.0181,0.8761,1.034
0.510841,0.5518,0.0225,0.8775,1.037
0.512772,0.5499,0.0230,0.8766,1.035
0.515440,0.5445,0.0230,0.8756,1.031
0.517080,0.5406,0.0239,0.8731,1.027
0.519476,0.5342,0.0273,0.8702,1.021
0.521402,0.5269,0.0288,0.8673,1.015
0.524130,0.5215,0.0283,0.8639,1.009
0.525857,0.5201,0.0278,0.8629,1.008
0.527462,0.5250,0.0303,0.8624,1.010
0.529602,0.5303,0.0313,0.8609,1.012
0.533891,0.5357,0.0317,0.8600,1.014
0.534479,0.5416,0.0317,0.8614,1.018
0.535952,0.5469,0.0327,0.8629,1.022
0.540127,0.5479,0.0322,0.8648,1.024
0.541316,0.5474,0.0254,0.8702,1.028
0.542464,0.5401,0.0205,0.8619,1.017
0.544578,0.5337,0.0234,0.8204,0.979
0.546502,0.5279,0.0303,0.7916,0.952
0.549517,0.5269,0.0337,0.7857,0.947
0.550851,0.5294,0.0317,0.7818,0.945
0.552877,0.5367,0.0327,0.7730,0.942
0.554960,0.5425,0.0376,0.7637,0.938
0.557972,0.5464,0.0420,0.7603,0.937
0.559347,0.5499,0.0459,0.7579,0.937
0.561696,0.5547,0.0488,0.7618,0.944
0.567103,0.5557,0.0503,0.7667,0.948
0.567652,0.5543,0.0493,0.7711,0.951
0.567884,0.5489,0.0493,0.7779,0.953
0.569821,0.5430,0.0483,0.7872,0.958
0.572782,0.5381,0.0479,0.7989,0.964
0.575309,0.5313,0.0454,0.8092,0.969
0.576198,0.5269,0.0435,0.8209,0.976
0.578218,0.5250,0.0420,0.8316,0.984
0.580566,0.5269,0.0410,0.8438,0.996
0.582833,0.5303,0.0391,0.8541,1.006
0.585170,0.5328,0.0371,0.8639,1.016
0.586702,0.5357,0.0356,0.8692,1.022
0.589481,0.5381,0.0342,0.8717,1.025
0.591308,0.5406,0.0337,0.8741,1.028
0.593168,0.5430,0.0317,0.8766,1.032
0.595784,0.5445,0.0278,0.8761,1.032
0.597395,0.5445,0.0264,0.8697,1.026
0.599615,0.5420,0.0254,0.8683,1.024
0.601562,0.5386,0.0234,0.8717,1.025
0.603652,0.5367,0.0200,0.8780,1.029
0.606125,0.5372,0.0176,0.8844,1.035
0.607880,0.5381,0.0156,0.8829,1.034
0.609775,0.5381,0.0156,0.8809,1.032
0.612389,0.5372,0.0156,0.8805,1.032
0.615036,0.5362,0.0151,0.8868,1.036
0.618166,0.5357,0.0161,0.8893,1.038
0.619106,0.5342,0.0171,0.8780,1.028
0.620416,0.5337,0.0186,0.8653,1.017
0.622859,0.5333,0.0215,0.8619,1.014
0.624840,0.5333,0.0234,0.8595,1.012
0.626723,0.5347,0.0259,0.8516,1.006
0.628951,0.5367,0.0288,0.8443,1.001
0.631579,0.5372,0.0308,0.8360,0.994
0.634277,0.5377,0.0342,0.8277,0.988
0.635549,0.5377,0.0356,0.8219,0.983
0.637390,0.5367,0.0376,0.8150,0.977
0.640348,0.5362,0.0376,0.8087,0.971
0.642181,0.5347,0.0381,0.8023,0.965
0.643779,0.5347,0.0376,0.7974,0.961
0.645899,0.5362,0.0381,0.7970,0.961
0.648121,0.5386,0.0381,0.7984,0.964
0.650695,0.5406,0.0386,0.7984,0.965
0.652460,0.5430,0.0400,0.8018,0.969
0.654783,0.5464,0.0405,0.8082,0.976
0.656557,0.5489,0.0396,0.8165,0.985
0.658635,0.5494,0.0391,0.8228,0.990
0.660727,0.5474,0.0386,0.8282,0.994
0.662723,0.5440,0.0391,0.8331,0.996
0.664876,0.5406,0.0400,0.8385,0.998
0.667069,0.5386,0.0396,0.8463,1.004
0.668913,0.5367,0.0400,0.8531,1.009
0.671174,0.5352,0.0391,0.8575,1.012
0.675931,0.5333,0.0381,0.8585,1.011
0.676484,0.5328,0.0371,0.8609,1.013
0.679963,0.5337,0.0366,0.8648,1.017
0.680166,0.5333,0.0352,0.8663,1.018
0.686259,0.5337,0.0327,0.8634,1.016
0.686532,0.5333,0.0317,0.8604,1.013
0.686644,0.5328,0.0298,0.8585,1.011
0.687930,0.5337,0.0288,0.8590,1.012
0.689691,0.5357,0.0273,0.8575,1.011
0.692128,0.5367,0.0254,0.8570,1.012
0.693956,0.5357,0.0244,0.8560,1.010
0.696265,0.5362,0.0234,0.8551,1.010
0.698651,0.5372,0.0230,0.8541,1.009
0.700798,0.5377,0.0215,0.8546,1.010
0.702667,0.5381,0.0205,0.8541,1.010
0.704722,0.5381,0.0195,0.8546,1.010
0.707800,0.5386,0.0205,0.8526,1.009
0.709212,0.5381,0.0210,0.8492,1.006
0.711255,0.5391,0.0225,0.8468,1.004
0.713221,0.5406,0.0239,0.8429,1.002
0.715906,0.5420,0.0264,0.8409,1.001
0.717609,0.5420,0.0308,0.8350,0.996
0.719537,0.5420,0.0332,0.8292,0.991
0.721725,0.5425,0.0347,0.8272,0.990
0.723732,0.5411,0.0361,0.8243,0.987
0.726268,0.5391,0.0381,0.8209,0.983
0.727686,0.5377,0.0405,0.8189,0.980
0.729836,0.5347,0.0400,0.8209,0.981
0.732706,0.5342,0.0396,0.8243,0.983
0.734414,0.5352,0.0386,0.8297,0.988
0.736512,0.5342,0.0386,0.8355,0.992
0.738472,0.5328,0.0381,0.8385,0.994
0.740668,0.5318,0.0396,0.8409,0.996
0.742961,0.5328,0.0391,0.8448,1.000
0.744912,0.5337,0.0391,0.8487,1.003
0.747142,0.5347,0.0376,0.8507,1.005
0.751606,0.5372,0.0381,0.8512,1.007
0.752196,0.5386,0.0376,0.8487,1.006
0.753397,0.5401,0.0352,0.8502,1.008
0.757944,0.5411,0.0322,0.8502,1.008
0.758220,0.5406,0.0303,0.8516,1.009
0.760895,0.5406,0.0283,0.8556,1.012
0.761615,0.5381,0.0254,0.8556,1.011
0.763900,0.5381,0.0225,0.8526,1.008
0.768540,0.5386,0.0220,0.8526,1.009
0.769315,0.5391,0.0210,0.8512,1.008
0.770615,0.5391,0.0195,0.8492,1.006
0.772470,0.5386,0.0190,0.8473,1.004
0.777361,0.5391,0.0190,0.8502,1.007
0.777729,0.5425,0.0186,0.8560,1.014
0.778755,0.5445,0.0210,0.8614,1.019
0.780630,0.5450,0.0225,0.8604,1.019
0.786842,0.5445,0.0249,0.8575,1.016
0.787036,0.5440,0.0273,0.8560,1.015
0.787112,0.5440,0.0298,0.8541,1.013
0.789404,0.5440,0.0308,0.8531,1.012
0.791342,0.5406,0.0308,0.8482,1.006
0.793260,0.5362,0.0317,0.8419,0.999
0.795181,0.5347,0.0337,0.8350,0.992
0.797733,0.5333,0.0347,0.8287,0.986
0.800021,0.5323,0.0361,0.8248,0.982
0.801835,0.5308,0.0371,0.8219,0.979
0.803866,0.5289,0.0386,0.8180,0.975
0.806937,0.5284,0.0386,0.8140,0.971
0.808183,0.5269,0.0405,0.8140,0.971
0.809893,0.5289,0.0400,0.8189,0.976
0.812256,0.5323,0.0400,0.8253,0.983
0.815597,0.5352,0.0396,0.8302,0.989
0.816565,0.5362,0.0381,0.8336,0.992
0.818674,0.5357,0.0371,0.8409,0.998
0.820536,0.5372,0.0352,0.8453,1.002
0.823318,0.5377,0.0337,0.8487,1.005
0.824921,0.5377,0.0322,0.8521,1.008
0.827215,0.5372,0.0293,0.8521,1.008
0.829134,0.5381,0.0264,0.8546,1.010
0.832970,0.5401,0.0234,0.8580,1.014
0.834055,0.5401,0.0234,0.8604,1.016
0.835907,0.5411,0.0220,0.8585,1.015
0.837740,0.5406,0.0239,0.8565,1.013
0.840808,0.5396,0.0225,0.8551,1.011
0.841896,0.5391,0.0239,0.8541,1.010
0.844106,0.5386,0.0264,0.8516,1.008
0.846141,0.5381,0.0283,0.8492,1.006
0.849876,0.5377,0.0313,0.8473,1.004
0.850613,0.5372,0.0317,0.8463,1.003
0.853006,0.5372,0.0347,0.8477,1.004
0.854209,0.5367,0.0371,0.8477,1.004
0.859362,0.5352,0.0381,0.8477,1.003
0.859646,0.5342,0.0376,0.8468,1.002
0.860887,0.5342,0.0371,0.8448,1.000
0.863063,0.5333,0.0361,0.8438,0.999
0.866936,0.5337,0.0352,0.8433,0.999
0.867334,0.5337,0.0332,0.8414,0.997
0.869252,0.5337,0.0327,0.8390,0.995
0.871451,0.5342,0.0322,0.8370,0.993
0.878156,0.5352,0.0313,0.8350,0.992
0.878541,0.5372,0.0303,0.8341,0.993
0.878674,0.5391,0.0298,0.8321,0.992
0.879325,0.5411,0.0293,0.8302,0.991
0.881732,0.5420,0.0303,0.8316,0.993
0.883805,0.5406,0.0308,0.8331,0.994
0.886535,0.5416,0.0298,0.8341,0.995
0.887926,0.5416,0.0298,0.8370,0.997
0.890118,0.5406,0.0303,0.8380,0.998
0.892331,0.5411,0.0303,0.8380,0.998
0.894878,0.5391,0.0293,0.8399,0.998
0.896789,0.5386,0.0293,0.8424,1.000
0.898644,0.5362,0.0303,0.8438,1.000
0.901350,0.5342,0.0293,0.8492,1.004
0.903946,0.5347,0.0298,0.8526,1.007
0.905171,0.5347,0.0298,0.8556,1.009
0.907344,0.5347,0.0303,0.8580,1.011
0.911298,0.5347,0.0298,0.8604,1.013
0.911634,0.5337,0.0298,0.8609,1.013
0.913294,0.5347,0.0293,0.8585,1.012
0.915527,0.5352,0.0293,0.8580,1.012
0.917782,0.5372,0.0293,0.8565,1.011
0.919936,0.5362,0.0283,0.8541,1.009
0.923689,0.5362,0.0283,0.8512,1.006
0.925762,0.5381,0.0288,0.8497,1.006
0.926579,0.5386,0.0298,0.8477,1.005
0.927992,0.5381,0.0298,0.8443,1.002
0.930255,0.5396,0.0298,0.8424,1.001
0.932722,0.5391,0.0298,0.8409,0.999
0.934373,0.5396,0.0313,0.8399,0.999
0.936446,0.5406,0.0313,0.8390,0.999
0.938562,0.5401,0.0313,0.8350,0.995
0.941529,0.5401,0.0317,0.8346,0.995
0.942920,0.5391,0.0322,0.8346,0.994
0.944946,0.5391,0.0332,0.8341,0.994
0.947305,0.5386,0.0332,0.8331,0.993
0.951105,0.5367,0.0352,0.8336,0.992
0.951521,0.5362,0.0356,0.8336,0.992
0.953610,0.5362,0.0356,0.8355,0.993
0.955751,0.5362,0.0356,0.8360,0.994
0.957945,0.5357,0.0356,0.8375,0.995
0.960414,0.5372,0.0361,0.8390,0.997
0.962934,0.5391,0.0352,0.8404,0.999
0.964178,0.5381,0.0337,0.8419,1.000
0.967493,0.5377,0.0342,0.8409,0.999
0.968806,0.5381,0.0332,0.8414,0.999
0.970877,0.5381,0.0322,0.8433,1.001
0.972520,0.5381,0.0317,0.8443,1.002
0.976774,0.5381,0.0298,0.8468,1.004
0.977222,0.5386,0.0298,0.8473,1.004
0.978689,0.5381,0.0293,0.8477,1.005
0.981764,0.5377,0.0288,0.8482,1.005
0.987426,0.5381,0.0293,0.8482,1.005
0.987692,0.5377,0.0293,0.8482,1.005
0.987771,0.5386,0.0293,0.8502,1.007
0.989196,0.5391,0.0303,0.8497,1.007
0.991982,0.5381,0.0283,0.8507,1.007
0.993766,0.5372,0.0288,0.8502,1.006
0.996521,0.5362,0.0288,0.8497,1.005
0.997698,0.5367,0.0288,0.8487,1.005
0.999836,0.5367,0.0298,0.8473,1.003
1.002068,0.5362,0.0293,0.8458,1.002
1.004156,0.5357,0.0298,0.8453,1.001
1.006186,0.5357,0.0293,0.8443,1.000
1.008325,0.5367,0.0298,0.8438,1.000
1.010113,0.5362,0.0303,0.8424,0.999
1.012432,0.5367,0.0298,0.8404,0.998
1.014328,0.5381,0.0303,0.8399,0.998
1.016864,0.5381,0.0317,0.8385,0.997
1.018658,0.5377,0.0322,0.8380,0.996
1.021014,0.5381,0.0322,0.8385,0.997
1.023062,0.5391,0.0327,0.8385,0.997
1.025404,0.5381,0.0337,0.8375,0.996
1.027302,0.5381,0.0337,0.8375,0.996
1.029447,0.5386,0.0327,0.8365,0.995
1.032484,0.5377,0.0337,0.8380,0.996
1.034275,0.5377,0.0342,0.8399,0.998
1.035767,0.5381,0.0337,0.8404,0.999
1.037925,0.5381,0.0327,0.8429,1.001
1.040904,0.5377,0.0337,0.8448,1.002
1.042297,0.5372,0.0327,0.8453,1.002
1.044571,0.5367,0.0332,0.8463,1.003
1.046932,0.5372,0.0327,0.8468,1.003
1.048023,0.5377,0.0327,0.8458,1.003
1.050300,0.5377,0.0317,0.8468,1.004
1.052927,0.5372,0.0322,0.8473,1.004
1.054931,0.5367,0.0313,0.8463,1.003
1.057602,0.5367,0.0322,0.8458,1.002
1.059688,0.5367,0.0313,0.8463,1.003
1.061007,0.5381,0.0313,0.8477,1.005
1.063136,0.5377,0.0313,0.8473,1.004
1.066218,0.5372,0.0322,0.8463,1.003
1.068132,0.5372,0.0313,0.8463,1.003
1.069893,0.5377,0.0308,0.8438,1.001
1.071603,0.5381,0.0303,0.8429,1.000
1.077254,0.5391,0.0298,0.8429,1.001
1.077832,0.5401,0.0298,0.8424,1.001
1.078089,0.5386,0.0288,0.8419,1.000
1.080016,0.5377,0.0293,0.8409,0.999
1.087306,0.5381,0.0293,0.8419,1.000
1.087640,0.5391,0.0298,0.8404,0.999
1.087755,0.5381,0.0293,0.8424,1.000
1.088248,0.5372,0.0298,0.8433,1.000
1.094021,0.5367,0.0308,0.8424,0.999
1.094300,0.5372,0.0308,0.8424,1.000
1.094411,0.5377,0.0303,0.8429,1.000
1.096651,0.5372,0.0313,0.8438,1.001
1.099930,0.5367,0.0317,0.8433,1.000
1.101598,0.5377,0.0313,0.8433,1.001
1.103161,0.5377,0.0317,0.8429,1.000
1.105269,0.5372,0.0313,0.8443,1.001
1.107454,0.5377,0.0322,0.8448,1.002
1.109982,0.5386,0.0327,0.8438,1.002
1.111661,0.5381,0.0327,0.8438,1.001
1.114048,0.5372,0.0332,0.8429,1.000
1.117251,0.5372,0.0332,0.8433,1.000
1.118088,0.5377,0.0317,0.8438,1.001
1.119948,0.5381,0.0317,0.8438,1.001
1.122180,0.5386,0.0322,0.8443,1.002
1.124517,0.5381,0.0317,0.8429,1.001
1.126151,0.5386,0.0327,0.8424,1.000
1.128259,0.5386,0.0327,0.8424,1.000
1.131352,0.5377,0.0322,0.8433,1.001
1.132844,0.5372,0.0327,0.8429,1.000
1.134938,0.5372,0.0322,0.8419,0.999
1.136898,0.5367,0.0322,0.8424,0.999
1.139427,0.5372,0.0317,0.8424,1.000
1.141378,0.5367,0.0317,0.8419,0.999
1.143794,0.5372,0.0313,0.8404,0.998
1.145561,0.5377,0.0313,0.8414,0.999
1.147338,0.5367,0.0313,0.8419,0.999
1.149839,0.5377,0.0308,0.8424,1.000
1.151830,0.5377,0.0308,0.8424,1.000
1.153692,0.5377,0.0313,0.8419,0.999
1.155977,0.5372,0.0313,0.8424,1.000
1.157969,0.5381,0.0303,0.8433,1.001
1.160483,0.5377,0.0303,0.8424,1.000
1.162280,0.5362,0.0308,0.8429,0.999
1.164224,0.5372,0.0303,0.8438,1.001
1.166509,0.5372,0.0308,0.8448,1.002
1.168647,0.5377,0.0313,0.8443,1.001
1.170398,0.5367,0.0308,0.8438,1.001
1.172547,0.5377,0.0308,0.8448,1.002
1.177504,0.5372,0.0298,0.8448,1.002
1.177725,0.5386,0.0303,0.8453,1.003
1.179121,0.5372,0.0308,0.8443,1.001
1.181029,0.5377,0.0298,0.8438,1.001
1.183439,0.5372,0.0308,0.8443,1.001
1.185549,0.5372,0.0317,0.8448,1.002
1.187438,0.5372,0.0317,0.8443,1.001
1.189426,0.5377,0.0317,0.8448,1.002
1.191581,0.5372,0.0313,0.8443,1.001
1.195120,0.5367,0.0317,0.8438,1.001
1.196220,0.5372,0.0317,0.8443,1.001
1.197995,0.5377,0.0317,0.8438,1.001
1.200307,0.5381,0.0327,0.8433,1.001
1.202379,0.5381,0.0327,0.8429,1.001
1.204265,0.5377,0.0327,0.8429,1.000
1.206128,0.5391,0.0332,0.8419,1.000
1.208202,0.5377,0.0322,0.8414,0.999
1.210439,0.5381,0.0332,0.8414,0.999
1.213068,0.5386,0.0322,0.8409,0.999
1.215060,0.5381,0.0322,0.8409,0.999
