time,gFx,gFy,gFz,TgF
0.121459,0.5460,0.0571,0.6910,0.882
0.122731,0.5743,0.0640,0.7725,0.965
0.124815,0.5733,0.0537,0.8521,1.028
0.127099,0.5992,0.0454,0.9718,1.143
0.130033,0.6094,0.0078,0.9947,1.167
0.130903,0.5806,-0.0317,0.8956,1.068
0.133135,0.5528,-0.0264,0.8443,1.010
0.135000,0.5279,-0.0039,0.8746,1.022
0.138392,0.5079,0.0005,0.9220,1.053
0.139767,0.4922,-0.0146,0.9474,1.068
0.141692,0.4771,-0.0313,0.9454,1.059
0.143950,0.4703,-0.0396,0.9308,1.044
0.145937,0.4800,-0.0264,0.9220,1.040
0.148034,0.5049,-0.0044,0.9254,1.054
0.150094,0.5294,0.0054,0.9386,1.078
0.152393,0.5328,0.0010,0.9420,1.082
0.154400,0.5181,-0.0063,0.9371,1.071
0.156374,0.5118,0.0005,0.9420,1.072
0.158529,0.5103,0.0098,0.9532,1.081
0.160711,0.5049,0.0151,0.9625,1.087
0.163444,0.4957,0.0122,0.9654,1.085
0.164819,0.4883,0.0020,0.9688,1.085
0.166943,0.4844,-0.0122,0.9703,1.085
0.169226,0.4874,-0.0190,0.9728,1.088
0.171033,0.4986,-0.0166,0.9762,1.096
0.173018,0.5010,-0.0161,0.9752,1.096
0.175190,0.4986,-0.0195,0.9698,1.091
0.177322,0.4986,-0.0220,0.9630,1.085
0.179753,0.5015,-0.0205,0.9586,1.082
0.181441,0.5069,-0.0171,0.9542,1.081
0.184094,0.5113,-0.0176,0.9503,1.079
0.185853,0.5162,-0.0215,0.9430,1.075
0.188123,0.5240,-0.0220,0.9395,1.076
0.190153,0.5328,-0.0176,0.9410,1.082
0.192331,0.5347,-0.0171,0.9435,1.085
0.194299,0.5289,-0.0205,0.9435,1.082
0.196684,0.5225,-0.0220,0.9425,1.078
0.198559,0.5171,-0.0210,0.9444,1.077
0.200681,0.5127,-0.0181,0.9420,1.073
0.203183,0.5103,-0.0171,0.9371,1.067
0.204927,0.5108,-0.0151,0.9312,1.062
0.206969,0.5137,-0.0127,0.9288,1.061
0.209085,0.5171,-0.0088,0.9259,1.061
0.210983,0.5196,-0.0029,0.9215,1.058
0.213262,0.5196,0.0024,0.9142,1.052
0.215609,0.5167,0.0078,0.9083,1.045
0.217558,0.5127,0.0083,0.9142,1.048
0.219619,0.5064,0.0039,0.9264,1.056
0.221775,0.5074,0.0054,0.9068,1.039
0.224028,0.5113,0.0103,0.8863,1.023
0.225972,0.5079,0.0161,0.8790,1.015
0.228025,0.5069,0.0181,0.8766,1.013
0.230195,0.5206,0.0171,0.8966,1.037
0.232304,0.5298,0.0088,0.9293,1.070
0.234385,0.5196,0.0254,0.8038,0.957
0.236461,0.5274,0.0679,0.6602,0.848
0.238779,0.5250,0.0703,0.6270,0.821
0.240593,0.5132,0.0689,0.6216,0.809
0.242901,0.5035,0.0630,0.5967,0.783
0.244977,0.4986,0.0508,0.5743,0.762
0.247412,0.5030,0.0542,0.5499,0.747
0.249189,0.5108,0.0615,0.5318,0.740
0.251070,0.5191,0.0581,0.5484,0.757
0.253156,0.5279,0.0503,0.5670,0.776
0.255501,0.5279,0.0513,0.5587,0.770
0.257660,0.5132,0.0493,0.5518,0.755
0.259630,0.5064,0.0405,0.6011,0.787
0.261583,0.5186,0.0391,0.6842,0.859
0.264050,0.5279,0.0430,0.7198,0.894
0.266059,0.5357,0.0356,0.8038,0.967
0.268172,0.5587,0.0322,0.9015,1.061
0.270134,0.5860,0.0181,0.9615,1.126
0.275153,0.5870,-0.0073,0.9371,1.106
0.275494,0.5728,-0.0098,0.8971,1.064
0.276593,0.5494,0.0039,0.8966,1.052
0.278681,0.5181,0.0132,0.9112,1.048
0.280934,0.4957,0.0078,0.9283,1.052
0.282938,0.4810,-0.0078,0.9361,1.053
0.285030,0.4727,-0.0205,0.9312,1.045
0.287133,0.4766,-0.0234,0.9234,1.039
0.289331,0.4981,-0.0107,0.9137,1.041
0.291178,0.5196,0.0034,0.9112,1.049
0.293224,0.5220,0.0078,0.9102,1.049
0.295690,0.5044,0.0044,0.9049,1.036
0.297772,0.4893,0.0029,0.9044,1.028
0.299750,0.4854,0.0073,0.9137,1.035
0.301978,0.4869,0.0103,0.9234,1.044
0.304895,0.4927,0.0137,0.9322,1.055
0.308217,0.4991,0.0127,0.9405,1.065
0.308501,0.5025,0.0063,0.9439,1.069
0.310370,0.5059,-0.0005,0.9464,1.073
0.312477,0.5093,-0.0034,0.9527,1.080
0.316483,0.5059,-0.0068,0.9522,1.078
0.316772,0.5005,-0.0093,0.9444,1.069
0.318794,0.5010,-0.0103,0.9381,1.064
0.320921,0.5064,-0.0103,0.9376,1.066
0.324517,0.5152,-0.0107,0.9391,1.071
0.325064,0.5210,-0.0137,0.9371,1.072
0.327265,0.5230,-0.0151,0.9303,1.067
0.329323,0.5250,-0.0142,0.9205,1.060
0.332906,0.5284,-0.0098,0.9171,1.058
0.333197,0.5298,-0.0073,0.9186,1.060
0.335414,0.5294,-0.0073,0.9210,1.062
0.337483,0.5298,-0.0063,0.9220,1.063
0.343963,0.5308,-0.0039,0.9229,1.065
0.344170,0.5289,-0.0010,0.9186,1.060
0.344270,0.5254,-0.0015,0.9137,1.054
0.346299,0.5220,-0.0044,0.9176,1.056
0.348303,0.5171,-0.0049,0.9220,1.057
0.350347,0.5157,-0.0020,0.9049,1.042
0.352621,0.5137,0.0024,0.8927,1.030
0.359434,0.5098,0.0073,0.8912,1.027
0.360237,0.5054,0.0093,0.8863,1.020
0.360336,0.5040,0.0117,0.8805,1.015
0.361203,0.5049,0.0151,0.8761,1.011
0.363623,0.5108,0.0205,0.8805,1.018
0.365296,0.5240,0.0215,0.8907,1.034
0.367267,0.5284,0.0195,0.8746,1.022
0.370168,0.5147,0.0215,0.7657,0.923
0.373420,0.5074,0.0420,0.6705,0.842
0.373568,0.5010,0.0625,0.6417,0.817
0.375792,0.4952,0.0772,0.6334,0.808
0.378046,0.4932,0.0718,0.6158,0.792
0.382288,0.4981,0.0566,0.5836,0.769
0.382500,0.5044,0.0513,0.5738,0.766
0.384056,0.5196,0.0518,0.5928,0.790
0.386420,0.5430,0.0557,0.6221,0.828
0.391776,0.5523,0.0537,0.6568,0.860
0.392032,0.5396,0.0444,0.6968,0.882
0.392464,0.5230,0.0332,0.7354,0.903
0.394938,0.5167,0.0210,0.7852,0.940
0.398093,0.5254,0.0132,0.8473,0.997
0.398852,0.5430,0.0093,0.9059,1.056
0.400888,0.5474,-0.0049,0.9239,1.074
0.403096,0.5411,-0.0137,0.9088,1.058
0.405872,0.5323,-0.0093,0.9059,1.051
0.407494,0.5230,0.0015,0.9176,1.056
0.409314,0.5108,0.0098,0.9244,1.056
0.411753,0.4991,0.0083,0.9210,1.048
0.413436,0.4922,-0.0005,0.9044,1.030
0.415524,0.4957,-0.0029,0.8853,1.015
0.417480,0.5103,0.0078,0.8805,1.018
0.419647,0.5254,0.0166,0.8878,1.032
0.421992,0.5254,0.0151,0.8956,1.038
0.424111,0.5103,0.0132,0.8927,1.028
0.426226,0.4932,0.0122,0.8863,1.014
0.429190,0.4839,0.0132,0.8912,1.014
0.430982,0.4825,0.0146,0.9063,1.027
0.432535,0.4864,0.0107,0.9181,1.039
0.434981,0.4957,0.0078,0.9244,1.049
0.436815,0.5093,0.0083,0.9288,1.059
0.439046,0.5210,0.0107,0.9356,1.071
0.441018,0.5294,0.0107,0.9391,1.078
0.443070,0.5289,0.0103,0.9347,1.074
0.445193,0.5201,0.0078,0.9215,1.058
0.447552,0.5142,0.0029,0.9142,1.049
0.449508,0.5147,-0.0015,0.9098,1.045
0.451307,0.5191,-0.0034,0.9049,1.043
0.453929,0.5235,-0.0049,0.9010,1.042
0.459178,0.5240,-0.0093,0.8985,1.040
0.459311,0.5225,-0.0122,0.8971,1.038
0.460269,0.5220,-0.0122,0.8985,1.039
0.462136,0.5176,-0.0088,0.8995,1.038
0.464616,0.5127,-0.0073,0.8995,1.035
0.466313,0.5118,-0.0063,0.9000,1.035
0.468380,0.5157,-0.0024,0.9044,1.041
0.470585,0.5206,0.0059,0.9068,1.046
0.476500,0.5235,0.0112,0.8966,1.038
0.476747,0.5215,0.0142,0.8853,1.028
0.476812,0.5186,0.0176,0.8751,1.017
0.478779,0.5147,0.0210,0.8658,1.007
0.481069,0.5142,0.0254,0.8575,1.000
0.483714,0.5132,0.0259,0.8521,0.995
0.486184,0.5093,0.0259,0.8346,0.978
0.487467,0.5044,0.0303,0.7872,0.935
0.491108,0.4976,0.0356,0.7384,0.891
0.492291,0.4898,0.0420,0.7174,0.870
0.493355,0.4869,0.0479,0.7032,0.857
0.495606,0.4908,0.0503,0.6929,0.851
0.498305,0.5015,0.0532,0.6895,0.854
0.501179,0.5167,0.0523,0.6915,0.865
0.501809,0.5298,0.0498,0.7032,0.882
0.504225,0.5386,0.0435,0.7257,0.905
0.506626,0.5411,0.0366,0.7520,0.927
0.508891,0.5337,0.0308,0.7794,0.945
0.510634,0.5245,0.0254,0.8082,0.964
0.512813,0.5206,0.0190,0.8399,0.988
0.514725,0.5250,0.0112,0.8673,1.014
0.516926,0.5289,0.0034,0.8844,1.030
0.518960,0.5308,-0.0015,0.8853,1.032
0.521106,0.5318,-0.0015,0.8814,1.029
0.523411,0.5284,0.0034,0.8844,1.030
0.525429,0.5225,0.0034,0.8897,1.032
0.527469,0.5171,0.0029,0.8912,1.030
0.529538,0.5152,0.0049,0.8868,1.026
0.531490,0.5167,0.0098,0.8800,1.020
0.533611,0.5201,0.0132,0.8775,1.020
0.535813,0.5230,0.0146,0.8805,1.024
0.538024,0.5210,0.0142,0.8844,1.027
0.540396,0.5152,0.0132,0.8834,1.023
0.542606,0.5069,0.0127,0.8853,1.020
0.544225,0.5005,0.0137,0.8883,1.020
0.546444,0.4966,0.0132,0.8936,1.022
0.551056,0.4971,0.0137,0.8985,1.027
0.551287,0.5005,0.0142,0.9024,1.032
0.552629,0.5040,0.0127,0.9049,1.036
0.554884,0.5084,0.0117,0.9049,1.038
0.557276,0.5118,0.0137,0.8995,1.035
0.558995,0.5147,0.0161,0.8956,1.033
0.561060,0.5152,0.0156,0.8927,1.031
0.567485,0.5142,0.0146,0.8878,1.026
0.567739,0.5137,0.0142,0.8809,1.020
0.567802,0.5127,0.0142,0.8761,1.015
0.569519,0.5142,0.0132,0.8746,1.015
0.571476,0.5137,0.0112,0.8722,1.012
0.576365,0.5147,0.0093,0.8707,1.011
0.576562,0.5152,0.0078,0.8692,1.010
0.577623,0.5171,0.0078,0.8683,1.011
0.579927,0.5181,0.0083,0.8678,1.011
0.582299,0.5210,0.0088,0.8683,1.013
0.584411,0.5225,0.0117,0.8658,1.011
0.586384,0.5235,0.0137,0.8624,1.009
0.589148,0.5250,0.0161,0.8565,1.005
0.590753,0.5259,0.0190,0.8492,0.999
0.592945,0.5254,0.0210,0.8365,0.988
0.594855,0.5245,0.0230,0.8223,0.976
0.601250,0.5215,0.0269,0.7989,0.954
0.601486,0.5186,0.0293,0.7789,0.936
0.601545,0.5152,0.0327,0.7696,0.927
0.603273,0.5118,0.0337,0.7637,0.920
0.605873,0.5103,0.0356,0.7608,0.917
0.607556,0.5118,0.0361,0.7633,0.920
0.609899,0.5147,0.0347,0.7691,0.926
0.611384,0.5181,0.0327,0.7799,0.937
0.613836,0.5215,0.0298,0.7955,0.952
0.615881,0.5235,0.0269,0.8136,0.968
0.618364,0.5245,0.0244,0.8316,0.983
0.620214,0.5254,0.0210,0.8492,0.999
0.622822,0.5245,0.0176,0.8595,1.007
0.624595,0.5235,0.0151,0.8692,1.015
0.626769,0.5206,0.0137,0.8751,1.018
0.628620,0.5191,0.0127,0.8731,1.016
0.631899,0.5181,0.0122,0.8736,1.016
0.632800,0.5157,0.0112,0.8726,1.014
0.634984,0.5137,0.0117,0.8702,1.011
0.636990,0.5142,0.0112,0.8687,1.010
0.639958,0.5162,0.0117,0.8673,1.009
0.641376,0.5171,0.0122,0.8668,1.009
0.643686,0.5171,0.0127,0.8683,1.011
0.645569,0.5171,0.0127,0.8726,1.014
0.648377,0.5167,0.0117,0.8756,1.017
0.649732,0.5147,0.0122,0.8790,1.019
0.651590,0.5127,0.0122,0.8834,1.021
0.653614,0.5123,0.0127,0.8863,1.024
0.656277,0.5123,0.0137,0.8888,1.026
0.658123,0.5137,0.0146,0.8897,1.028
0.661061,0.5157,0.0156,0.8897,1.028
0.662126,0.5167,0.0166,0.8893,1.029
0.664965,0.5167,0.0171,0.8878,1.027
0.666535,0.5162,0.0176,0.8829,1.023
0.668968,0.5147,0.0176,0.8770,1.017
0.670813,0.5127,0.0171,0.8712,1.011
0.673357,0.5113,0.0171,0.8673,1.007
0.674986,0.5103,0.0171,0.8653,1.005
0.677029,0.5118,0.0166,0.8634,1.004
0.679136,0.5108,0.0151,0.8595,1.000
0.681658,0.5118,0.0156,0.8570,0.998
0.683542,0.5142,0.0156,0.8531,0.996
0.685828,0.5157,0.0176,0.8477,0.992
0.687620,0.5176,0.0195,0.8429,0.989
0.690321,0.5196,0.0210,0.8331,0.982
0.691637,0.5215,0.0230,0.8238,0.975
0.693747,0.5230,0.0244,0.8155,0.969
0.696427,0.5235,0.0254,0.8062,0.962
0.698767,0.5230,0.0278,0.7994,0.956
0.700513,0.5201,0.0278,0.7960,0.951
0.703031,0.5181,0.0273,0.7960,0.950
0.704499,0.5176,0.0254,0.7999,0.953
0.706593,0.5167,0.0244,0.8057,0.957
0.708656,0.5162,0.0234,0.8140,0.964
0.710805,0.5181,0.0225,0.8233,0.973
0.712946,0.5206,0.0205,0.8341,0.983
0.716668,0.5220,0.0200,0.8433,0.992
0.717208,0.5240,0.0186,0.8531,1.001
0.720218,0.5240,0.0181,0.8609,1.008
0.721391,0.5225,0.0186,0.8648,1.011
0.723560,0.5201,0.0176,0.8668,1.011
0.725391,0.5176,0.0171,0.8683,1.011
0.727791,0.5152,0.0171,0.8687,1.010
0.729799,0.5127,0.0151,0.8712,1.011
0.731991,0.5127,0.0146,0.8722,1.012
0.734026,0.5132,0.0132,0.8726,1.012
0.735996,0.5113,0.0127,0.8717,1.011
0.737950,0.5098,0.0127,0.8712,1.009
0.740086,0.5098,0.0132,0.8702,1.009
0.743127,0.5108,0.0137,0.8726,1.011
0.744742,0.5103,0.0127,0.8722,1.011
0.746620,0.5118,0.0127,0.8722,1.011
0.749419,0.5127,0.0142,0.8731,1.013
0.750862,0.5157,0.0151,0.8741,1.015
0.753143,0.5176,0.0171,0.8746,1.016
0.755049,0.5191,0.0186,0.8746,1.017
0.757637,0.5206,0.0190,0.8731,1.017
0.759265,0.5201,0.0195,0.8702,1.014
0.761534,0.5196,0.0186,0.8658,1.010
0.763526,0.5181,0.0186,0.8634,1.007
0.765814,0.5167,0.0176,0.8600,1.003
0.767922,0.5162,0.0186,0.8580,1.001
0.769971,0.5157,0.0181,0.8551,0.999
0.771686,0.5152,0.0171,0.8526,0.996
0.775325,0.5152,0.0171,0.8497,0.994
0.777338,0.5142,0.0166,0.8477,0.992
0.778791,0.5152,0.0171,0.8448,0.990
0.780323,0.5162,0.0176,0.8429,0.989
0.782982,0.5167,0.0190,0.8399,0.986
0.784913,0.5181,0.0200,0.8365,0.984
0.787420,0.5186,0.0205,0.8336,0.982
0.789091,0.5181,0.0210,0.8326,0.981
0.791425,0.5171,0.0215,0.8292,0.977
0.793089,0.5167,0.0220,0.8272,0.976
0.795158,0.5157,0.0220,0.8253,0.973
0.797319,0.5152,0.0225,0.8263,0.974
0.799926,0.5157,0.0220,0.8277,0.975
0.801406,0.5171,0.0225,0.8302,0.978
0.803615,0.5167,0.0225,0.8360,0.983
0.805677,0.5176,0.0215,0.8409,0.988
0.808249,0.5186,0.0205,0.8458,0.992
0.810021,0.5206,0.0205,0.8516,0.998
0.811762,0.5206,0.0195,0.8590,1.005
0.813939,0.5201,0.0190,0.8609,1.006
0.816349,0.5191,0.0186,0.8634,1.008
0.819972,0.5181,0.0171,0.8653,1.009
0.820380,0.5176,0.0171,0.8663,1.009
0.822762,0.5157,0.0171,0.8668,1.009
0.824815,0.5152,0.0156,0.8658,1.008
0.826607,0.5142,0.0146,0.8663,1.008
0.829265,0.5127,0.0137,0.8663,1.007
0.831967,0.5118,0.0137,0.8668,1.007
0.833242,0.5123,0.0137,0.8668,1.007
0.835162,0.5132,0.0142,0.8673,1.008
0.837318,0.5152,0.0142,0.8673,1.009
0.840122,0.5167,0.0161,0.8668,1.009
0.841640,0.5162,0.0166,0.8663,1.009
0.843843,0.5152,0.0161,0.8639,1.006
0.845955,0.5162,0.0176,0.8619,1.005
0.849208,0.5162,0.0171,0.8604,1.004
0.850171,0.5171,0.0181,0.8560,1.000
0.851771,0.5176,0.0190,0.8521,0.997
0.854029,0.5186,0.0195,0.8502,0.996
0.857602,0.5186,0.0210,0.8477,0.994
0.858392,0.5186,0.0220,0.8438,0.991
0.860493,0.5186,0.0230,0.8409,0.988
0.862570,0.5181,0.0220,0.8385,0.986
0.865721,0.5167,0.0220,0.8370,0.984
0.866951,0.5162,0.0210,0.8365,0.983
0.868936,0.5167,0.0225,0.8360,0.983
0.871168,0.5176,0.0220,0.8360,0.984
0.874114,0.5181,0.0215,0.8385,0.986
0.875497,0.5181,0.0215,0.8385,0.986
0.877383,0.5186,0.0215,0.8394,0.987
0.879581,0.5171,0.0210,0.8419,0.988
0.882367,0.5162,0.0200,0.8443,0.990
0.883688,0.5157,0.0186,0.8463,0.991
0.885732,0.5152,0.0181,0.8477,0.992
0.887805,0.5157,0.0181,0.8497,0.994
0.891160,0.5171,0.0176,0.8531,0.998
0.892365,0.5162,0.0176,0.8556,0.999
0.893850,0.5162,0.0171,0.8556,0.999
0.896104,0.5157,0.0161,0.8570,1.000
0.898466,0.5162,0.0161,0.8590,1.002
0.900297,0.5167,0.0171,0.8595,1.003
0.902904,0.5167,0.0176,0.8614,1.005
0.904831,0.5167,0.0181,0.8614,1.005
0.907372,0.5167,0.0176,0.8609,1.004
0.909544,0.5167,0.0186,0.8614,1.005
0.911519,0.5167,0.0181,0.8604,1.004
0.913355,0.5162,0.0166,0.8600,1.003
0.919651,0.5157,0.0166,0.8604,1.003
0.920130,0.5157,0.0166,0.8595,1.002
0.920410,0.5167,0.0166,0.8604,1.004
0.922402,0.5171,0.0171,0.8619,1.005
0.924193,0.5171,0.0181,0.8619,1.005
0.926465,0.5171,0.0176,0.8600,1.004
0.928138,0.5167,0.0176,0.8585,1.002
0.930402,0.5171,0.0186,0.8590,1.003
0.935867,0.5162,0.0176,0.8565,1.000
0.936397,0.5157,0.0181,0.8546,0.998
0.936682,0.5157,0.0181,0.8526,0.997
0.938496,0.5152,0.0176,0.8507,0.995
0.941591,0.5162,0.0186,0.8497,0.994
0.942744,0.5137,0.0200,0.8477,0.991
0.944818,0.5088,0.0244,0.8458,0.987
0.946985,0.5230,0.0664,0.8624,1.011
0.949276,0.4786,0.0396,0.8893,1.011
0.951213,0.4527,0.0693,0.8961,1.006
0.953300,0.4229,0.0078,0.9044,0.998
0.955645,0.4253,0.0024,1.0294,1.114
0.957779,0.5420,0.0830,1.0973,1.227
0.960052,0.5987,0.1152,1.0494,1.214
0.961707,0.5123,0.0830,1.0309,1.154
0.963823,0.4419,0.0132,0.8600,0.967
0.967459,0.3672,-0.0127,0.7730,0.856
0.968267,0.3472,-0.0293,0.8932,0.959
0.970264,0.3321,-0.0503,1.0758,1.127
0.972228,0.2896,-0.0674,0.8790,0.928
0.974445,0.2432,-0.0615,0.7359,0.777
0.976512,0.2027,-0.0171,0.7349,0.763
0.978315,0.1538,0.1006,0.8331,0.853
0.980572,0.1148,0.1250,0.7940,0.812
0.983013,0.0962,0.1128,0.7603,0.775
0.985055,0.0825,0.0869,0.7462,0.756
0.987174,0.0718,0.1133,0.7950,0.806
0.989178,0.0649,0.1279,0.8678,0.880
0.991244,0.1470,-0.0029,1.0851,1.095
0.994380,0.3316,-0.0532,1.3390,1.380
0.995543,0.4468,0.0103,1.3830,1.453
0.997740,0.4815,0.0532,1.3639,1.447
0.999759,0.4830,0.1157,1.2843,1.377
1.003884,0.4869,0.1572,1.2921,1.390
1.004127,0.4571,0.1402,1.2213,1.312
1.006215,0.4004,0.1182,1.0436,1.124
1.008836,0.3472,0.0820,0.8932,0.962
1.010740,0.3120,0.0166,0.8155,0.873
1.012227,0.2818,-0.0620,0.7828,0.834
1.014288,0.2456,-0.0957,0.7681,0.812
1.016696,0.2129,-0.0996,0.7554,0.791
1.018914,0.1797,-0.0615,0.7672,0.790
1.020689,0.1616,-0.0464,0.7999,0.817
1.022801,0.1592,-0.0615,0.8800,0.896
1.025308,0.1690,-0.0811,0.9503,0.969
1.026922,0.2017,-0.0420,1.0475,1.068
1.029212,0.2730,0.0303,1.1637,1.196
1.031287,0.3203,0.0503,1.1764,1.220
1.034095,0.2930,0.0366,1.0895,1.129
1.035782,0.2456,0.0117,1.0607,1.089
1.037752,0.2149,-0.0303,1.1212,1.142
1.040623,0.1978,-0.0742,1.1090,1.129
1.042256,0.2197,-0.0239,1.0631,1.086
1.044152,0.2359,0.0361,1.0343,1.061
1.046172,0.2212,0.0127,0.9996,1.024
1.049004,0.2085,-0.0200,0.9708,0.993
1.050644,0.2051,-0.0205,0.9474,0.970
1.052399,0.2134,-0.0249,0.9464,0.970
1.054280,0.2559,-0.0772,0.9752,1.011
1.056503,0.3291,-0.0225,1.0133,1.066
1.058752,0.4043,0.1001,1.0235,1.105
1.060830,0.4019,0.1421,1.0060,1.093
1.062850,0.3067,0.1089,0.9044,0.961
1.068479,0.1944,0.0205,0.8565,0.879
1.069046,0.1636,-0.0732,0.8839,0.902
1.069606,0.1924,-0.1524,0.9732,1.004
1.071903,0.2481,-0.0918,0.9088,0.946
1.074335,0.2749,-0.0298,0.8526,0.896
1.075802,0.2364,-0.0645,0.8018,0.838
1.077798,0.2720,-0.0342,0.8756,0.917
1.080238,0.3111,-0.0181,0.9405,0.991
1.083018,0.2871,-0.0449,0.8746,0.922
1.085001,0.3155,-0.0298,0.9454,0.997
1.087032,0.3252,-0.0234,0.9645,1.018
1.088323,0.3829,-0.1548,1.0455,1.124
1.091193,0.6954,-0.1294,1.4811,1.641
1.092736,0.9420,0.0547,1.7795,2.014
1.094373,0.9171,0.1480,1.5719,1.826
1.097193,0.7706,0.1821,0.8907,1.192
1.099928,0.7144,0.1660,0.4571,0.864
1.101437,0.7017,0.1377,0.2378,0.754
1.103248,0.7716,0.0708,0.5186,0.932
1.105264,0.8043,0.1758,0.9015,1.221
1.108340,0.6871,0.1953,0.7711,1.051
1.109385,0.5137,0.0840,0.4917,0.716
1.111548,0.4302,-0.0083,0.2945,0.521
1.113449,0.4034,-0.0708,0.2783,0.495
1.115892,0.4117,-0.1299,0.5025,0.662
1.117823,0.4205,-0.1045,0.8516,0.956
1.120026,0.3843,-0.0850,0.8150,0.905
1.122029,0.3223,0.0112,0.6392,0.716
1.124724,0.2608,0.1065,0.7662,0.816
1.126743,0.2407,-0.0039,0.9483,0.978
1.128722,0.2451,-0.1211,1.0074,1.044
1.131028,0.2549,-0.1411,1.1642,1.200
1.134626,0.2422,-0.1353,1.1989,1.231
1.135285,0.2329,-0.0845,1.1993,1.225
1.137193,0.2134,-0.0674,1.1798,1.201
1.138647,0.1992,-0.0200,1.2238,1.240
1.141499,0.1983,0.0117,1.2604,1.276
1.143126,0.1885,0.0244,1.2076,1.223
1.145411,0.1802,-0.0244,1.0670,1.082
1.147781,0.1929,-0.0361,1.0250,1.044
1.150310,0.2237,-0.0122,0.9928,1.018
1.151693,0.2525,0.0151,0.9508,0.984
1.153685,0.2691,0.0899,0.8834,0.928
1.155915,0.3057,0.2324,0.9078,0.986
1.158139,0.3853,0.2754,1.0055,1.111
1.160223,0.5689,0.1460,1.2638,1.394
1.162169,0.7017,0.1172,1.4943,1.655
1.164122,0.6461,0.1177,1.3136,1.469
1.166823,0.5806,0.0410,0.9522,1.116
1.168430,0.5875,-0.0908,0.8297,1.021
1.170356,0.5557,-0.1826,0.7740,0.970
1.172448,0.5279,-0.1416,0.8160,0.982
1.176815,0.4351,-0.0562,0.8292,0.938
1.177384,0.3579,0.0112,0.7730,0.852
1.178993,0.3399,0.2168,0.8243,0.918
1.181013,0.4532,0.2867,1.1158,1.238
1.184036,0.3882,0.1240,1.1573,1.227
1.185347,0.2857,-0.0371,0.9049,0.950
1.188005,0.3052,-0.0855,0.7047,0.773
1.189321,0.3853,-0.0811,0.8399,0.928
1.193619,0.3789,-0.1084,0.8678,0.953
1.193898,0.3272,-0.0991,0.8214,0.890
1.196793,0.2857,-0.0459,0.7628,0.816
1.198181,0.2564,-0.0508,0.7335,0.779
1.200168,0.3164,-0.0107,0.8873,0.942
1.202416,0.4673,-0.0127,1.2335,1.319
1.204198,0.5030,-0.0430,1.2438,1.342
1.206263,0.4322,-0.0190,0.8722,0.974
