time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.997438,-1.7853,2.3503,0.0665,2.952
1.005857,-2.7102,3.4791,-1.2242,4.577
1.011827,-0.2168,-0.5437,5.8958,5.925
1.017083,0.7091,-2.6690,7.1050,7.623
1.019310,-0.4818,-2.6821,1.8469,3.292
1.022874,0.8270,-2.7264,1.5400,3.239
1.031049,-0.3194,-1.0957,0.4322,1.220
1.035745,-2.1521,1.4057,-3.7415,4.539
1.039225,-2.8798,4.2046,0.2182,5.101
1.043505,-2.7177,4.4878,1.3561,5.419
1.047467,-0.3777,3.1623,4.0446,5.148
1.056639,-0.5109,-0.9240,6.6230,6.707
1.061338,-2.7567,-1.3875,-0.1481,3.090
1.064805,-3.5276,-0.9655,-2.1465,4.241
1.069168,-4.3302,-0.4619,-3.7422,5.742
1.073479,-4.7565,-0.4229,-3.0837,5.684
1.077984,2.0160,-1.1865,2.9670,3.778
1.088941,9.0713,-0.8348,9.0618,12.849
1.090198,0.0606,0.1778,0.5989,0.628
1.099246,-1.5761,-2.6971,-5.0445,5.933
1.099769,-0.1057,-0.2264,-1.2254,1.251
1.102855,0.8514,0.9635,4.3784,4.563
1.111932,-1.9334,-0.5449,-1.4685,2.488
1.115373,-2.7540,0.9656,-3.7971,4.789
1.119857,-2.5308,0.2960,-0.7751,2.663
1.123588,-3.4665,1.3921,-4.1279,5.567
1.129077,-4.4860,1.3865,-5.1144,6.943
1.136479,-5.0110,1.0799,-2.7254,5.806
1.140655,-0.2924,-5.5073,6.5707,8.578
1.145115,15.7220,-5.3546,24.1886,29.342
1.149333,8.0011,-3.6949,5.2406,10.253
1.153469,2.1354,-1.7430,-9.9716,10.346
1.157450,1.0161,0.4392,-13.7085,13.753
1.166281,-0.6198,2.0449,-11.1180,11.322
1.170754,-2.5999,3.2078,-8.1822,9.165
1.174579,-4.5878,3.5860,-2.2264,6.234
1.179327,-3.7632,0.2103,12.0759,12.650
1.183048,-1.3155,-1.9781,14.9589,15.146
1.192435,-3.0450,0.2585,-0.0559,3.056
1.196388,-2.1289,-0.0833,-6.2297,6.584
1.202098,-0.9492,0.5713,-7.7257,7.805
1.203148,2.0695,3.9597,0.2991,4.478
1.207381,12.3051,4.0260,14.7749,19.645
1.212290,7.2355,0.8708,9.2820,11.801
1.220637,-0.3076,-0.0191,-6.0258,6.034
1.224990,-2.3666,0.6613,-6.9377,7.360
1.229261,-3.9620,0.1192,-4.7735,6.205
1.233470,-3.9077,-1.6937,3.8973,5.773
1.237597,-4.2788,-1.8790,6.4482,7.964
1.246673,-5.1349,-1.6727,-2.0343,5.771
1.250386,-3.7978,-2.9038,-2.9449,5.615
1.254415,1.2984,-1.1056,0.7353,1.857
1.259078,2.9325,0.6186,1.7658,3.479
1.262988,0.9559,0.5349,-1.6123,1.949
1.271608,-2.9949,-0.6248,-4.8927,5.770
1.275889,-0.9881,1.2683,-0.1379,1.614
1.279802,-3.2087,2.1316,-1.3862,4.094
1.283621,-4.4329,2.2306,-4.2188,6.513
1.290424,6.0308,-3.6484,14.6728,16.278
1.292864,8.6620,-10.8620,20.0479,24.391
1.300865,0.8011,-7.6044,-5.1785,9.235
1.305104,0.3506,1.0313,-7.5723,7.650
1.309213,0.2375,2.9217,-9.8133,10.242
1.313434,-0.6137,3.0016,-11.2585,11.668
1.317498,-1.9653,3.4520,-8.2505,9.157
1.326439,-3.5284,2.4382,-7.3696,8.527
1.330563,-0.1760,3.5079,7.3923,8.184
1.334444,-1.0661,1.5866,8.4791,8.692
1.338896,-3.2867,0.3268,0.9138,3.427
1.342958,2.1328,3.5410,11.2062,11.944
