time,gFx,gFy,gFz,TgF
0.467204,0.5489,0.0259,0.8375,1.002
0.467769,0.5484,0.0259,0.8370,1.001
0.469380,0.5469,0.0254,0.8375,1.001
0.470692,0.5469,0.0254,0.8370,1.000
0.474537,0.5474,0.0264,0.8370,1.000
0.475076,0.5484,0.0264,0.8380,1.002
0.477699,0.5489,0.0259,0.8399,1.004
0.479146,0.5484,0.0254,0.8385,1.002
0.482266,0.5469,0.0259,0.8375,1.001
0.483276,0.5484,0.0269,0.8375,1.001
0.485653,0.5484,0.0259,0.8380,1.002
0.487875,0.5479,0.0269,0.8380,1.002
0.490070,0.5469,0.0259,0.8380,1.001
0.494326,0.5474,0.0269,0.8370,1.000
0.494597,0.5474,0.0259,0.8370,1.000
0.496002,0.5474,0.0254,0.8360,1.000
0.497980,0.5479,0.0264,0.8350,0.999
0.500148,0.5489,0.0264,0.8370,1.001
0.502444,0.5484,0.0259,0.8365,1.001
0.504560,0.5484,0.0264,0.8365,1.001
0.506859,0.5479,0.0269,0.8370,1.001
0.509381,0.5474,0.0259,0.8375,1.001
0.510921,0.5474,0.0259,0.8385,1.002
0.512831,0.5489,0.0259,0.8390,1.003
0.517257,0.5479,0.0259,0.8385,1.002
0.517956,0.5479,0.0264,0.8390,1.002
0.519295,0.5484,0.0264,0.8394,1.003
0.521649,0.5479,0.0254,0.8394,1.003
0.523799,0.5469,0.0254,0.8390,1.002
0.525685,0.5484,0.0259,0.8394,1.003
0.527670,0.5479,0.0264,0.8390,1.002
0.529369,0.5484,0.0269,0.8399,1.003
0.531511,0.5494,0.0259,0.8404,1.004
0.533801,0.5489,0.0259,0.8375,1.002
0.535855,0.5484,0.0264,0.8375,1.001
0.537810,0.5479,0.0264,0.8385,1.002
0.540542,0.5474,0.0264,0.8370,1.000
0.542483,0.5464,0.0264,0.8370,1.000
0.544671,0.5464,0.0264,0.8375,1.000
0.546695,0.5474,0.0269,0.8375,1.001
0.551234,0.5474,0.0269,0.8370,1.000
0.551518,0.5474,0.0264,0.8380,1.001
0.553247,0.5474,0.0254,0.8360,1.000
0.555002,0.5474,0.0259,0.8370,1.000
0.559301,0.5479,0.0259,0.8370,1.001
0.559834,0.5484,0.0264,0.8375,1.001
0.561497,0.5474,0.0269,0.8375,1.001
0.564048,0.5484,0.0273,0.8375,1.001
0.566442,0.5484,0.0273,0.8380,1.002
0.567537,0.5484,0.0259,0.8375,1.001
0.569401,0.5489,0.0259,0.8375,1.002
0.571459,0.5474,0.0269,0.8390,1.002
0.573960,0.5474,0.0269,0.8375,1.001
0.575997,0.5469,0.0264,0.8390,1.002
0.578296,0.5479,0.0264,0.8390,1.002
0.581076,0.5479,0.0259,0.8385,1.002
0.582853,0.5469,0.0264,0.8385,1.001
0.585345,0.5469,0.0264,0.8380,1.001
0.586878,0.5474,0.0264,0.8380,1.001
0.588843,0.5484,0.0264,0.8390,1.003
0.590903,0.5484,0.0264,0.8394,1.003
0.592976,0.5479,0.0269,0.8385,1.002
0.595105,0.5484,0.0269,0.8385,1.002
0.597213,0.5479,0.0269,0.8375,1.001
0.599154,0.5484,0.0264,0.8390,1.003
0.601243,0.5479,0.0259,0.8394,1.003
0.603419,0.5484,0.0259,0.8385,1.002
0.605563,0.5484,0.0264,0.8380,1.002
0.608351,0.5484,0.0264,0.8365,1.001
0.609396,0.5474,0.0259,0.8375,1.001
0.611605,0.5474,0.0259,0.8380,1.001
0.613719,0.5479,0.0269,0.8380,1.002
0.616305,0.5484,0.0269,0.8375,1.001
0.617993,0.5489,0.0269,0.8365,1.001
0.620266,0.5474,0.0269,0.8360,1.000
0.622560,0.5479,0.0259,0.8375,1.001
0.625376,0.5479,0.0259,0.8385,1.002
0.626865,0.5484,0.0264,0.8380,1.002
0.629056,0.5479,0.0269,0.8380,1.002
0.634128,0.5474,0.0269,0.8380,1.001
0.634742,0.5469,0.0269,0.8385,1.001
0.635215,0.5479,0.0264,0.8394,1.003
0.637270,0.5484,0.0264,0.8385,1.002
0.639958,0.5479,0.0264,0.8385,1.002
0.641950,0.5479,0.0264,0.8375,1.001
0.643755,0.5474,0.0273,0.8370,1.000
0.645797,0.5484,0.0259,0.8380,1.002
0.647475,0.5479,0.0269,0.8380,1.002
0.649931,0.5484,0.0259,0.8390,1.003
0.651775,0.5474,0.0259,0.8385,1.002
0.654153,0.5474,0.0254,0.8385,1.002
0.657779,0.5489,0.0269,0.8385,1.003
0.658215,0.5479,0.0269,0.8380,1.002
0.660249,0.5479,0.0264,0.8385,1.002
0.662379,0.5474,0.0269,0.8375,1.001
0.665310,0.5474,0.0264,0.8365,1.000
0.666655,0.5479,0.0259,0.8375,1.001
0.668754,0.5479,0.0254,0.8375,1.001
0.671006,0.5474,0.0259,0.8380,1.001
0.673891,0.5484,0.0264,0.8380,1.002
0.675881,0.5479,0.0254,0.8380,1.002
0.677398,0.5479,0.0259,0.8390,1.002
0.679432,0.5484,0.0259,0.8390,1.003
0.681758,0.5484,0.0264,0.8390,1.003
0.683962,0.5479,0.0269,0.8390,1.002
0.685640,0.5484,0.0269,0.8390,1.003
0.687912,0.5489,0.0259,0.8370,1.001
0.690143,0.5489,0.0254,0.8380,1.002
0.691810,0.5489,0.0259,0.8385,1.002
0.693907,0.5484,0.0264,0.8390,1.003
0.695919,0.5479,0.0259,0.8399,1.003
0.699124,0.5489,0.0264,0.8390,1.003
0.700890,0.5479,0.0269,0.8390,1.002
0.702781,0.5469,0.0269,0.8370,1.000
0.704792,0.5469,0.0264,0.8385,1.001
0.707419,0.5474,0.0259,0.8375,1.001
0.709339,0.5479,0.0259,0.8380,1.002
0.711159,0.5479,0.0269,0.8385,1.002
0.713415,0.5479,0.0264,0.8385,1.002
0.715722,0.5479,0.0264,0.8375,1.001
0.717949,0.5474,0.0269,0.8375,1.001
0.719461,0.5479,0.0278,0.8375,1.001
0.721554,0.5479,0.0269,0.8380,1.002
0.724491,0.5479,0.0264,0.8370,1.001
0.726205,0.5474,0.0264,0.8375,1.001
0.727813,0.5489,0.0259,0.8370,1.001
0.729761,0.5484,0.0264,0.8380,1.002
0.732126,0.5484,0.0264,0.8380,1.002
0.734357,0.5479,0.0264,0.8380,1.002
0.736114,0.5479,0.0264,0.8380,1.002
0.738303,0.5479,0.0264,0.8380,1.002
0.740689,0.5479,0.0254,0.8385,1.002
0.742857,0.5479,0.0249,0.8385,1.002
0.744747,0.5474,0.0254,0.8394,1.002
0.746719,0.5484,0.0264,0.8390,1.003
0.750075,0.5489,0.0264,0.8394,1.003
0.751554,0.5479,0.0264,0.8390,1.002
0.753372,0.5484,0.0259,0.8394,1.003
0.755410,0.5484,0.0254,0.8390,1.003
0.758845,0.5489,0.0254,0.8390,1.003
0.759883,0.5494,0.0249,0.8394,1.004
0.761847,0.5494,0.0259,0.8394,1.004
0.763795,0.5484,0.0259,0.8390,1.003
0.767947,0.5474,0.0254,0.8390,1.002
0.768495,0.5474,0.0254,0.8394,1.002
0.770579,0.5474,0.0264,0.8390,1.002
0.771951,0.5479,0.0269,0.8380,1.002
0.774656,0.5484,0.0259,0.8390,1.003
0.776167,0.5484,0.0264,0.8380,1.002
0.778146,0.5474,0.0259,0.8380,1.001
0.780486,0.5479,0.0264,0.8380,1.002
0.782884,0.5484,0.0259,0.8385,1.002
0.786908,0.5484,0.0259,0.8385,1.002
0.787191,0.5474,0.0264,0.8375,1.001
0.789110,0.5474,0.0264,0.8365,1.000
0.791951,0.5474,0.0264,0.8365,1.000
0.793068,0.5469,0.0259,0.8370,1.000
0.795466,0.5474,0.0264,0.8365,1.000
0.797429,0.5474,0.0269,0.8365,1.000
0.799561,0.5479,0.0259,0.8370,1.001
0.801459,0.5479,0.0264,0.8380,1.002
0.803619,0.5474,0.0264,0.8375,1.001
0.805866,0.5484,0.0273,0.8380,1.002
0.808159,0.5479,0.0269,0.8380,1.002
0.810136,0.5474,0.0269,0.8385,1.002
0.812019,0.5474,0.0264,0.8380,1.001
0.814149,0.5469,0.0259,0.8375,1.001
0.817073,0.5474,0.0259,0.8385,1.002
0.818720,0.5474,0.0259,0.8399,1.003
0.820471,0.5469,0.0259,0.8380,1.001
0.822870,0.5474,0.0264,0.8390,1.002
0.824949,0.5479,0.0273,0.8385,1.002
0.826964,0.5469,0.0264,0.8394,1.002
0.829329,0.5464,0.0273,0.8390,1.002
0.831127,0.5460,0.0264,0.8385,1.001
0.833291,0.5460,0.0264,0.8375,1.000
0.835446,0.5479,0.0254,0.8380,1.002
0.837892,0.5503,0.0244,0.8394,1.004
0.839796,0.5513,0.0259,0.8409,1.006
0.843603,0.5523,0.0269,0.8414,1.007
0.844152,0.5508,0.0264,0.8404,1.005
0.845945,0.5484,0.0264,0.8399,1.003
0.847857,0.5474,0.0259,0.8380,1.001
0.849696,0.5455,0.0259,0.8360,0.999
0.852048,0.5440,0.0264,0.8365,0.998
0.854398,0.5401,0.0278,0.8380,0.997
0.856254,0.5523,0.0566,0.8604,1.024
0.859914,0.5562,0.0869,0.8917,1.055
0.861032,0.5303,0.0855,0.9059,1.053
0.862857,0.5577,0.1553,0.9674,1.127
0.865409,0.5103,0.0894,1.0074,1.133
0.867396,0.4864,0.0132,1.0929,1.196
0.869371,0.5059,0.2119,1.1036,1.232
0.871368,0.3653,0.1543,0.9894,1.066
0.873091,0.2891,0.0254,1.0567,1.096
0.875146,0.2788,-0.0410,1.0660,1.103
0.877616,0.2222,-0.0317,0.8092,0.840
0.879561,0.1948,-0.0239,0.8077,0.831
0.882349,0.2002,-0.0693,0.8932,0.918
0.884150,0.1836,-0.0923,0.8536,0.878
0.886054,0.1431,-0.0698,0.7628,0.779
0.888107,0.1138,-0.0215,0.7437,0.753
0.889871,0.1206,0.0156,0.8404,0.849
0.892166,0.1436,0.0151,0.9269,0.938
0.894373,0.2056,0.0176,1.0113,1.032
0.896439,0.2310,0.0601,0.9552,0.985
0.898883,0.2359,0.1192,0.8839,0.923
0.901738,0.2603,0.1528,0.8785,0.929
0.905132,0.3047,0.1353,0.9449,1.002
0.905384,0.3550,0.0796,1.0704,1.131
0.909871,0.3609,0.0264,1.1515,1.207
0.910430,0.3531,0.0039,1.1847,1.236
0.911297,0.3599,0.0195,1.2267,1.279
0.913284,0.3433,0.0225,1.2887,1.334
0.916104,0.2696,0.0161,1.2662,1.295
0.917401,0.2056,-0.0049,1.1569,1.175
0.919570,0.1865,-0.0254,1.0777,1.094
0.921722,0.1602,-0.0146,0.9649,0.978
0.924335,0.1499,-0.0054,0.8604,0.873
0.926250,0.2066,-0.0820,0.8160,0.846
0.927976,0.3448,-0.1587,0.8775,0.956
0.929859,0.5059,-0.1265,0.9869,1.116
0.933263,0.5342,-0.0693,0.9479,1.090
0.934218,0.4781,0.0083,0.8043,0.936
0.936267,0.4766,0.0601,0.7349,0.878
0.938332,0.6055,0.0899,0.9259,1.110
0.943286,0.6422,0.0908,0.9845,1.179
0.943977,0.5850,0.0996,0.9244,1.099
0.945092,0.5318,0.1099,0.8516,1.010
0.946943,0.4908,0.0737,0.8321,0.969
0.950014,0.4073,0.0361,0.8556,0.948
0.951837,0.3340,-0.0020,0.9254,0.984
0.953741,0.3076,-0.0586,1.0445,1.090
0.955685,0.3120,-0.0171,1.0978,1.141
0.958626,0.3428,0.1143,1.1461,1.202
0.959789,0.3062,0.0469,1.1080,1.151
0.961879,0.3477,0.0537,1.0812,1.137
0.964000,0.3609,0.1563,1.0660,1.136
0.972152,0.3409,0.0400,1.1486,1.199
0.972515,0.3262,-0.0034,1.1949,1.239
0.972682,0.2852,-0.0859,1.1427,1.181
0.972790,0.3062,-0.0571,1.0333,1.079
0.974841,0.4053,0.1196,0.9903,1.077
0.977515,0.4620,0.2139,0.9747,1.100
0.978678,0.4351,0.1382,0.9195,1.027
0.980566,0.4034,0.0415,0.9420,1.026
0.982880,0.3545,0.0303,0.9200,0.986
0.984877,0.2998,0.0171,0.8409,0.893
0.986967,0.2871,0.0679,0.8067,0.859
0.989179,0.2451,-0.0405,0.8023,0.840
0.991645,0.2901,-0.0376,0.8477,0.897
0.993636,0.4146,0.1065,0.9015,0.998
0.995469,0.4659,0.0957,0.9039,1.021
0.997567,0.4468,-0.0674,0.8839,0.993
0.999822,0.4307,-0.1362,0.8678,0.978
1.001791,0.4312,-0.0693,0.8536,0.959
1.003972,0.4024,-0.0298,0.8145,0.909
1.006125,0.3731,0.0151,0.7804,0.865
1.008532,0.3912,0.1265,0.8248,0.922
1.010160,0.4161,0.0361,0.9947,1.079
1.012191,0.3511,-0.1094,0.9835,1.050
1.014275,0.3199,-0.1016,0.7755,0.845
1.016564,0.3770,0.0220,0.7242,0.817
1.018621,0.4771,0.1021,0.8004,0.937
1.020689,0.5225,0.0938,0.8648,1.015
1.022983,0.4966,0.0947,0.8263,0.969
1.025137,0.4654,0.0737,0.7955,0.925
1.027319,0.3750,0.0068,0.7330,0.823
1.029549,0.2862,-0.1025,0.7037,0.767
1.031202,0.4322,0.0874,0.8853,0.989
1.033597,0.4312,0.1690,0.9894,1.092
1.035542,0.2681,0.0298,0.8399,0.882
1.037658,0.2427,-0.0874,0.9239,0.959
1.039727,0.2471,-0.1265,0.9820,1.021
1.041870,0.2261,-0.1582,0.8785,0.921
1.044082,0.2344,-0.1499,0.8932,0.935
1.046086,0.3091,-0.0757,1.1417,1.185
1.047897,0.3501,0.0488,1.2618,1.310
1.050112,0.3560,0.1094,1.2369,1.292
1.052407,0.2896,-0.0137,1.0577,1.097
1.054598,0.2315,-0.1133,0.9176,0.953
1.056646,0.2090,-0.1152,0.8233,0.857
1.060085,0.2437,-0.0264,0.8414,0.876
1.060927,0.2813,0.1030,1.0094,1.053
1.063285,0.2915,0.1441,1.1363,1.182
1.064952,0.2940,0.0654,1.1979,1.235
1.068695,0.2720,-0.0244,1.1295,1.162
1.069756,0.3218,0.0679,1.0948,1.143
1.071816,0.4439,0.2393,1.0719,1.185
1.073419,0.7384,0.3184,1.4054,1.619
1.078952,0.9908,0.2847,1.6442,1.941
1.079507,1.1056,0.2007,1.6706,2.013
1.080379,0.9557,0.1631,1.2804,1.606
1.081947,0.7935,0.1109,0.7515,1.099
1.085268,0.7843,0.0649,0.5191,0.943
1.086156,0.8736,0.0190,0.5674,1.042
1.088179,0.9386,-0.0288,0.6280,1.130
1.090081,0.8184,-0.1128,0.5254,0.979
1.093307,0.6114,-0.1431,0.2554,0.678
1.094354,0.4864,-0.0508,0.1152,0.502
1.096504,0.4327,0.0337,0.1621,0.463
1.098760,0.3965,0.0654,0.3589,0.539
1.105170,0.3453,0.0493,0.5484,0.650
1.105784,0.2852,-0.0181,0.6500,0.710
1.106360,0.2197,-0.1021,0.6700,0.712
1.107728,0.1655,-0.1201,0.7164,0.745
1.109670,0.1133,-0.0767,0.8702,0.881
1.111787,0.0703,-0.0625,1.0524,1.057
1.113898,0.0352,-0.0703,1.1339,1.137
1.115471,0.0474,-0.0508,1.3366,1.338
1.117967,0.0537,-0.1094,1.5138,1.519
1.119845,0.0791,-0.1416,1.6164,1.624
1.122088,0.1890,-0.1162,1.6379,1.653
1.124720,0.3072,-0.0571,1.6598,1.689
1.127059,0.3741,0.0581,1.6091,1.653
1.128388,0.4229,0.1045,1.6232,1.681
1.130360,0.4209,0.1480,1.4772,1.543
1.132403,0.4546,0.0991,1.3693,1.446
1.134655,0.4458,0.0112,1.0734,1.162
1.137077,0.4566,0.0767,0.8761,0.991
1.139030,0.3814,0.0957,0.6998,0.803
1.143123,0.2652,0.0205,0.5196,0.584
1.143879,0.2349,0.0498,0.5181,0.571
1.146416,0.2910,0.1426,0.6099,0.691
1.148416,0.2354,0.0151,0.5972,0.642
1.150331,0.3086,0.0474,0.4351,0.536
1.151506,0.4766,0.1475,0.7403,0.893
1.153863,0.4903,0.1548,0.9659,1.094
1.155927,0.4004,0.1299,0.9610,1.049
1.158683,0.3872,0.1743,0.9479,1.039
1.160210,0.4576,0.1997,1.1056,1.213
1.163037,0.5367,0.2217,1.1735,1.309
1.164190,0.5626,0.1924,1.1779,1.319
1.170370,0.4556,0.1436,0.9366,1.051
1.170858,0.3101,0.0518,0.6295,0.704
1.171072,0.2959,0.0689,0.7125,0.775
1.172269,0.3199,0.1558,0.7872,0.864
1.176041,0.2471,0.0913,0.6817,0.731
1.177202,0.1856,0.0913,0.3579,0.413
1.178733,0.1675,0.0850,0.3565,0.403
1.181522,0.1323,0.0356,0.4214,0.443
1.183099,0.1172,0.1011,0.3218,0.357
1.185198,0.1826,0.1592,0.4659,0.525
1.187038,0.1870,0.1680,0.5796,0.632
1.189344,0.1665,0.1704,0.3838,0.452
1.191430,0.2197,0.1773,0.4248,0.510
1.193820,0.2598,0.1699,0.4527,0.549
1.195569,0.1997,0.1616,0.3545,0.438
1.198014,0.0864,0.1377,0.1587,0.227
1.199956,0.0298,0.1275,0.1880,0.229
1.202433,0.0273,-0.0210,0.4122,0.414
1.204165,0.1870,-0.3604,1.0104,1.089
1.206947,0.6578,-0.4917,1.8981,2.068
1.209387,1.3136,-0.3711,3.4437,3.704
1.211879,1.0992,-0.2993,2.7000,2.930
1.213855,0.8067,-0.2647,1.8425,2.029
1.215173,0.7276,-0.1870,1.3781,1.570
1.217466,0.8912,0.0024,1.3869,1.649
