time,gFx,gFy,gFz,TgF
3.041391,0.5074,0.0234,0.8634,1.002
3.043362,0.5069,0.0230,0.8629,1.001
3.045690,0.5074,0.0234,0.8619,1.000
3.047631,0.5069,0.0234,0.8614,1.000
3.049746,0.5069,0.0225,0.8604,0.999
3.052502,0.5064,0.0234,0.8614,1.000
3.054141,0.5069,0.0239,0.8619,1.000
3.056033,0.5084,0.0234,0.8614,1.001
3.058354,0.5084,0.0239,0.8600,0.999
3.060620,0.5074,0.0239,0.8595,0.998
3.063098,0.5079,0.0230,0.8600,0.999
3.064508,0.5074,0.0234,0.8604,0.999
3.066418,0.5074,0.0234,0.8609,1.000
3.068748,0.5064,0.0234,0.8609,0.999
3.070757,0.5074,0.0239,0.8619,1.000
3.072888,0.5059,0.0244,0.8624,1.000
3.075014,0.5064,0.0239,0.8619,1.000
3.076909,0.5064,0.0239,0.8619,1.000
3.080043,0.5064,0.0239,0.8614,1.000
3.081542,0.5069,0.0244,0.8614,1.000
3.083305,0.5079,0.0230,0.8629,1.002
3.085493,0.5064,0.0230,0.8643,1.002
3.087700,0.5074,0.0220,0.8639,1.002
3.089843,0.5069,0.0225,0.8614,1.000
3.092019,0.5079,0.0234,0.8634,1.002
3.095822,0.5084,0.0230,0.8639,1.003
3.096322,0.5079,0.0234,0.8639,1.002
3.098386,0.5064,0.0230,0.8639,1.002
3.100286,0.5064,0.0234,0.8634,1.001
3.105154,0.5069,0.0234,0.8624,1.001
3.105578,0.5074,0.0239,0.8619,1.000
3.106465,0.5069,0.0239,0.8624,1.001
3.109049,0.5079,0.0244,0.8614,1.000
3.111622,0.5079,0.0239,0.8609,1.000
3.113247,0.5084,0.0234,0.8619,1.001
3.115229,0.5079,0.0234,0.8614,1.000
3.117130,0.5069,0.0234,0.8609,0.999
3.119550,0.5069,0.0225,0.8619,1.000
3.121482,0.5069,0.0230,0.8624,1.001
3.123540,0.5074,0.0234,0.8624,1.001
3.125805,0.5074,0.0234,0.8629,1.001
3.128855,0.5079,0.0234,0.8609,1.000
3.130164,0.5074,0.0244,0.8614,1.000
3.131842,0.5079,0.0234,0.8629,1.002
3.134074,0.5079,0.0234,0.8624,1.001
3.136642,0.5079,0.0244,0.8624,1.001
3.139353,0.5069,0.0249,0.8619,1.000
3.140608,0.5069,0.0239,0.8634,1.001
3.142582,0.5059,0.0234,0.8629,1.001
3.145458,0.5054,0.0230,0.8634,1.001
3.146675,0.5054,0.0234,0.8639,1.001
3.149051,0.5064,0.0244,0.8619,1.000
3.151001,0.5069,0.0239,0.8624,1.001
3.152852,0.5064,0.0239,0.8619,1.000
3.155374,0.5069,0.0230,0.8604,0.999
3.157361,0.5074,0.0230,0.8600,0.999
3.159386,0.5074,0.0239,0.8600,0.999
3.161782,0.5074,0.0230,0.8609,1.000
3.164157,0.5079,0.0234,0.8604,0.999
3.165603,0.5074,0.0230,0.8609,1.000
3.168705,0.5074,0.0230,0.8604,0.999
3.170155,0.5084,0.0234,0.8619,1.001
3.172737,0.5074,0.0239,0.8629,1.001
3.174264,0.5079,0.0239,0.8629,1.002
3.177255,0.5084,0.0234,0.8629,1.002
3.178964,0.5079,0.0234,0.8624,1.001
3.180640,0.5079,0.0225,0.8643,1.003
3.182917,0.5074,0.0230,0.8643,1.003
3.185338,0.5069,0.0239,0.8648,1.003
3.186735,0.5069,0.0234,0.8643,1.002
3.188783,0.5054,0.0239,0.8639,1.001
3.191521,0.5049,0.0234,0.8634,1.000
3.193949,0.5064,0.0239,0.8629,1.001
3.195382,0.5064,0.0239,0.8619,1.000
3.197340,0.5064,0.0239,0.8624,1.000
3.199757,0.5064,0.0234,0.8624,1.000
3.203383,0.5054,0.0234,0.8629,1.000
3.203637,0.5059,0.0244,0.8619,1.000
3.206557,0.5064,0.0244,0.8624,1.000
3.207779,0.5074,0.0239,0.8619,1.000
3.210765,0.5069,0.0234,0.8624,1.001
3.212676,0.5079,0.0234,0.8609,1.000
3.214548,0.5079,0.0234,0.8619,1.001
3.217141,0.5084,0.0239,0.8604,1.000
3.218709,0.5079,0.0239,0.8609,1.000
3.220516,0.5059,0.0230,0.8609,0.999
3.222946,0.5069,0.0234,0.8609,0.999
3.225406,0.5084,0.0234,0.8624,1.001
3.227519,0.5079,0.0230,0.8629,1.002
3.228951,0.5074,0.0230,0.8624,1.001
3.231074,0.5069,0.0230,0.8634,1.001
3.234321,0.5069,0.0225,0.8629,1.001
3.236224,0.5074,0.0230,0.8643,1.003
3.237094,0.5074,0.0239,0.8643,1.003
3.239673,0.5074,0.0239,0.8639,1.002
3.241750,0.5079,0.0230,0.8634,1.002
3.243925,0.5074,0.0234,0.8624,1.001
3.246394,0.5074,0.0234,0.8629,1.001
3.247914,0.5069,0.0234,0.8634,1.001
3.249970,0.5069,0.0239,0.8624,1.001
3.252394,0.5069,0.0234,0.8624,1.001
3.254134,0.5064,0.0244,0.8629,1.001
3.256170,0.5064,0.0234,0.8614,1.000
3.258501,0.5064,0.0234,0.8614,1.000
3.260755,0.5069,0.0230,0.8609,0.999
3.262698,0.5069,0.0239,0.8609,0.999
3.264792,0.5079,0.0239,0.8609,1.000
3.266664,0.5088,0.0239,0.8614,1.001
3.268729,0.5079,0.0239,0.8619,1.001
3.271456,0.5069,0.0239,0.8624,1.001
3.273339,0.5074,0.0239,0.8624,1.001
3.275453,0.5074,0.0239,0.8619,1.000
3.277631,0.5074,0.0244,0.8619,1.000
3.279722,0.5064,0.0234,0.8624,1.000
3.281675,0.5059,0.0234,0.8624,1.000
3.283903,0.5059,0.0234,0.8619,1.000
3.286651,0.5064,0.0234,0.8629,1.001
3.288279,0.5069,0.0239,0.8619,1.000
3.290262,0.5064,0.0244,0.8629,1.001
3.292893,0.5074,0.0234,0.8629,1.001
3.294544,0.5069,0.0234,0.8639,1.002
3.296647,0.5074,0.0225,0.8643,1.003
3.298572,0.5084,0.0230,0.8648,1.003
3.300642,0.5079,0.0239,0.8639,1.002
3.302947,0.5074,0.0234,0.8639,1.002
3.305606,0.5079,0.0230,0.8648,1.003
3.307158,0.5074,0.0234,0.8634,1.002
3.309040,0.5079,0.0239,0.8629,1.002
3.311156,0.5084,0.0225,0.8614,1.000
3.312980,0.5074,0.0239,0.8614,1.000
3.315320,0.5064,0.0239,0.8614,1.000
3.317462,0.5069,0.0234,0.8604,0.999
3.320811,0.5079,0.0234,0.8600,0.999
3.322304,0.5074,0.0234,0.8595,0.998
3.323850,0.5064,0.0234,0.8600,0.998
3.326157,0.5069,0.0239,0.8604,0.999
3.328592,0.5069,0.0234,0.8600,0.998
3.330305,0.5074,0.0239,0.8604,0.999
3.332302,0.5069,0.0239,0.8600,0.999
3.334322,0.5079,0.0244,0.8604,0.999
3.336710,0.5079,0.0244,0.8624,1.001
3.339235,0.5064,0.0239,0.8629,1.001
3.340714,0.5064,0.0234,0.8643,1.002
3.342551,0.5069,0.0234,0.8634,1.001
3.344902,0.5069,0.0234,0.8634,1.001
3.346662,0.5064,0.0225,0.8629,1.001
3.348933,0.5064,0.0225,0.8634,1.001
3.351289,0.5064,0.0239,0.8634,1.001
3.353886,0.5074,0.0230,0.8624,1.001
3.355624,0.5069,0.0234,0.8619,1.000
3.357582,0.5069,0.0230,0.8619,1.000
3.359804,0.5079,0.0225,0.8634,1.002
3.361817,0.5088,0.0225,0.8619,1.001
3.363929,0.5088,0.0220,0.8619,1.001
3.365921,0.5074,0.0225,0.8609,1.000
3.368100,0.5074,0.0234,0.8619,1.000
3.370653,0.5074,0.0230,0.8609,1.000
3.372997,0.5069,0.0230,0.8624,1.001
3.374476,0.5074,0.0230,0.8624,1.001
3.376926,0.5074,0.0234,0.8614,1.000
3.378509,0.5074,0.0234,0.8619,1.000
3.380692,0.5074,0.0234,0.8619,1.000
3.382897,0.5069,0.0244,0.8614,1.000
3.385509,0.5059,0.0239,0.8614,0.999
3.387147,0.5069,0.0230,0.8609,0.999
3.390745,0.5064,0.0239,0.8614,1.000
3.391698,0.5069,0.0234,0.8609,0.999
3.393232,0.5074,0.0239,0.8629,1.001
3.395418,0.5064,0.0234,0.8629,1.001
3.397597,0.5069,0.0234,0.8619,1.000
3.401329,0.5074,0.0239,0.8619,1.000
3.402270,0.5069,0.0239,0.8634,1.001
3.405388,0.5074,0.0239,0.8639,1.002
3.406472,0.5074,0.0234,0.8643,1.003
3.408237,0.5084,0.0234,0.8629,1.002
3.410740,0.5079,0.0230,0.8629,1.002
3.412435,0.5074,0.0225,0.8639,1.002
3.414516,0.5064,0.0215,0.8639,1.002
3.416638,0.5079,0.0225,0.8639,1.002
3.419542,0.5079,0.0225,0.8639,1.002
3.421034,0.5079,0.0225,0.8643,1.003
3.424114,0.5074,0.0230,0.8634,1.002
3.425144,0.5064,0.0230,0.8619,1.000
3.427317,0.5054,0.0230,0.8624,1.000
3.429174,0.5064,0.0225,0.8614,0.999
3.431728,0.5069,0.0234,0.8614,1.000
3.433520,0.5074,0.0239,0.8619,1.000
3.435879,0.5064,0.0239,0.8614,1.000
3.437989,0.5054,0.0239,0.8600,0.998
3.440668,0.5074,0.0239,0.8604,0.999
3.441879,0.5084,0.0239,0.8604,1.000
3.444066,0.5079,0.0244,0.8609,1.000
3.446187,0.5079,0.0244,0.8600,0.999
3.448356,0.5064,0.0239,0.8609,0.999
3.450399,0.5064,0.0239,0.8614,1.000
3.452637,0.5064,0.0244,0.8609,0.999
3.458526,0.5064,0.0234,0.8614,1.000
3.459402,0.5069,0.0239,0.8624,1.001
3.462736,0.5074,0.0230,0.8634,1.002
3.462914,0.5069,0.0239,0.8629,1.001
3.463038,0.5064,0.0230,0.8624,1.000
3.465168,0.5059,0.0230,0.8629,1.001
3.467243,0.5059,0.0225,0.8634,1.001
3.469601,0.5069,0.0234,0.8629,1.001
3.471396,0.5069,0.0230,0.8629,1.001
3.474346,0.5074,0.0234,0.8639,1.002
3.476153,0.5074,0.0220,0.8629,1.001
3.478020,0.5074,0.0225,0.8624,1.001
3.480467,0.5074,0.0230,0.8629,1.001
3.482268,0.5074,0.0234,0.8643,1.003
3.484406,0.5074,0.0239,0.8639,1.002
3.486919,0.5069,0.0239,0.8629,1.001
3.488450,0.5059,0.0230,0.8629,1.001
3.490682,0.5064,0.0230,0.8629,1.001
3.492483,0.5064,0.0234,0.8619,1.000
3.494495,0.5059,0.0234,0.8604,0.998
3.496758,0.5074,0.0234,0.8609,1.000
3.498787,0.5074,0.0234,0.8614,1.000
3.500808,0.5069,0.0234,0.8619,1.000
3.503540,0.5074,0.0244,0.8619,1.000
3.505275,0.5074,0.0239,0.8614,1.000
3.507375,0.5074,0.0239,0.8619,1.000
3.509124,0.5079,0.0244,0.8629,1.002
3.511363,0.5079,0.0239,0.8629,1.002
3.513568,0.5079,0.0244,0.8629,1.002
3.515570,0.5079,0.0239,0.8619,1.001
3.517656,0.5079,0.0239,0.8629,1.002
3.522017,0.5074,0.0234,0.8634,1.002
3.522377,0.5074,0.0239,0.8624,1.001
3.527468,0.5069,0.0244,0.8614,1.000
3.527583,0.5059,0.0230,0.8624,1.000
3.528105,0.5064,0.0230,0.8609,0.999
3.530404,0.5059,0.0239,0.8609,0.999
3.532404,0.5064,0.0230,0.8619,1.000
3.536523,0.5069,0.0220,0.8609,0.999
3.536923,0.5059,0.0230,0.8619,1.000
3.539530,0.5064,0.0234,0.8624,1.000
3.541082,0.5064,0.0239,0.8619,1.000
3.543455,0.5064,0.0230,0.8619,1.000
3.545065,0.5074,0.0230,0.8624,1.001
3.547170,0.5074,0.0230,0.8619,1.000
3.548925,0.5069,0.0234,0.8634,1.001
3.551454,0.5064,0.0234,0.8624,1.000
3.553453,0.5079,0.0239,0.8619,1.001
3.555635,0.5074,0.0230,0.8614,1.000
3.557462,0.5079,0.0225,0.8614,1.000
3.559869,0.5079,0.0225,0.8619,1.001
3.562357,0.5074,0.0230,0.8624,1.001
3.564215,0.5074,0.0234,0.8614,1.000
3.566100,0.5074,0.0234,0.8619,1.000
3.568436,0.5074,0.0239,0.8609,1.000
3.571141,0.5074,0.0244,0.8619,1.000
3.572515,0.5069,0.0244,0.8634,1.001
3.575827,0.5074,0.0244,0.8643,1.003
3.576415,0.5069,0.0249,0.8629,1.001
3.578765,0.5059,0.0239,0.8629,1.001
3.580796,0.5064,0.0239,0.8634,1.001
3.582926,0.5069,0.0239,0.8639,1.002
3.585091,0.5064,0.0230,0.8629,1.001
3.587253,0.5059,0.0234,0.8634,1.001
3.589413,0.5059,0.0230,0.8653,1.003
3.591227,0.5069,0.0230,0.8639,1.002
3.593532,0.5074,0.0225,0.8634,1.002
3.595915,0.5064,0.0215,0.8639,1.002
3.597698,0.5079,0.0220,0.8629,1.001
3.600161,0.5084,0.0230,0.8624,1.001
3.602237,0.5088,0.0230,0.8624,1.002
3.604242,0.5088,0.0230,0.8619,1.001
3.606190,0.5088,0.0239,0.8614,1.001
3.610348,0.5074,0.0234,0.8619,1.000
3.610696,0.5079,0.0230,0.8614,1.000
3.612555,0.5079,0.0234,0.8624,1.001
3.615312,0.5074,0.0234,0.8629,1.001
3.617135,0.5064,0.0234,0.8629,1.001
3.619972,0.5069,0.0239,0.8614,1.000
3.621149,0.5069,0.0234,0.8614,1.000
3.623551,0.5069,0.0230,0.8614,1.000
3.625156,0.5069,0.0234,0.8614,1.000
3.627035,0.5064,0.0234,0.8614,1.000
3.630342,0.5059,0.0239,0.8624,1.000
3.631263,0.5064,0.0239,0.8634,1.001
3.634497,0.5054,0.0239,0.8639,1.001
3.638259,0.5064,0.0234,0.8634,1.001
3.638436,0.5069,0.0239,0.8634,1.001
3.639868,0.5059,0.0234,0.8643,1.002
3.641780,0.5064,0.0230,0.8639,1.002
3.644432,0.5064,0.0239,0.8639,1.002
3.646135,0.5074,0.0234,0.8634,1.002
3.648329,0.5064,0.0230,0.8634,1.001
3.650404,0.5069,0.0230,0.8624,1.001
3.652610,0.5064,0.0230,0.8619,1.000
3.654697,0.5069,0.0234,0.8619,1.000
3.657271,0.5074,0.0234,0.8624,1.001
3.659023,0.5079,0.0234,0.8619,1.001
3.661856,0.5084,0.0234,0.8619,1.001
3.663242,0.5079,0.0234,0.8619,1.001
3.665320,0.5074,0.0239,0.8614,1.000
3.667032,0.5079,0.0239,0.8609,1.000
3.669797,0.5074,0.0234,0.8600,0.999
3.671644,0.5079,0.0230,0.8609,1.000
3.673869,0.5069,0.0230,0.8629,1.001
3.675524,0.5069,0.0234,0.8619,1.000
3.677923,0.5069,0.0239,0.8614,1.000
3.680005,0.5069,0.0239,0.8609,0.999
3.682164,0.5064,0.0234,0.8614,1.000
3.684184,0.5059,0.0230,0.8614,0.999
3.686849,0.5069,0.0234,0.8619,1.000
3.688544,0.5064,0.0230,0.8624,1.000
3.690756,0.5069,0.0234,0.8634,1.001
3.692847,0.5069,0.0239,0.8634,1.001
3.694906,0.5069,0.0234,0.8624,1.001
3.697017,0.5064,0.0225,0.8629,1.001
3.699050,0.5059,0.0230,0.8639,1.001
3.701146,0.5074,0.0230,0.8648,1.003
3.703992,0.5079,0.0234,0.8639,1.002
3.705577,0.5069,0.0234,0.8629,1.001
3.707589,0.5069,0.0234,0.8629,1.001
3.709263,0.5064,0.0230,0.8619,1.000
3.711484,0.5069,0.0230,0.8614,1.000
3.714682,0.5064,0.0225,0.8624,1.000
3.715846,0.5064,0.0234,0.8614,1.000
3.718312,0.5074,0.0234,0.8604,0.999
3.722082,0.5074,0.0230,0.8614,1.000
3.722492,0.5074,0.0230,0.8609,1.000
3.724334,0.5069,0.0225,0.8614,1.000
3.726407,0.5069,0.0225,0.8619,1.000
3.728561,0.5079,0.0230,0.8619,1.001
3.730725,0.5074,0.0225,0.8634,1.002
3.732692,0.5074,0.0230,0.8634,1.002
3.734741,0.5074,0.0234,0.8634,1.002
3.737031,0.5069,0.0234,0.8629,1.001
3.739018,0.5074,0.0234,0.8619,1.000
3.741013,0.5069,0.0239,0.8609,0.999
3.743271,0.5084,0.0249,0.8624,1.001
3.745365,0.5079,0.0234,0.8619,1.001
3.747076,0.5079,0.0239,0.8619,1.001
3.749255,0.5074,0.0239,0.8619,1.000
3.751677,0.5064,0.0234,0.8614,1.000
3.754023,0.5064,0.0244,0.8609,0.999
3.755872,0.5074,0.0239,0.8614,1.000
3.757969,0.5074,0.0244,0.8619,1.000
3.759943,0.5079,0.0234,0.8624,1.001
3.762203,0.5084,0.0234,0.8629,1.002
3.764296,0.5084,0.0239,0.8639,1.003
3.766352,0.5074,0.0230,0.8629,1.001
3.768438,0.5074,0.0239,0.8639,1.002
3.770935,0.5074,0.0234,0.8629,1.001
3.773186,0.5074,0.0234,0.8629,1.001
3.774794,0.5074,0.0234,0.8634,1.002
3.777062,0.5064,0.0234,0.8639,1.002
3.779114,0.5074,0.0230,0.8634,1.002
3.781366,0.5074,0.0234,0.8619,1.000
3.783365,0.5074,0.0239,0.8614,1.000
3.785399,0.5069,0.0239,0.8619,1.000
3.787479,0.5069,0.0239,0.8614,1.000
3.789463,0.5079,0.0239,0.8629,1.002
3.792587,0.5074,0.0239,0.8614,1.000
3.793445,0.5074,0.0230,0.8614,1.000
3.795621,0.5064,0.0234,0.8614,1.000
3.798193,0.5074,0.0239,0.8619,1.000
3.800157,0.5069,0.0239,0.8619,1.000
3.802169,0.5074,0.0244,0.8614,1.000
3.804394,0.5069,0.0244,0.8609,0.999
3.806427,0.5074,0.0239,0.8609,1.000
3.808694,0.5064,0.0244,0.8624,1.000
3.810926,0.5064,0.0239,0.8614,1.000
3.812721,0.5069,0.0239,0.8619,1.000
3.815665,0.5059,0.0239,0.8619,1.000
3.816934,0.5059,0.0239,0.8619,1.000
3.819017,0.5064,0.0234,0.8624,1.000
3.821565,0.5069,0.0234,0.8634,1.001
3.823914,0.5069,0.0234,0.8629,1.001
3.825532,0.5069,0.0234,0.8619,1.000
3.828479,0.5074,0.0239,0.8609,1.000
3.830837,0.5079,0.0239,0.8624,1.001
3.831730,0.5079,0.0234,0.8614,1.000
3.834005,0.5088,0.0239,0.8624,1.002
3.835893,0.5074,0.0239,0.8634,1.002
3.838996,0.5069,0.0239,0.8643,1.002
3.846311,0.5069,0.0234,0.8624,1.001
3.846568,0.5069,0.0239,0.8624,1.001
3.846675,0.5069,0.0230,0.8634,1.001
3.846746,0.5064,0.0239,0.8634,1.001
3.848494,0.5074,0.0234,0.8634,1.002
3.850854,0.5074,0.0230,0.8609,1.000
3.852702,0.5069,0.0230,0.8624,1.001
3.855345,0.5069,0.0234,0.8634,1.001
3.856892,0.5074,0.0239,0.8629,1.001
3.859010,0.5074,0.0239,0.8624,1.001
3.861167,0.5084,0.0239,0.8624,1.001
3.863463,0.5074,0.0244,0.8624,1.001
3.865556,0.5069,0.0234,0.8629,1.001
3.867384,0.5069,0.0230,0.8614,1.000
3.869447,0.5059,0.0234,0.8619,1.000
3.871466,0.5059,0.0234,0.8619,1.000
3.873609,0.5069,0.0239,0.8609,0.999
3.875806,0.5069,0.0234,0.8609,0.999
3.879179,0.5069,0.0234,0.8614,1.000
3.880147,0.5064,0.0230,0.8609,0.999
3.882561,0.5064,0.0230,0.8609,0.999
3.884483,0.5074,0.0239,0.8614,1.000
3.886761,0.5074,0.0225,0.8609,1.000
3.888799,0.5074,0.0234,0.8629,1.001
3.891017,0.5069,0.0230,0.8629,1.001
3.892773,0.5074,0.0230,0.8624,1.001
3.894862,0.5084,0.0234,0.8639,1.003
3.897161,0.5074,0.0230,0.8634,1.002
3.899162,0.5074,0.0239,0.8634,1.002
3.901416,0.5079,0.0234,0.8643,1.003
3.903762,0.5079,0.0234,0.8634,1.002
3.906075,0.5088,0.0234,0.8643,1.003
3.907826,0.5079,0.0234,0.8639,1.002
3.909602,0.5069,0.0234,0.8629,1.001
3.911944,0.5074,0.0234,0.8624,1.001
3.913824,0.5069,0.0230,0.8629,1.001
3.915943,0.5079,0.0225,0.8629,1.001
3.918274,0.5084,0.0234,0.8624,1.001
3.921177,0.5084,0.0225,0.8634,1.002
3.922438,0.5079,0.0225,0.8619,1.001
3.925069,0.5079,0.0234,0.8624,1.001
3.926754,0.5088,0.0244,0.8614,1.001
3.928677,0.5074,0.0249,0.8609,1.000
3.930859,0.5074,0.0239,0.8604,0.999
3.933019,0.5064,0.0244,0.8614,1.000
3.935441,0.5069,0.0244,0.8614,1.000
3.937116,0.5074,0.0244,0.8609,1.000
3.939521,0.5064,0.0244,0.8614,1.000
3.941298,0.5064,0.0239,0.8619,1.000
3.943240,0.5069,0.0234,0.8609,0.999
3.945513,0.5064,0.0244,0.8600,0.998
3.947457,0.5064,0.0234,0.8609,0.999
3.949416,0.5069,0.0239,0.8619,1.000
3.952057,0.5069,0.0239,0.8624,1.001
3.953867,0.5074,0.0234,0.8619,1.000
3.957484,0.5079,0.0234,0.8619,1.001
3.959483,0.5079,0.0234,0.8634,1.002
3.960727,0.5084,0.0230,0.8614,1.000
3.962455,0.5074,0.0234,0.8624,1.001
3.964488,0.5069,0.0230,0.8614,1.000
3.966532,0.5064,0.0239,0.8624,1.000
3.968844,0.5064,0.0234,0.8619,1.000
3.971059,0.5064,0.0234,0.8624,1.000
3.973149,0.5074,0.0230,0.8629,1.001
3.974942,0.5074,0.0230,0.8629,1.001
3.977186,0.5079,0.0234,0.8629,1.002
3.979254,0.5084,0.0234,0.8624,1.001
3.981268,0.5074,0.0239,0.8624,1.001
3.983396,0.5074,0.0234,0.8619,1.000
3.985767,0.5079,0.0230,0.8624,1.001
3.987378,0.5074,0.0239,0.8619,1.000
3.989636,0.5079,0.0249,0.8609,1.000
3.991824,0.5069,0.0249,0.8619,1.000
3.994155,0.5074,0.0239,0.8614,1.000
3.996141,0.5064,0.0239,0.8604,0.999
3.998178,0.5064,0.0244,0.8604,0.999
4.000345,0.5069,0.0234,0.8614,1.000
4.002563,0.5074,0.0230,0.8609,1.000
4.004642,0.5074,0.0230,0.8619,1.000
4.007226,0.5059,0.0230,0.8624,1.000
4.009703,0.5069,0.0234,0.8639,1.002
4.010701,0.5069,0.0230,0.8639,1.002
4.012902,0.5059,0.0234,0.8634,1.001
4.015112,0.5064,0.0234,0.8629,1.001
4.017237,0.5049,0.0230,0.8648,1.002
4.019279,0.4942,0.0205,0.8643,0.996
4.023928,0.4937,0.0254,0.8756,1.005
4.024134,0.4820,0.0122,0.8936,1.015
4.025464,0.4288,-0.0210,0.9327,1.027
4.027551,0.4234,0.0010,1.0079,1.093
4.029500,0.4190,0.1485,1.1129,1.198
4.031750,0.4981,0.1670,1.1051,1.224
4.033752,0.4957,0.0850,1.2936,1.388
4.035986,0.3076,0.0103,1.1608,1.201
4.039732,0.2412,0.1831,1.2853,1.320
4.043839,0.1851,0.2188,1.1803,1.215
4.044256,0.1597,0.1387,1.0538,1.075
4.044313,0.1470,0.0464,1.0416,1.053
4.046789,0.1089,0.0190,0.8800,0.887
4.048833,0.0713,0.0083,0.9205,0.923
4.050950,0.0371,0.0029,0.8888,0.890
4.053231,0.0068,-0.0122,0.8092,0.809
4.055977,-0.0205,-0.0313,0.7374,0.738
4.057885,-0.0308,-0.0698,0.8248,0.828
4.059334,-0.0352,-0.1030,0.9698,0.976
4.061526,-0.0459,-0.1206,0.8902,0.900
4.063484,-0.0249,-0.1499,0.9850,0.997
4.065801,0.0859,-0.1655,1.0875,1.103
4.067505,0.2271,-0.1079,1.0753,1.104
4.069653,0.3208,-0.0635,1.1119,1.159
4.072615,0.4058,-0.0234,1.1920,1.259
4.074116,0.4371,0.0083,1.1520,1.232
4.076150,0.4566,0.0366,1.1202,1.210
4.078304,0.4717,0.0464,1.1256,1.221
4.080349,0.4458,0.0386,0.9938,1.090
4.082369,0.4302,0.0469,0.9244,1.021
4.084577,0.4200,0.0649,0.9181,1.012
4.088037,0.3877,0.0855,0.8492,0.937
4.089594,0.3335,0.0894,0.7857,0.858
4.091565,0.2779,0.0776,0.7496,0.803
4.092904,0.2456,0.0767,0.7926,0.833
4.095672,0.2202,0.0801,0.7955,0.829
4.097247,0.1973,0.0757,0.7887,0.816
4.099396,0.2373,0.0938,0.8893,0.925
4.101482,0.3755,0.1294,1.0030,1.079
4.104029,0.4532,0.0894,1.1383,1.228
4.106283,0.4439,0.0557,0.9679,1.066
4.107769,0.4200,0.0488,0.8087,0.913
4.109687,0.4136,0.0659,0.8453,0.943
4.111793,0.3023,0.0557,0.8883,0.940
4.113928,0.2124,0.0430,0.8980,0.924
4.116172,0.1797,0.0591,0.9532,0.972
4.118120,0.1934,0.0972,1.0211,1.044
4.122055,0.2378,0.1646,1.1466,1.183
4.123731,0.2271,0.1231,1.0445,1.076
4.126126,0.2583,0.0845,1.0157,1.051
4.128493,0.2632,-0.0254,0.9962,1.031
4.128940,0.2295,-0.0464,0.8209,0.854
4.131000,0.2876,-0.0195,1.0143,1.054
4.133059,0.3423,-0.0220,1.1144,1.166
4.138412,0.3472,-0.0640,0.9498,1.013
4.138513,0.3321,-0.0811,0.9518,1.011
4.139796,0.3257,-0.0635,1.0216,1.074
4.141590,0.3135,-0.0210,1.0182,1.066
4.143776,0.3052,0.0205,0.9928,1.039
4.145819,0.2862,0.0151,0.9850,1.026
4.147721,0.2818,0.0024,0.9210,0.963
4.149749,0.2657,-0.0146,0.8961,0.935
4.152128,0.2486,-0.0347,0.9562,0.989
4.154382,0.1895,-0.0825,0.9977,1.019
4.156274,0.1465,-0.0933,0.9347,0.951
4.158922,0.1670,-0.0625,0.8795,0.897
4.160786,0.1714,-0.0752,0.8502,0.871
4.162549,0.2051,-0.0469,0.9386,0.962
4.164774,0.2735,-0.0098,1.0880,1.122
4.167092,0.2700,-0.1231,0.8868,0.935
4.169048,0.3384,-0.1690,0.8585,0.938
4.171169,0.5655,0.0156,1.1857,1.314
4.174877,0.7340,0.0884,1.8561,1.998
4.175767,0.6763,0.0327,1.2946,1.461
4.178732,0.6768,0.0024,0.6724,0.954
4.179748,0.7481,-0.0313,0.3462,0.825
4.182923,0.8341,-0.0899,0.3472,0.908
4.183674,0.9942,-0.0816,0.8751,1.327
4.186408,1.0773,0.0088,1.1193,1.553
4.187822,0.9322,0.0996,0.7628,1.209
4.189805,0.7921,0.1338,0.9615,1.253
4.191952,0.6719,0.1128,0.9684,1.184
4.193879,0.5723,0.0781,0.7413,0.940
4.196109,0.5127,0.0571,0.8751,1.016
4.198349,0.4576,0.0298,0.8067,0.928
4.200622,0.4048,0.0049,0.6509,0.767
4.202729,0.3619,-0.0054,0.8336,0.909
4.204984,0.3257,0.0059,0.9537,1.008
4.206944,0.2818,0.0298,0.8868,0.931
4.209169,0.2349,0.0493,0.8194,0.854
4.211162,0.2090,0.0816,1.0016,1.026
4.213443,0.1782,0.1548,1.1388,1.163
4.215571,0.2061,0.1182,1.3117,1.333
4.217488,0.2193,0.1953,1.1251,1.163
4.219518,0.1641,0.3150,0.9654,1.029
4.222083,0.1963,0.4063,1.3141,1.389
4.223814,0.1372,0.3125,1.1613,1.210
4.225893,0.1499,0.1524,1.0128,1.035
4.227728,0.1279,0.0752,0.6934,0.709
4.230011,0.1509,0.0171,0.7843,0.799
4.232190,0.1572,-0.0117,0.9112,0.925
4.235086,0.1616,-0.0234,0.9093,0.924
4.236856,0.1538,0.0366,0.7735,0.790
4.240627,0.1719,-0.0405,0.9400,0.956
4.240834,0.3438,-0.1094,1.2980,1.347
4.243384,0.4942,-0.1143,1.4430,1.530
4.244975,0.5347,-0.0693,1.0909,1.217
4.247055,0.5943,0.0020,0.9098,1.087
4.249017,0.5904,0.0723,0.7247,0.938
4.251189,0.4971,0.1817,0.5552,0.767
4.253259,0.3726,0.2144,0.6544,0.783
4.257966,0.4024,-0.0269,1.1022,1.174
4.258402,0.3521,-0.0947,1.1285,1.186
4.259576,0.3296,-0.0855,0.7642,0.837
4.261740,0.3243,-0.0996,0.7178,0.794
