time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.003615,-5.7858,1.4399,2.7699,6.574
3.008422,-6.1091,1.3481,-3.3706,7.106
3.012602,-6.0361,1.2853,-8.1316,10.208
3.02097,-4.0891,1.918,-4.8659,6.639
3.025,-2.2765,-0.3966,-6.6872,7.075
3.029199,0.7825,-1.2484,-1.4279,2.052
3.033755,4.1264,-1.0743,5.0612,6.618
3.038087,5.1485,1.1854,8.0722,9.647
3.046859,3.8322,-0.4026,10.3165,11.013
3.050729,0.4627,-0.7041,7.4141,7.462
3.054955,-1.1944,0.0476,3.9484,4.125
3.059435,-1.984,1.261,-0.272,2.367
3.063182,-2.2448,0.2255,-6.2902,6.683
3.071653,-2.7324,-0.9101,-4.4708,5.318
3.076555,-2.7926,-0.8374,-3.8398,4.821
3.079664,-2.1976,1.0901,-2.9161,3.811
3.089932,-2.7672,-0.7464,-7.035,7.596
3.090337,-2.2894,0.1113,-3.1421,3.889
3.092589,-1.7569,-1.144,-3.0416,3.694
3.101528,1.8372,-4.1567,6.5851,8.001
3.105527,5.7463,-0.8489,11.8052,13.157
3.109629,5.2554,-0.8843,6.3011,8.253
3.11326,1.9991,-0.0955,-3.1715,3.75
3.117811,-0.191,0.7321,-0.7204,1.045
3.126411,-1.6345,1.8326,0.0284,2.456
3.130417,-2.5019,0.4375,-3.3326,4.19
3.135237,-2.6374,0.5579,-3.2338,4.21
3.13945,0.1387,-0.8249,1.4373,1.663
3.143532,3.149,-1.0734,-1.1583,3.523
3.147252,1.9133,3.144,-0.0982,3.682
3.156418,-1.1927,1.8593,6.7525,7.105
3.159803,4.0307,-2.8372,11.0271,12.079
3.165094,3.1934,1.1918,-2.2584,4.089
3.168922,-0.7549,2.8293,-3.6177,4.654
3.173476,-1.6863,0.1421,-1.969,2.596
3.182364,-0.0034,-1.029,-6.6379,6.717
3.185953,-0.2319,-0.6788,-8.2184,8.25
3.190272,-0.2357,-0.4208,-7.3344,7.35
3.193954,0.6796,-0.8795,-3.8408,3.998
3.19823,2.6786,-1.1975,-1.0101,3.103
3.20697,1.0653,2.304,11.7691,12.04
3.210934,-2.1261,4.0475,6.4508,7.907
3.215048,-2.2353,-0.9508,-4.0507,4.723
3.219235,-0.6071,-2.3048,-3.4062,4.157
3.224009,2.0059,-3.6046,-0.4687,4.152
3.227546,1.2725,-1.9117,-0.4554,2.341
3.235764,-0.6082,0.1013,3.1651,3.225
3.240398,-0.7622,-0.2562,-0.4094,0.902
3.244995,-0.5432,-2.1465,-0.4866,2.267
3.250244,0.9436,-3.3118,5.5995,6.574
3.252978,6.8718,-1.6247,14.374,16.015
3.261669,7.2427,2.0029,10.0514,12.55
3.267137,2.9025,4.3299,-5.3637,7.479
3.269789,1.0069,0.789,-3.5789,3.801
3.277328,-1.1165,0.3095,-5.4165,5.539
3.278229,-2.1231,-1.0776,-4.7988,5.357
3.290391,-2.9416,-2.3264,-2.0187,4.259
3.290774,-3.51,-2.2232,-4.2896,5.972
3.295204,1.9536,-3.5818,0.9758,4.195
3.299373,6.7005,-3.4735,2.6948,8.014
3.303766,9.3756,-1.8063,0.6809,9.572
3.307655,6.8024,0.7619,-6.1483,9.201
3.315635,4.1103,3.4443,13.146,14.198
3.319859,-0.7883,2.1072,-1.1266,2.516
3.324065,-3.5697,1.9338,0.1026,4.061
3.328795,-6.3171,1.2662,-5.9459,8.767
3.33318,-7.9835,0.895,-4.8438,9.381
3.341576,-9.573,0.8875,-8.3555,12.738
3.345778,-9.8188,0.9436,-9.981,14.033
3.349766,-7.0096,0.3726,-8.173,10.774
3.35383,-3.7145,0.6273,-3.5238,5.158
3.358728,-0.0147,1.8251,0.0532,1.826
3.362689,6.8254,0.8659,7.6435,10.284
3.371129,11.5759,-1.2823,12.8684,17.356
3.377577,9.5438,3.9472,6.0545,11.972
3.379499,6.694,6.53,3.6456,10.037
3.388091,3.4392,4.1681,-3.2487,6.305
3.388715,1.0486,2.1868,-7.3539,7.743
3.396036,-1.4858,2.2872,-8.8595,9.27
3.399888,-3.3763,0.4749,-4.3456,5.524
3.404403,-4.933,-0.2447,-3.8513,6.263
3.408944,-6.4785,-0.399,-2.1957,6.852
3.413019,-5.8556,-0.8062,1.315,6.055
3.421372,0.0827,-1.5234,15.8596,15.933
3.426267,4.3749,-0.4392,5.4249,6.983
3.429784,6.636,1.043,4.5151,8.094
3.435031,5.5013,2.1513,3.9327,7.096
3.438445,1.8872,-0.1962,6.5141,6.785
3.443191,-1.08,-0.8375,6.0563,6.209
3.451549,-2.5426,-0.4733,1.5004,2.99
3.455317,-3.8195,-0.4169,-3.9105,5.482
3.46011,-4.2912,-1.8886,-0.2303,4.694
3.463911,-0.637,-2.8807,2.888,4.129
3.467918,1.9185,-2.4266,-6.7417,7.418
3.47745,3.3797,-2.3818,-4.0923,5.817
3.480191,4.1529,0.3821,2.4981,4.861
3.490215,3.394,1.5349,2.8322,4.679
3.490869,1.0281,2.013,-4.7314,5.244
3.493229,-1.2109,0.1017,-1.3324,1.803
3.501671,-0.4253,-2.2953,-2.9843,3.789
3.50622,-0.3756,-2.6971,-9.6089,9.987
3.510086,-1.3086,-1.7432,-10.771,10.989
3.514335,-1.8796,1.3491,-3.2775,4.012
3.518619,-1.3802,2.97,-2.9776,4.426
3.523255,-1.0276,3.0504,-3.8274,5.001
