time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.001159,4.3958,0.1202,-4.3396,6.178
3.005455,0.7343,-0.9283,-8.3459,8.429
3.009581,-1.463,-1.7481,-11.025,11.258
3.018217,-3.3011,-2.5508,-11.121,11.878
3.022721,-0.686,-3.2204,0.7379,3.374
3.026177,-0.939,-0.3848,-6.9108,6.985
3.030979,0.3713,0.1749,-5.838,5.852
3.035032,1.9317,0.0466,-7.3571,7.607
3.043539,5.0348,-1.6116,-2.9206,6.04
3.047531,6.2243,-0.1909,3.1409,6.974
3.05167,6.9179,1.0425,5.8542,9.122
3.056163,4.8876,0.2447,-0.5363,4.923
3.060361,2.0827,-0.8132,-3.4417,4.104
3.064215,-0.1217,-1.7832,-1.0503,2.073
3.075185,-2.2001,-2.7331,1.655,3.879
3.076959,-3.3012,-0.872,7.2234,7.99
3.081037,-2.4434,1.719,7.1547,7.753
3.085262,-2.849,2.1903,0.7541,3.672
3.08935,-3.9211,1.6606,-3.1783,5.314
3.098249,-3.9263,0.8104,1.4708,4.27
3.102071,-0.0209,-0.6331,4.5473,4.591
3.10604,5.3862,-1.1984,4.6537,7.218
3.11065,7.2038,0.898,-1.147,7.35
3.11468,5.4397,1.5836,-4.9589,7.529
3.123409,2.7893,1.1683,-8.8498,9.352
3.127626,1.0643,0.7637,-8.3754,8.477
3.131746,-0.4914,0.3357,-4.2903,4.331
3.136095,-3.587,0.4273,-1.6735,3.981
3.140117,-5.7497,0.6599,2.0635,6.144
3.144412,-5.2347,-0.8435,12.7922,13.848
3.152376,-3.9957,-1.1866,15.556,16.105
3.159592,0.6326,-1.4958,17.6549,17.729
3.161993,1.4748,0.1703,5.215,5.422
3.17063,1.3497,0.8353,0.6065,1.699
3.171023,0.4135,-0.4011,-1.6486,1.746
3.17818,-1.1271,-0.5375,-6.3471,6.469
3.183174,-2.4145,-0.7816,-8.1768,8.562
3.186065,-2.9841,-2.2633,-0.0899,3.746
3.190414,-2.4999,-1.3194,4.507,5.32
3.195066,0.2723,0.9306,5.4719,5.557
3.199492,-0.0947,-0.0522,-4.7526,4.754
3.207499,0.298,-1.1809,-11.9325,11.995
3.211873,2.5479,-1.9896,-5.781,6.623
3.216278,2.8353,-1.4862,-8.3354,8.929
3.219994,2.1694,-1.3707,-9.9374,10.263
3.224844,1.4998,-0.4051,-7.0369,7.206
3.233398,1.7272,1.1282,-4.6995,5.132
3.237301,2.1869,2.0542,1.666,3.432
3.241737,1.5076,2.8181,5.9163,6.724
3.245778,3.1112,2.0416,8.5483,9.323
3.250861,1.9677,-0.3318,2.8601,3.487
3.25993,0.5192,-0.6939,-1.239,1.512
3.263014,-0.8365,-0.4585,-5.5649,5.646
3.274278,-1.5436,-0.6642,-0.6201,1.791
3.274696,-1.2054,-0.8501,7.7583,7.897
3.274837,-0.3065,0.2429,6.9043,6.915
3.279055,-0.778,0.4733,0.0864,0.915
3.287574,-2.4845,0.5051,-2.4264,3.509
3.291764,-2.2496,-0.339,-0.2653,2.29
3.295962,-3.1466,-0.6416,-6.1301,6.92
3.299923,-3.2909,-1.5504,-7.2384,8.101
3.304293,-4.0617,-2.406,-6.0039,7.638
3.312523,-2.3141,-0.3718,-2.1966,3.212
3.317171,-0.4456,1.1195,-2.3335,2.626
3.321623,-1.765,0.0816,-5.3424,5.627
3.32565,1.4267,-1.3958,2.0208,2.84
3.329938,3.6638,-0.3374,6.2679,7.268
3.338545,4.272,1.5807,7.4789,8.757
3.343038,3.728,1.5665,7.6751,8.675
3.346378,4.4433,1.8187,8.2137,9.514
3.351439,2.7303,1.6368,4.2703,5.326
3.355326,-0.3603,0.3856,-3.9923,4.027
3.360233,-1.8056,-0.0821,-4.9562,5.276
3.370436,-2.0772,-0.1694,-2.2106,3.038
3.371796,-0.049,1.398,-1.9891,2.432
3.376159,1.495,1.2823,-3.9249,4.391
3.380142,-0.4125,1.2645,-8.1757,8.283
3.384553,-1.7445,0.1483,-3.246,3.688
3.392442,-1.8829,-0.3967,-1.1263,2.23
3.397262,-1.697,-3.9015,-1.8247,4.629
3.401771,-1.0276,-7.7309,0.3954,7.809
3.405591,1.1087,-4.5589,13.0262,13.845
3.410192,-1.3109,0.379,11.4397,11.521
3.414777,-3.0494,1.5089,1.0972,3.575
3.4227,-2.4619,1.5871,-5.1321,5.909
3.426458,-1.7372,2.0785,0.0433,2.709
3.430867,-2.7571,0.5532,0.1147,2.814
3.435345,-1.5553,-1.1031,3.8601,4.305
3.440283,-0.3864,-3.9032,5.0846,6.422
3.448945,-0.1816,-3.4914,3.838,5.192
3.452334,1.2222,-1.0503,1.8042,2.419
3.457441,-0.0076,0.5525,-1.3342,1.444
3.460676,2.9359,1.6439,1.2712,3.597
3.465071,4.6459,1.8009,-1.3801,5.17
3.476943,6.4608,2.7933,-1.2452,7.148
3.477804,2.5272,1.7165,-8.0926,8.65
3.483099,-0.0507,1.0674,-13.5338,13.576
3.485843,-1.3184,0.1906,-13.726,13.79
3.490065,-2.1649,-1.0763,-7.3827,7.769
3.494316,-4.5189,-1.5335,-4.0341,6.249
3.502649,-5.4919,-2.5496,11.8854,13.339
3.50726,-4.1227,1.0067,16.9185,17.443
3.511006,2.7279,0.213,16.3573,16.585
3.51539,7.1249,-1.2538,5.5852,9.139
3.519514,4.2935,-0.3121,-1.1966,4.468
3.528133,2.2416,0.3316,-6.7429,7.114
3.532628,0.7214,0.6064,-10.6314,10.673
3.536635,-1.3651,0.7648,-9.6681,9.794
3.542155,-2.3544,1.0039,-2.1709,3.356
3.544786,-4.146,0.8003,1.8668,4.617
3.55297,-6.3314,0.678,3.3771,7.208
3.560708,-3.4743,1.4753,6.9423,7.902
3.562501,4.1218,1.881,4.8465,6.634
3.566116,2.5816,1.1119,-7.8618,8.349
3.573414,2.522,0.3808,-3.8963,4.657
3.574261,3.0964,-0.1851,-5.9665,6.725
3.582729,2.7518,-2.4661,-14.7396,15.196
