time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.005656,2.2671,-2.6904,36.7449,36.913
3.009863,6.064,3.3857,-5.9624,9.153
3.014895,4.0704,-0.6849,-19.8204,20.246
3.018728,1.4565,-1.0818,-10.3716,10.529
3.023875,-1.0627,1.9872,-10.6009,10.838
3.027051,-4.8462,1.2434,-11.374,12.426
3.035632,-8.9077,-0.0045,-1.8092,9.09
3.039619,-2.0105,0.4338,14.3105,14.458
3.043722,5.1848,-2.8848,26.3863,27.045
3.048455,4.7866,-2.6671,15.8414,16.762
3.052749,3.0828,-0.9179,1.6551,3.617
3.061033,-1.0845,-3.6524,-16.6234,17.054
3.065487,-4.0523,3.3291,-17.0672,17.855
3.069554,-1.7534,0.7378,-6.0427,6.335
3.074061,1.7314,0.2662,-10.4029,10.549
3.077799,-1.8935,0.3017,-5.5913,5.911
3.086417,-6.8776,-2.2995,1.6753,7.443
3.090722,-0.202,3.0964,18.4316,18.691
3.095062,9.7009,1.3297,25.0957,26.938
3.099616,4.992,-6.5612,12.2913,14.8
3.103439,1.9448,-4.9844,-4.5854,7.046
3.108511,-4.8519,1.1181,-13.6297,14.511
3.117434,-5.5318,2.3354,-7.1575,9.343
3.120096,1.379,0.3585,-10.2971,10.395
3.129577,2.1854,1.1881,-7.7663,8.155
3.130221,0.1463,-1.1321,6.1647,6.269
3.132351,-3.4268,-2.3187,10.797,11.563
3.141199,-1.0753,-5.5405,7.4664,9.36
3.147755,3.031,1.1811,-0.118,3.255
3.149533,1.2743,0.7336,-5.5333,5.725
3.153709,-2.1551,-1.0828,-3.4541,4.213
3.157891,-3.3681,-0.8517,-7.599,8.355
3.166393,-0.8195,2.8142,3.0999,4.266
3.170237,-5.0442,-2.1456,8.6242,10.219
3.174888,3.7658,-0.6519,6.1976,7.281
3.179012,1.5358,0.6693,-5.0264,5.298
3.183746,2.8977,2.7073,-5.116,6.473
3.187477,1.176,-0.0237,0.2844,1.21
3.196171,3.5205,1.537,-7.0292,8.01
3.200792,-3.3672,-3.3901,-0.4636,4.801
3.203955,-5.5669,0.0596,9.5536,11.057
3.208941,-1.9035,-2.0208,12.7597,13.058
3.21287,-0.7942,0.0588,14.4261,14.448
3.221785,1.237,-2.5868,-7.4986,8.028
3.225984,5.3349,-0.1774,-10.1916,11.505
3.229562,3.3698,0.5445,-11.149,11.66
3.233501,-1.5384,5.9056,-9.979,11.697
3.237732,2.2191,4.4814,-10.0399,11.216
3.246957,6.3346,2.3465,-7.8878,10.385
3.250172,0.6056,-5.1527,5.7768,7.765
3.255156,-10.8367,-8.1909,31.1338,33.968
3.259256,-5.7217,-2.7255,17.2243,18.353
3.264231,3.5829,-1.686,-4.2021,5.774
3.267608,3.0319,-1.5921,-14.3917,14.793
3.276091,-0.4811,-0.3666,-16.8639,16.875
3.280758,-5.009,0.6286,-8.9444,10.271
3.284048,-2.0108,3.2615,-8.7989,9.597
3.293814,-1.4861,0.632,-9.6813,9.815
3.29425,2.6791,-1.0681,5.5575,6.261
3.301138,4.2951,-0.9307,35.8344,36.103
3.305555,2.8423,-2.7774,19.6662,20.064
3.309625,3.1645,0.0209,2.2813,3.901
3.313728,-0.3552,-0.1792,-8.2563,8.266
3.317932,-0.0224,-3.0235,-14.5002,14.812
3.322226,-1.9226,2.5157,-9.5789,10.089
3.330321,-9.5467,1.5964,-13.9853,17.008
3.334712,0.8707,0.3121,-5.6816,5.756
3.339158,5.3616,-0.6475,0.824,5.463
3.34335,5.8129,2.6353,21.6969,22.616
3.347562,1.7416,0.7216,10.32,10.491
3.356401,-1.1878,-5.3502,2.3561,5.966
3.360081,4.8159,-0.0113,-4.7817,6.787
3.364079,0.3917,3.43,-6.7464,7.578
3.368742,-2.7027,-1.0765,-4.2068,5.115
3.380097,-6.3733,-4.9259,-1.5918,8.211
3.381547,1.6253,-0.8489,9.2968,9.476
3.385621,2.0749,2.8479,13.267,13.727
3.389583,3.4176,-2.7483,-6.9126,8.186
3.394282,-3.5037,-0.2721,0.0072,3.514
3.397738,1.5068,1.6099,-4.9574,5.426
3.401755,1.7428,0.4696,-13.8641,13.981
3.410637,-8.8586,-5.0982,1.1655,10.287
3.415245,-7.554,-1.6647,3.1864,8.366
3.419261,3.5177,3.1518,0.5717,4.758
3.425188,0.8977,-2.9777,11.9234,12.322
3.427895,-6.4517,-4.4991,6.9007,10.464
3.436263,1.7227,3.0837,0.0893,3.533
3.440497,4.3725,0.7198,-13.0674,13.798
3.44435,3.5883,1.0855,-10.0887,10.763
3.44903,-2.5769,0.4368,-8.4991,8.892
3.452819,-7.5216,-2.4545,-4.5619,9.133
3.461332,-7.0339,-0.2142,2.647,7.519
3.465457,9.4711,2.7073,14.511,17.539
3.470142,8.0159,-4.251,17.8198,19.997
3.474366,7.2754,-2.463,8.5364,11.483
3.478889,1.8215,3.1433,-4.1177,5.491
3.482567,-8.7301,3.9122,-12.9713,16.118
3.491216,-6.8566,0.605,-3.7957,7.86
3.495146,-0.3499,-3.804,-7.1208,8.081
3.499406,-0.7565,-1.7891,0.1058,1.945
3.503616,-0.525,3.2204,4.9399,5.92
3.50859,5.5301,-0.7845,8.3069,10.01
3.51611,1.5055,-0.2572,-2.1338,2.624
3.520239,-0.2687,2.8977,-0.7427,3.003
3.526689,4.6585,-0.6176,-5.4956,7.231
3.528935,0.0041,-0.4175,-3.6843,3.708
3.532865,-4.9854,0.8998,4.0167,6.465
3.537186,-8.8752,-1.6455,6.8543,11.334
3.545678,0.889,-0.2544,9.2258,9.272
3.549866,4.3507,-4.0156,4.0996,7.201
3.554154,2.4369,-0.7759,-9.5473,9.884
3.558657,0.219,1.7724,-11.9696,12.102
3.562957,-0.2121,1.3828,-13.7688,13.84
3.570657,-4.8273,-0.3812,-10.2647,11.35
3.575573,-3.9702,-2.6243,1.6214,5.028
3.582427,-2.9192,-1.2424,12.7488,13.138
3.583728,-2.5629,-3.1782,16.7082,17.2
