time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.000833,2.7746,-5.6061,1.728,6.489
4.006238,-7.1552,-0.833,-18.3597,19.722
4.014745,-2.9398,0.6319,0.3695,3.03
4.018349,1.5755,-3.0113,-10.66,11.189
4.022665,0.3554,-0.7132,-8.3429,8.381
4.026284,1.7836,0.1295,1.8922,2.604
4.03072,2.5136,2.8512,17.0897,17.507
4.041284,-1.5386,-4.3205,18.5267,19.086
4.042781,-0.8499,-10.2394,8.4665,13.314
4.049602,-3.1495,-4.3304,-6.1784,8.176
4.051377,-4.6446,0.3334,-11.0026,11.947
4.055736,-1.1528,1.9076,-14.5142,14.684
4.064222,-1.1246,-1.453,-12.5502,12.684
4.068296,1.191,2.3132,6.1284,6.658
4.072792,3.0919,-3.4401,11.4335,12.334
4.076732,-0.6423,-3.0632,8.5896,9.142
4.081087,-0.8935,-3.0787,4.8976,5.853
4.085027,-5.337,-6.8483,-11.083,14.079
4.093978,0.281,-0.7938,-5.708,5.77
4.098231,-1.9527,2.1156,-3.9948,4.924
4.102232,-1.3438,-0.4155,-8.117,8.238
4.106567,2.8883,2.6796,4.4018,5.907
4.110858,-4.1871,-3.1563,5.4701,7.577
4.118979,-2.9354,-0.6995,8.109,8.652
4.126346,3.1196,-1.9466,-0.8872,3.783
4.127518,5.3823,2.1977,-5.6308,8.093
4.131651,1.9448,-0.4886,-4.7542,5.16
4.13811,-2.1354,2.3002,-4.1761,5.224
4.140044,-10.4469,-5.6317,-0.3468,11.873
4.148516,2.1546,-1.3322,7.5608,7.974
4.152988,-1.3814,0.6611,-2.0416,2.552
4.156795,6.2179,1.7481,0.1913,6.462
4.160662,1.1308,-1.587,-2.3153,3.026
4.165364,-6.0191,-0.0409,-1.0564,6.111
4.174059,5.0198,-0.1084,2.2726,5.511
4.178276,-2.1151,3.4396,5.0844,6.493
4.182385,2.9647,-3.323,8.51,9.605
4.187709,-2.2112,2.6957,5.0983,6.176
4.191307,1.0569,-0.5835,-2.0837,2.408
4.198992,4.0285,-0.2417,-4.6982,6.194
4.204654,-5.1089,-1.7733,-3.5581,6.473
4.20793,3.4866,0.0148,-10.2093,10.788
4.2119,0.7726,3.1264,-8.4332,9.027
4.216408,-2.8372,2.1666,2.8953,4.596
4.22059,6.1968,0.4216,17.3827,18.459
4.229983,0.5798,-1.6868,5.2809,5.574
4.240396,3.3019,-2.914,6.7912,8.094
4.240875,2.3859,-1.9055,-6.6777,7.343
4.241088,-3.3703,2.7922,-10.9744,11.815
4.24479,-10.6417,-0.8067,-0.9215,10.712
4.253957,-10.5793,-2.3431,0.6938,10.858
4.258102,6.6713,1.0546,-4.8887,8.338
4.262638,7.597,0.0141,7.1355,10.423
4.266514,2.752,0.1306,6.2021,6.786
4.270834,-3.4207,2.1389,-5.6237,6.921
4.279069,1.8088,1.7834,-3.7091,4.496
4.283522,4.7477,2.9473,-7.3491,9.232
4.287657,-1.5595,0.1453,-8.6253,8.766
4.292143,-9.0244,-0.0594,1.8842,9.219
4.296344,-4.6794,-3.591,7.1069,9.236
4.300583,0.0648,-4.8292,23.047,23.548
4.309362,5.2897,2.5949,12.4521,13.776
4.313244,2.2168,4.2455,-6.7524,8.278
4.317299,3.5367,0.777,-15.8378,16.246
4.321415,2.8398,1.2579,-12.2525,12.64
4.326803,3.5231,-0.4681,-3.7847,5.192
4.337497,-2.834,2.4205,-5.3631,6.531
4.338111,-1.5038,5.7638,15.1761,16.303
4.342205,6.1207,-4.061,11.3476,13.518
4.346526,3.8295,-2.7361,-2.676,5.414
4.35104,-0.8039,2.8706,-2.6226,3.97
4.354816,2.3729,2.2609,-8.5247,9.133
4.363507,-5.8024,-2.6911,-10.794,12.547
4.367893,-8.5368,-4.404,0.2941,9.61
4.371829,-0.7954,2.0018,9.1257,9.376
4.376017,4.3592,-3.7462,3.7348,6.855
4.380571,-1.1931,-0.5072,6.3551,6.486
4.389046,-4.0761,2.4185,-3.2343,5.738
4.393047,3.0192,-0.3715,-6.0015,6.728
4.397369,1.8426,1.0197,-5.0162,5.44
4.401384,2.2799,0.6664,-2.5665,3.497
4.405361,-2.4919,-6.3734,-2.7837,7.388
4.414272,2.852,3.2946,14.9703,15.592
4.419076,-4.1387,-0.9065,14.1715,14.791
4.422622,0.6377,-5.8378,-5.999,8.395
4.43205,-0.5247,-0.81,-8.8019,8.855
4.432544,-0.6127,2.1443,-6.0861,6.482
4.434863,1.3659,0.3015,-2.1085,2.53
4.443976,0.0795,-0.9976,8.5745,8.633
4.447624,-3.3276,0.6583,7.2975,8.047
4.451905,3.7819,0.9686,-0.9884,4.027
4.456049,0.9996,-1.6599,-9.9553,10.142
4.461078,-3.9519,0.8858,-0.8473,4.138
4.468951,-8.6512,-3.1522,-5.1299,10.54
4.474051,2.5522,0.1586,-12.0179,12.287
4.478313,2.1049,2.2795,8.2119,8.778
4.482015,-9.6281,-2.8514,21.2372,23.492
4.485706,-4.0272,-1.3348,7.2963,8.44
4.494336,4.9731,0.4052,-1.6978,5.27
4.499324,5.0395,0.9326,-18.1968,18.905
4.502909,-2.5084,-1.5627,-14.9979,15.286
4.507547,-1.3706,2.1678,-6.6058,7.086
4.511149,0.4216,3.8976,-10.3751,11.091
4.516482,-1.7625,1.5799,4.9137,5.454
4.524475,2.0002,-8.3152,10.8393,13.807
4.528213,5.6201,0.5326,6.4875,8.6
4.535716,4.3876,-0.7199,7.8849,9.052
4.536801,0.9749,2.0695,2.6393,3.493
4.540938,-4.1576,-3.7079,-1.8231,5.862
4.548964,-0.6307,1.96,5.514,5.886
4.55313,-1.6176,2.3803,6.0037,6.658
4.55732,0.4172,-1.7606,-0.449,1.864
4.561315,-2.5956,1.7155,0.0272,3.111
4.565775,2.5714,0.5296,-3.9733,4.762
4.569525,5.491,3.3568,-11.2887,12.994
4.578571,7.2949,0.4733,-7.9324,10.787
4.583133,1.4962,1.827,-7.0052,7.393
4.587199,0.92,3.5055,2.1892,4.234
4.59136,2.0907,0.7512,19.507,19.633
4.595482,1.909,-3.5199,19.1116,19.527
4.604127,-1.6388,-1.0867,-3.4729,3.991
4.608547,-0.6364,1.4307,-5.1976,5.428
4.61242,-1.197,-0.6463,-10.3305,10.42
4.616777,-5.4425,0.0567,-9.3821,10.847
4.621046,-2.7093,-3.3183,-8.8734,9.853
4.629602,-9.1447,0.5533,6.4176,11.186
4.641366,1.6344,-1.7016,2.8622,3.709
4.641935,2.2532,-1.5359,-2.525,3.716
4.642223,4.2214,0.2089,9.3768,10.285
4.645405,6.2718,-0.4162,-4.9357,7.992
4.649587,2.4172,0.4757,-4.6574,5.269
4.658497,4.134,-2.3854,-1.9589,5.159
4.662797,-9.6228,-4.1991,4.604,11.464
4.667807,-2.4442,0.3052,8.171,8.534
4.671016,-2.0325,-0.9317,-2.5906,3.422
4.675456,-1.3648,-1.0164,-5.4088,5.67
4.683847,-1.5752,-2.1254,-14.9798,15.212
4.688116,-4.5245,-0.4759,1.9526,4.951
4.692147,-2.7458,1.3943,-2.7726,4.144
4.696796,2.8071,-1.0225,0.7901,3.09
4.701272,3.6938,-4.7335,16.4359,17.498
4.709694,-7.609,2.4532,4.7418,9.295
4.713647,-0.0524,-1.9581,4.6855,5.078
4.717656,6.6923,2.7838,-12.3093,14.285
4.721349,5.0619,2.1619,-12.164,13.351
4.727758,-0.8039,0.885,-3.4876,3.687
4.732714,-1.3784,-2.5042,-5.8741,6.533
4.738408,-6.0958,0.7977,5.5947,8.312
4.742651,2.634,-2.9278,15.6715,16.159
4.746897,0.7692,-1.4354,7.6541,7.825
4.751838,3.4552,2.1515,6.3128,7.511
4.755296,4.3422,-2.2804,-8.0475,9.424
4.763763,1.2118,-0.7609,-6.7581,6.908
4.769167,-9.4784,10.08,-8.9029,16.453
4.772166,-2.147,3.7886,8.7588,9.782
4.77679,5.3604,-4.4574,-0.2128,6.975
4.78109,3.9749,-2.161,-1.5731,4.79
4.789396,5.5792,3.5619,0.9639,6.689
4.793974,1.2235,4.3773,-1.4965,4.785
4.797729,-0.9221,-3.8501,-7.4261,8.416
4.801637,-8.6551,-6.4659,4.6104,11.746
4.805841,-7.4776,-1.6452,18.6512,20.162
4.810018,3.469,-4.3155,7.888,9.637
4.819147,1.6319,0.2333,-10.0805,10.214
4.823179,-5.4717,3.8042,-8.9777,11.181
4.828982,2.7386,-1.5295,-5.6145,6.431
4.831646,3.131,-0.6584,-15.5593,15.885
4.840884,4.1401,2.621,-7.9148,9.309
4.843724,-7.4168,-3.8772,2.4788,8.728
4.847853,-0.4018,1.3599,13.7029,13.776
4.852581,0.9378,0.2097,22.4883,22.509
4.856882,1.4954,-3.4919,16.9238,17.345
4.861462,4.3953,-1.9471,-10.523,11.569
4.865089,-2.6872,-0.2829,-12.9474,13.226
4.873623,-5.6104,3.1434,-1.4867,6.601
4.877702,-0.7112,-2.1851,-18.4469,18.589
4.882064,-4.057,5.1982,-6.1184,8.995
4.885983,-5.3625,2.7968,17.7844,18.785
4.890089,4.5297,-2.732,0.4753,5.311
4.899108,4.4564,-5.3688,-10.0837,12.262
4.90341,-0.0359,0.869,4.3941,4.479
4.90753,-5.5813,-2.1976,-1.2676,6.131
4.911698,-6.7005,-3.8145,4.7891,9.076
4.915827,-0.2703,-0.4778,12.3098,12.322
4.924058,5.453,2.2832,16.7672,17.779
4.928078,2.1762,-3.1436,-0.6067,3.871
4.93243,-5.5549,-1.6994,-21.7371,22.5
4.936841,-3.7955,1.9303,-4.1768,5.965
4.940913,1.5698,4.8243,-3.6573,6.254
4.945209,-4.2958,2.7122,-17.0276,17.769
4.953646,4.2664,1.9272,-2.4028,5.262
4.958556,8.669,-1.9347,10.3972,13.675
4.961601,1.3418,-4.6369,17.0677,17.737
4.965717,-7.5962,-5.9037,17.2755,19.774
4.969974,-1.9777,-2.2993,7.2451,7.854
4.979154,1.6257,-0.3235,-8.9951,9.147
4.98392,-1.8641,1.6935,-13.3858,13.621
4.987728,1.6272,-3.104,-13.4004,13.851
4.992599,1.6309,1.5046,-4.0318,4.602
4.995929,-6.0882,5.5107,-15.9556,17.945
5.004479,-11.3156,7.0446,21.901,25.638
5.008994,4.4351,0.9664,0.9903,4.646
5.012723,10.5133,-2.4114,-11.6021,15.842
5.017204,9.5872,1.1421,-0.5358,9.67
5.0213,4.41,-0.4766,-1.0633,4.561
5.026086,2.786,0.4304,-9.7888,10.187
5.037889,-32.4473,-7.6199,29.5778,44.562
5.038957,-11.2759,0.6131,15.92,19.518
5.048354,-0.2128,-0.066,22.6515,22.653
5.048794,3.633,-3.1453,-16.9704,17.638
5.050183,6.9863,-0.6576,-21.1223,22.257
5.060224,4.6198,0.8338,-3.0337,5.589
5.063176,0.0912,3.2925,-3.5536,4.845
5.067341,-0.1951,5.8768,-12.5995,13.904
5.071656,1.4861,6.6312,-13.9958,15.558
5.075713,2.1261,8.6907,2.3927,9.261
5.080086,6.1748,0.3278,-2.886,6.824
5.088642,10.5417,-6.7988,-10.8805,16.605
5.092849,4.9554,-3.6284,1.9657,6.449
5.097129,-21.3175,-6.4451,15.9583,27.398
5.101375,-15.0654,-4.8473,22.7804,27.738
5.10588,7.1046,1.6395,11.1608,13.331
5.113918,7.897,0.4651,3.2373,8.547
5.121082,7.7148,0.3411,-3.9168,8.659
5.121941,3.9928,-0.7558,-3.2625,5.211
5.132243,-5.4896,-2.8744,-13.2456,14.623
5.133156,-6.643,3.0168,-11.4576,13.583
5.140114,0.4254,3.0618,-14.6984,15.02
5.143204,-4.351,-0.4988,-7.3969,8.596
5.147508,2.3665,4.1593,4.0808,6.289
5.152077,3.9958,-2.4006,8.0544,9.306
5.155878,5.4468,-0.2123,18.2994,19.094
5.160406,-0.4361,-1.0681,6.696,6.795
5.168969,-7.2162,-2.1488,1.2372,7.63
5.172398,1.7466,-1.2398,-9.4725,9.712
5.177444,-2.5378,-1.4062,-8.6982,9.169
5.18237,-1.6593,4.1711,-6.275,7.715
5.18549,-6.4594,0.36,-7.2731,9.734
5.193969,4.9517,2.1898,6.1071,8.162
5.197948,3.8766,-0.069,14.9243,15.42
5.201639,5.4346,2.8559,8.6781,10.63
5.206067,5.4687,0.9585,-6.3624,8.444
5.21081,-0.8884,5.2001,-12.6069,13.666
5.219665,2.032,-0.1568,-4.5358,4.973
5.223696,1.0301,-0.5179,-3.8342,4.004
5.229359,-5.4585,-4.1129,8.4882,10.898
5.232032,-6.8961,-1.513,14.3036,15.951
5.242596,-1.1999,-2.2122,11.7657,12.032
5.243239,3.3279,-1.7656,1.6489,4.112
5.248475,1.038,-2.0767,-11.3452,11.58
5.252862,-1.0301,5.5641,-10.5154,11.941
5.260596,1.4005,2.1245,-14.6269,14.847
5.261326,1.0803,2.5359,-4.7465,5.489
5.265375,4.8324,-0.3566,18.0922,18.73
5.274062,6.6448,-1.3492,3.613,7.683
5.278266,-3.2423,4.4462,-0.8051,5.561
5.281945,-2.2506,0.3924,-1.177,2.57
5.286259,-3.8992,-0.9324,-2.446,4.696
5.290419,-5.3563,-3.233,0.6669,6.292
5.295405,-0.1204,-2.1566,-5.5371,5.944
5.304015,0.7667,-0.8477,-3.9695,4.131
5.308098,-1.6462,-2.8467,4.3784,5.476
5.312493,-4.8765,0.6898,9.0469,10.301
5.31699,-3.483,-1.0359,9.4045,10.082
5.320464,1.5178,0.3699,4.4895,4.754
5.329455,-2.7382,2.9555,-16.0889,16.586
5.335729,4.8249,3.8992,-3.0417,6.909
5.341103,7.7545,-2.8484,-5.6007,9.981
5.341642,4.9619,1.2832,-3.5917,6.258
5.345655,4.9759,4.4083,8.3981,10.711
5.354077,7.003,-1.9192,-1.7371,7.466
5.35813,3.3276,-3.6927,-8.9253,10.216
5.362054,-3.8664,1.3124,2.0327,4.561
5.366468,-6.2699,-3.6022,-1.3821,7.362
5.370474,-11.2591,-5.8576,3.4966,13.165
5.375053,-7.107,-3.0233,15.3838,17.214
5.383821,-2.695,-5.5588,-6.1314,8.704
5.388579,0.0069,0.1151,-2.8949,2.897
5.392088,0.6871,0.1765,-6.8882,6.925
5.396421,3.8624,2.0911,-6.8911,8.172
5.400793,6.5153,1.1089,-7.9235,10.318
5.409885,1.3089,5.0649,-5.6467,7.697
5.413181,4.3474,0.9828,2.8208,5.275
5.417784,-7.4209,-0.3767,16.7474,18.322
5.421756,0.5994,-4.1477,16.2589,16.79
5.430526,7.0035,-5.3239,1.1212,8.869
5.441392,3.7073,-4.4221,-7.0211,9.088
5.441782,-4.5476,0.7318,0.1884,4.61
5.441944,-4.5825,0.9396,-8.9736,10.12
5.446256,-5.639,-0.4295,-11.2319,12.575
5.451161,-5.3648,-1.0191,-13.1177,14.209
5.455106,-1.9149,-0.8627,9.7946,10.017
5.463525,3.8284,-1.9242,15.9821,16.546
5.468212,4.6379,-1.7831,3.1103,5.862
5.472381,2.9444,-1.101,-0.6673,3.214
5.476533,-1.4279,-2.0332,-1.5608,2.934
5.480644,-4.3515,-2.8432,-6.3838,8.232
5.488929,1.8591,-0.3201,-3.1538,3.675
5.494006,-0.4088,1.3699,1.9418,2.411
5.497679,5.861,-3.2351,7.6895,10.195
5.502462,2.1052,-2.1627,5.9927,6.71
5.506034,-0.1044,0.0332,2.286,2.289
5.51431,-0.0401,-2.8467,-3.8713,4.805
5.522126,-5.2987,-0.179,-7.6601,9.316
5.523023,-9.4152,-4.9168,3.561,11.203
5.527671,-0.7198,1.644,4.2435,4.607
5.533877,5.3846,-2.1527,-3.5424,6.795
5.536657,4.7646,-1.9543,-0.8834,5.225
5.543651,2.9877,-0.2305,-5.6963,6.436
5.54812,-6.0497,-0.8189,-7.5856,9.737
5.552176,-2.3564,-4.5522,-8.136,9.616
5.556579,-2.5359,0.2752,2.7671,3.763
5.560382,5.258,0.6578,14.7917,15.712
5.568974,1.5724,-5.7146,12.514,13.847
5.573336,-7.5473,-1.8526,11.8101,14.138
5.577589,-0.9711,-3.27,-12.3645,12.826
5.582003,-1.2218,-1.9091,-10.3229,10.569
5.585906,1.3083,1.1353,-2.5839,3.111
5.590649,-1.9458,0.574,-9.3798,9.597
5.598793,-7.2829,-4.4118,-4.5125,9.637
5.602408,2.6807,0.2087,7.2879,7.768
5.607504,-0.4493,2.1886,15.7781,15.936
5.611769,5.8593,-3.333,7.439,10.039
5.615682,3.4258,-2.1869,3.0031,5.053
5.624931,0.9874,1.7858,-5.4592,5.828
5.631082,-0.579,-0.6608,-17.0822,17.105
5.63323,-3.9302,0.4641,-7.071,8.103
5.639468,-2.2129,-1.4769,-1.8552,3.243
5.64126,1.5923,-0.2746,0.1023,1.619
5.649239,0.8064,-0.8618,4.5309,4.682
5.653471,-8.2716,-4.5872,17.851,20.202
5.65761,0.1212,-2.9505,-0.1238,2.956
