time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.004324,-4.2317,-0.1543,-3.6026,5.56
4.008337,-3.8045,-0.9984,-5.3974,6.679
4.014545,2.1763,-0.5874,5.7176,6.146
4.01664,3.2631,-2.0895,9.8134,10.551
4.026054,4.56,-0.4515,7.1976,8.532
4.029325,3.2915,1.8419,7.1959,8.125
4.033259,1.4208,-1.877,-5.16,5.672
4.037249,-4.1398,-4.8917,-5.779,8.629
4.041638,-3.2267,-2.8644,0.8019,4.389
4.050408,-2.8666,3.9652,-3.4214,5.97
4.055101,5.7347,-1.4866,7.617,9.65
4.058889,4.075,-1.972,3.8867,5.967
4.063025,0.9768,2.5327,-7.7769,8.237
4.06736,2.3189,0.74,-9.4767,9.784
4.072223,3.8666,1.3555,-11.3769,12.092
4.079713,4.1336,-1.7169,-6.9324,8.252
4.084326,2.3673,-0.7476,2.7966,3.74
4.089552,-4.6524,-1.7679,22.0586,22.613
4.092874,-5.2973,-9.7082,15.6259,19.144
4.098791,-7.7975,-6.8675,4.5789,11.355
4.109716,-0.1029,0.5688,-4.3761,4.414
4.110216,1.259,-0.1857,-8.8068,8.898
4.113482,-3.3422,1.1861,-9.2428,9.9
4.11733,-1.8298,-0.9104,-10.6174,10.812
4.121659,-4.894,2.7827,-12.3031,13.53
4.130795,2.0889,2.2404,14.7123,15.028
4.134794,8.0817,-3.3276,5.7852,10.481
4.1393,8.5364,0.8917,1.2353,8.671
4.143284,4.7001,2.355,1.859,5.576
4.147342,2.2834,2.8559,-8.9228,9.643
4.151415,-3.7436,-5.018,-10.7637,12.452
4.160528,-13.7819,-0.0015,6.1763,15.103
4.164769,2.6498,-2.701,6.8682,7.841
4.168464,4.3021,-1.4124,3.3146,5.612
4.172615,0.1165,-0.5394,8.9355,8.952
4.176936,1.5196,0.6078,-3.0174,3.433
4.1855,-2.926,0.1944,-15.0141,15.298
4.189715,-3.8536,-4.4797,-1.5504,6.109
4.193661,-4.313,-2.4472,5.787,7.621
4.197481,1.2538,2.4344,8.9723,9.381
4.201592,3.3755,-2.1514,9.8105,10.596
4.212837,2.042,0.2515,2.401,3.162
4.214841,-0.7387,0.0172,-17.0461,17.062
4.218912,1.2926,0.8757,-8.7282,8.867
4.223167,-0.6982,-0.4861,-8.1199,8.164
4.227297,-1.7138,1.0295,-5.2037,5.575
4.231443,-4.222,1.5602,-5.4117,7.039
4.239764,-3.0382,-0.9858,17.8618,18.145
4.244436,0.7721,-4.3506,11.8588,12.655
4.248598,3.6007,-3.2927,-0.8579,4.954
4.252648,2.6061,-3.169,0.6785,4.159
4.257177,-3.3557,2.4724,-9.1568,10.061
4.265843,-1.6866,-2.4528,-4.4673,5.368
4.269725,-2.2239,1.5011,1.4577,3.054
4.273986,3.746,-1.4645,1.5357,4.305
4.277526,1.2637,1.3511,3.9064,4.322
