time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.001518,4.9262,-0.2513,-5.9125,7.7
3.006211,4.2705,-2.6788,-0.1119,5.042
3.010371,-3.2782,-4.5855,12.9521,14.125
3.015617,-11.0436,-0.0363,11.9115,16.243
3.023213,2.7572,4.9122,7.8818,9.688
3.027974,7.908,0.0055,-8.4065,11.541
3.031694,7.7336,-1.2109,-20.8842,22.303
3.035944,4.5392,1.817,-1.441,5.097
3.040107,-6.451,-3.3227,6.7209,9.891
3.045176,-11.9801,-2.778,4.5907,13.127
3.05333,3.3084,1.8703,2.7671,4.701
3.057127,7.5651,-1.3826,-14.0765,16.04
3.061696,4.5215,3.9828,-2.5424,6.54
3.065506,-2.2051,7.7084,3.1911,8.629
3.070083,-0.7297,-0.2808,1.8784,2.035
3.078457,1.915,-1.3971,13.4192,13.627
3.081965,-0.8318,-3.5264,11.4306,11.991
3.089913,-7.0693,0.3781,1.3781,7.212
3.09081,1.6315,-0.874,-17.5681,17.665
3.09628,1.8532,1.7931,-9.4535,9.799
3.103529,1.3154,3.7594,-11.538,12.206
3.110306,3.7328,2.5384,-5.7734,7.329
3.111647,-6.8286,-3.9513,6.6087,10.292
3.115693,-2.8211,-4.7079,17.9352,18.756
3.11976,6.409,-1.6315,1.8771,6.875
3.124268,5.387,1.3395,1.3772,5.719
3.133022,-3.2569,2.784,-4.6345,6.312
3.137031,-5.022,-2.5031,9.4907,11.025
3.141194,-0.0102,1.137,5.0739,5.2
3.145337,-0.5274,3.9396,-5.0542,6.43
3.149783,0.6622,-0.4385,-9.7436,9.776
3.15813,-0.7743,-1.7136,-4.2884,4.683
3.16201,-1.1197,3.7464,-3.5741,5.298
3.166363,-1.3378,-1.4726,-1.8651,2.727
3.170837,-2.3087,2.1332,4.1593,5.214
3.175251,5.6316,-2.89,-2.5752,6.834
3.181818,5.631,-3.5987,4.0758,7.828
3.190267,-4.004,5.4485,15.594,16.997
3.191976,-4.939,-4.5171,2.6219,7.188
3.195748,-0.1823,-1.3407,-4.0924,4.31
3.199941,-1.9752,5.0077,-13.0905,14.154
3.204591,1.4289,1.4585,-4.9055,5.313
3.212597,2.7845,-2.0391,-6.4971,7.357
3.217215,0.2403,-2.4883,2.2616,3.371
3.221801,3.9345,0.4884,10.2236,10.965
3.225426,2.089,0.5617,-4.8857,5.343
3.230186,-5.6995,-1.9672,8.457,10.386
3.238311,-5.0327,3.5244,17.0168,18.092
3.242052,1.3767,-1.3111,-3.0801,3.62
3.246619,2.0708,-2.8357,-13.9819,14.416
3.250857,4.8589,-1.5352,-2.0899,5.508
3.255145,-0.0274,4.8187,-6.0094,7.703
3.259483,-0.6808,8.1264,-11.4198,14.033
3.270772,6.1319,0.391,-2.4193,6.603
3.275082,-9.0301,-8.9065,9.618,15.918
3.276044,-6.5295,-1.8706,18.7124,19.907
3.281162,7.7277,1.7501,9.8513,12.642
3.284474,6.4709,0.6068,10.061,11.978
3.29285,4.6454,-1.7328,-7.2532,8.786
3.31735,3.48,-1.0516,-12.5488,13.065
3.318466,-2.7477,-4.0194,-11.4581,12.45
3.318978,-13.0203,-0.6059,-8.7461,15.697
3.319273,-10.618,6.3603,-7.9919,14.733
3.319675,-4.0132,2.9249,21.1109,21.687
3.322861,5.1084,-3.3627,14.6296,15.856
3.326026,7.9226,-4.1336,0.5186,8.951
3.339271,3.3647,-1.2485,-1.321,3.824
3.339808,5.3468,-1.2534,-3.028,6.271
3.339987,2.159,1.7383,-8.9323,9.352
3.349994,-4.3241,-0.2736,-0.9095,4.427
3.352078,-19.8423,0.1593,17.906,26.728
3.35611,-2.6331,1.5042,0.1877,3.038
3.360013,6.4406,0.0413,-11.3994,13.093
3.368891,2.9861,0.2013,-11.1968,11.59
