time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.008237,-1.7054,-0.9971,2.6626,3.315
3.015511,-7.7653,2.0895,-2.9704,8.573
3.016977,-2.3168,4.5572,-0.41,5.129
3.021507,7.1111,1.6896,-7.989,10.828
3.02558,7.0935,0.3425,-6.7708,9.812
3.033739,0.0682,-2.9155,7.7688,8.298
3.038796,-1.4161,-0.5235,-3.1092,3.456
3.042277,2.1349,0.5372,-6.4617,6.826
3.047302,-3.6074,3.027,-0.0228,4.709
3.050919,-0.2967,-2.1066,11.0603,11.263
3.05538,5.6476,-3.0874,23.7409,24.598
3.063803,5.5366,-0.7911,-1.3908,5.763
3.068158,1.6481,-0.3208,3.1162,3.54
3.072581,-0.1663,-2.3287,-5.8967,6.342
3.076612,-0.3587,-2.0922,-6.3331,6.679
3.080803,-0.6117,-0.6811,-3.6995,3.811
3.089082,3.7307,-1.5834,-3.6274,5.439
3.093422,4.74,2.2799,-4.2047,6.734
3.097563,-3.2183,5.3168,-2.2278,6.602
3.102634,1.4457,0.0407,11.0612,11.155
3.111442,6.2072,-5.2996,18.6925,20.397
3.114199,1.1594,1.6739,3.4868,4.038
3.118347,0.7807,0.8578,-2.259,2.539
3.121888,-3.5205,4.2895,-13.6874,14.77
3.126787,-4.7748,0.9842,-6.1932,7.882
3.130609,3.1477,-1.3617,6.677,7.506
3.135578,2.4869,-3.0027,5.4462,6.698
3.143621,1.816,-4.1261,11.1533,12.03
3.147885,-0.9101,-0.5549,8.9676,9.031
3.15288,-1.5164,-0.2369,-8.936,9.067
3.156218,0.4875,-1.61,-2.8706,3.327
3.16063,3.3009,1.2966,-5.8133,6.81
3.169854,-2.6834,4.9411,-6.5956,8.667
3.173245,-0.91,2.167,19.5442,19.685
3.177729,4.6421,-0.0866,-0.8225,4.715
3.181683,5.5307,2.8289,7.4775,9.721
3.185818,4.9724,-0.8835,-2.6097,5.685
3.190451,4.3447,-2.1199,-5.9292,7.65
3.20171,3.67,-2.7692,-2.0857,5.048
3.202594,0.0126,-0.9136,-4.4904,4.582
3.211045,-8.4311,2.693,-7.741,11.758
3.211771,-18.8225,-2.2199,2.8581,19.167
3.215616,-4.3176,-5.5424,18.702,19.978
3.223623,10.3751,-3.5183,11.9749,16.23
3.227965,8.2673,2.6097,13.3311,15.902
3.232139,2.5045,0.017,-3.8667,4.607
3.236173,1.666,-0.4761,-13.8872,13.995
3.247074,2.711,0.8961,-12.5227,12.844
3.250215,4.3209,2.5512,-1.8339,5.342
3.253677,-3.8466,7.5593,-16.2765,18.354
3.257523,-0.8901,5.7947,4.1361,7.175
3.261451,3.2218,-1.4493,5.1242,6.224
3.265805,-4.2514,-5.1929,11.0564,12.934
3.269822,1.2003,-2.6698,4.9301,5.734
3.278534,5.8232,-0.5188,9.61,11.249
3.282052,1.4037,-1.9633,-3.1719,3.986
3.286754,-14.3719,-2.8534,5.2405,15.561
3.292674,-4.2048,1.4961,0.3152,4.474
3.295333,5.5512,3.5806,-4.3107,7.888
3.30417,9.6157,0.382,-8.1434,12.606
3.311395,9.8663,0.1823,-0.1487,9.869
3.312209,5.6912,1.4054,-3.8341,7.005
3.316394,-5.0423,-3.1226,7.4489,9.522
3.320805,-11.5749,-4.2558,9.2929,15.442
3.329213,0.4212,-2.3542,4.6003,5.185
3.33357,4.9173,0.2009,-4.9415,6.974
3.337514,5.3048,3.3977,-0.8315,6.354
3.347781,4.6446,2.3194,-4.4474,6.836
3.348335,4.3621,3.0047,-14.6104,15.541
3.349921,0.87,2.9372,-10.1203,10.574
3.359254,3.0295,-1.5226,-11.4167,11.909
3.362266,-7.6036,-2.992,-4.6197,9.387
3.367171,-12.1418,-1.9613,14.7033,19.169
3.371059,0.6518,-1.2009,11.9767,12.054
3.378107,5.7099,-6.0921,6.3858,10.512
3.383641,5.7031,-5.0899,3.0742,8.239
3.387916,3.4885,3.4751,3.4928,6.037
3.394141,-1.8069,3.3567,-13.1881,13.728
3.396526,-6.2674,0.6998,-16.4384,17.607
3.400487,-4.8242,3.2891,-4.7775,7.544
3.404661,6.5504,2.6099,10.8613,12.949
3.413331,5.3469,2.9416,-22.7194,23.525
3.41747,-1.3875,0.0206,7.7457,7.869
3.42178,2.0346,-2.4238,8.5685,9.134
3.427125,7.2257,-5.3306,22.4618,24.19
3.430747,7.3075,-4.2585,23.7233,25.186
