time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.001602,7.3383,1.3836,-2.9144,8.016
4.009481,12.0166,-0.7447,-3.9957,12.685
4.010094,9.6424,-0.4069,10.7144,14.42
4.017134,7.4125,-0.2366,-3.3537,8.139
4.023326,-5.7433,-5.6598,1.307,8.169
4.025696,-12.374,-2.5242,17.4346,21.528
4.029747,-10.8419,-3.3521,13.6754,17.771
4.034363,0.0991,3.6071,-3.4017,4.959
4.042054,4.3318,5.843,-7.1521,10.201
4.046908,5.5107,0.9586,-22.5165,23.201
4.051143,5.4516,0.9799,-8.0986,9.812
4.05528,0.9434,2.8981,-5.8378,6.586
4.059609,4.4983,2.8577,-1.1628,5.455
4.068392,-4.7933,4.336,-10.4377,12.277
4.072206,-5.8286,-2.7124,13.2475,14.725
4.076291,-2.4776,-7.9441,15.042,17.19
4.08059,1.3775,-5.6091,8.9105,10.619
4.084849,-1.5037,-3.1475,10.5995,11.159
4.089119,1.5092,0.2333,-1.3552,2.042
4.097587,-0.3588,-1.5823,-24.8924,24.945
4.103577,2.8056,3.5276,1.2213,4.67
4.106283,-4.8099,5.0345,-3.8545,7.959
4.116884,-0.0329,5.9526,7.2332,9.368
4.117324,7.4475,3.013,-2.4423,8.397
4.122009,9.7749,-0.5022,-6.2703,11.624
4.126796,1.5494,-2.8811,-1.1648,3.472
4.133249,-4.9966,-7.3394,1.1315,8.951
4.135307,-13.9594,-7.294,11.6584,19.596
4.139456,-4.7353,-1.6685,10.5704,11.702
4.14379,4.2849,-1.5614,-12.0312,12.867
4.152387,6.6036,-0.3926,-11.2867,13.082
4.156027,2.277,4.9841,6.599,8.577
4.160537,4.9157,3.3802,-7.8771,9.881
4.164705,1.091,6.9297,-8.5399,11.052
4.169452,3.3041,9.5911,2.9085,10.553
4.177906,7.09,2.431,13.857,15.754
4.181847,7.9784,-3.3504,-6.9011,11.068
4.186557,4.9019,-8.4227,8.465,12.908
4.19032,-3.1672,-6.9408,2.763,8.114
4.195039,-12.4439,0.5877,2.6594,12.739
4.202717,-9.4894,-1.411,-5.8429,11.233
4.206646,-0.3345,-1.1657,-10.0917,10.164
4.21117,3.3569,5.2355,-1.8845,6.499
4.21547,-1.8307,5.3032,0.3631,5.622
4.219653,-0.5076,-1.7213,16.379,16.477
4.223931,8.4281,-5.2948,27.6007,29.341
4.23219,9.6681,-1.869,-16.0579,18.837
4.235938,-1.1032,0.1218,0.6425,1.282
4.240693,-17.9346,-4.8844,2.7782,18.794
4.245022,-10.0639,-1.2267,-8.0382,12.938
4.24944,2.1911,0.6418,-11.0249,11.259
4.257803,3.7775,1.6778,-17.9389,18.409
4.262021,2.3136,-0.6436,-16.6208,16.793
4.266092,1.5268,2.3464,20.1502,20.344
4.270767,13.9691,-1.1784,46.5877,48.651
4.275226,15.9988,-4.3203,21.0298,26.775
4.28264,8.2519,-5.0391,-17.3692,19.879
4.287413,1.3656,-0.4056,-14.6632,14.732
4.291893,-13.2407,2.2198,-12.1975,18.139
4.296916,-12.065,1.028,5.9045,13.472
4.308731,-9.1555,-2.7469,-7.8415,12.364
4.30912,-3.466,0.1243,-9.1507,9.786
4.312547,-4.9915,-1.3733,-9.7768,11.063
4.315791,-10.776,6.5741,-5.5196,13.777
4.32064,-0.1238,7.2854,2.726,7.78
4.324847,10.8536,6.247,8.3102,15.029
4.330014,17.761,-2.559,28.3843,33.581
4.337453,10.4235,-6.5384,4.6232,13.144
4.341562,1.5882,1.1799,-14.0862,14.224
4.345913,2.9975,2.7409,-4.5532,6.102
4.350554,-5.7179,-1.959,-0.3189,6.053
4.354291,-16.1246,-6.3652,-1.4745,17.398
4.358475,-4.5953,-0.3978,-11.3499,12.251
4.36738,6.318,-1.966,-17.8208,19.01
4.371347,-4.3771,-1.5552,-1.6954,4.945
4.376038,-0.5652,-2.1799,34.5986,34.672
4.379787,6.2656,-2.4559,15.4822,16.882
4.384238,9.0516,-2.7983,4.0453,10.302
4.392508,7.4739,-1.4632,-4.8996,9.056
4.396266,0.4043,3.1606,-4.5359,5.543
4.40095,-1.4,2.6565,-13.9931,14.312
4.405026,-16.6713,-2.6773,-4.3208,17.429
4.412994,-25.553,-7.8479,3.2058,26.923
4.426847,-2.2081,-0.4003,-6.4064,6.788
4.427296,6.2077,3.8072,-10.6231,12.879
4.427593,12.1136,3.1488,-8.8566,15.333
4.430355,11.8703,6.6788,3.4982,14.062
4.434003,12.1603,2.2785,-11.3335,16.778
4.438413,10.8873,-0.061,13.7862,17.567
4.448644,5.9832,-2.3726,26.962,27.72
4.45124,4.8663,-0.4384,-9.1985,10.416
4.455595,-14.2527,-0.1222,2.0145,14.395
4.459913,-20.9018,-4.3419,6.0874,22.199
4.464446,-9.0786,0.5483,-21.3209,23.18
4.472495,-1.7475,-0.6064,-8.9303,9.12
4.476413,3.4479,2.1074,-15.985,16.488
4.481037,9.2946,4.5206,-1.8158,10.494
4.485553,13.3174,7.7066,13.6733,20.584
4.489873,11.9206,-0.3313,10.5735,15.938
4.498146,6.3822,-7.4171,28.5825,30.211
4.50513,-20.1059,-1.5238,-18.7227,27.516
4.506514,-12.7027,-1.9311,9.8303,16.178
4.510844,2.0222,0.1418,-3.424,3.979
4.516182,6.05,-0.5125,-10.8341,12.419
4.51844,5.1902,-0.5096,-10.5136,11.736
4.527005,0.2701,-1.0342,-7.3676,7.445
4.531559,-1.0192,0.2844,-8.6147,8.679
4.535893,-6.3542,-1.542,-0.6231,6.568
4.54012,-0.1602,3.62,10.0186,10.654
4.544549,9.3795,-1.0686,21.5559,23.532
4.552973,5.6278,-8.8827,9.203,13.974
4.556467,-7.5938,-3.8697,-4.876,9.819
4.561228,-7.1286,1.7167,-8.635,11.328
4.565437,1.1629,0.0216,-10.1514,10.218
4.569681,-0.8774,3.8513,-14.0986,14.641
4.578371,-0.1464,4.7203,-11.0811,12.045
4.582635,2.8719,3.0117,-6.0076,7.308
4.587336,-3.4068,2.3215,-13.3367,13.959
4.590829,-5.9087,2.4792,2.2034,6.776
4.596714,3.1009,-3.2184,18.4701,19.003
4.599373,2.8748,-8.0422,44.1596,44.978
4.609552,-9.3092,-7.796,63.9193,65.062
4.611347,1.9716,-5.6031,-14.6627,15.82
4.615639,1.6793,-0.806,-38.0068,38.052
4.621084,0.2063,2.4402,-19.1321,19.288
4.62403,0.9048,3.4402,-5.9621,6.943
4.632478,-3.2136,5.8815,-12.7904,14.44
4.636686,3.725,5.9671,19.4644,20.696
4.640908,6.525,2.3633,-8.6319,11.076
4.645398,4.7901,0.9445,-11.7203,12.697
4.649593,3.1787,-0.275,-15.0265,15.361
4.65401,4.8626,-1.8017,-7.5477,9.157
4.662505,-0.4706,1.1307,-3.8729,4.062
4.666765,-2.5533,-0.3064,-7.7976,8.211
4.671286,-26.9231,-10.9287,35.4788,45.859
4.674657,-16.1433,-7.4746,65.8677,68.228
4.679152,2.1696,-2.1445,-19.4298,19.668
4.687489,11.5845,-0.2251,-24.6481,27.236
4.691964,9.8658,2.5003,-6.4541,12.052
4.695946,8.0716,1.4642,-3.7317,9.012
4.700058,5.5084,3.394,-2.3807,6.894
4.705299,7.4116,8.2694,3.0786,11.524
4.717765,9.0494,5.3256,-1.7044,10.638
4.718327,6.1695,0.7229,-10.998,12.631
4.721138,-0.174,-2.2416,-15.0057,15.173
4.725141,-21.5421,-8.9483,16.5675,28.611
4.72965,-22.39,-9.3,41.9484,48.451
4.733896,2.4031,-3.538,17.0234,17.552
4.74228,9.1672,-2.0019,-2.5343,9.719
4.746588,8.8679,3.1859,-14.4576,17.257
4.750364,6.2377,2.3801,-3.4898,7.533
4.75435,3.5765,1.4335,-17.8694,18.28
4.758879,1.5362,5.0948,-9.2556,10.676
4.768384,1.453,3.8598,-12.5008,13.164
4.771976,-1.7552,4.9912,-10.9315,12.145
4.775988,0.9777,2.4143,5.597,6.173
4.780556,1.4604,0.7843,15.7133,15.8
4.785711,-2.4573,-6.5927,33.1939,33.931
4.793077,-5.9572,-5.2053,6.6432,10.33
4.797041,4.4391,3.0504,1.2973,5.54
4.805148,2.1905,2.9065,-8.7082,9.438
4.805934,3.5034,0.3071,-14.6672,15.083
4.812855,5.5027,0.6951,-7.5008,9.329
4.818196,6.5725,1.1655,-2.1043,6.999
4.822319,-4.099,0.0514,10.1771,10.972
4.826932,-12.7734,0.4897,7.3773,14.759
4.830769,4.916,0.4653,17.1305,17.828
4.83596,9.1135,0.0045,-9.7478,13.344
4.838568,8.8373,0.4995,-1.252,8.939
4.847689,4.6859,1.7379,-0.417,5.015
4.851845,-5.5917,0.0634,-18.8194,19.633
4.856034,-14.9958,1.4648,1.2948,15.123
4.860705,-13.4626,-2.1846,-0.7344,13.658
4.864744,1.4485,0.7004,-7.6382,7.806
4.869153,9.6027,5.2641,-0.8657,10.985
4.877658,10.6453,0.9649,5.8568,12.188
4.881355,7.9464,-2.0634,7.37,11.033
4.885784,5.161,-3.8616,13.7375,15.175
4.890553,-7.3469,-3.7747,5.1477,9.733
4.89742,-22.7096,0.2043,0.3428,22.713
4.909169,-7.0924,1.3067,-0.4245,7.224
4.90971,3.1691,1.0199,-22.8871,23.128
4.911843,5.4302,0.6899,-15.5444,16.48
4.914614,9.5841,3.3698,-6.0177,11.808
4.918887,12.2048,2.4766,2.2126,12.649
4.927974,0.7579,-4.7057,20.0986,20.656
4.932072,-7.2246,-10.1777,12.4328,17.617
4.93706,-1.2069,-2.7282,-0.9464,3.13
4.940421,-11.769,5.9879,-7.8581,15.366
4.944499,-10.0774,4.4926,11.7454,16.115
4.94956,-6.1212,-0.0718,24.3237,25.082
4.956723,4.8295,-1.7769,35.1802,35.555
4.961237,5.9357,0.9903,-27.4281,28.081
4.965936,10.6906,3.3056,-3.55,11.74
4.970432,8.9354,2.4464,-5.8228,10.942
4.974363,3.0885,-1.9353,-11.4587,12.024
4.982591,-1.5339,-4.6435,-5.3897,7.278
4.987119,0.1723,-3.7821,-6.2159,7.278
4.990878,-2.8701,-3.4385,-4.6727,6.473
4.994809,2.0889,-4.166,-7.1037,8.496
4.999077,9.2248,-2.7971,15.1884,17.989
5.00823,9.8135,-1.3574,27.3307,29.071
5.018339,9.8828,1.4098,13.8398,17.064
5.019297,-8.4943,5.6212,-28.2044,29.987
5.020542,-14.0102,1.1026,4.5754,14.78
5.024653,-15.6431,-4.2257,0.6758,16.218
5.029028,-12.9615,-8.1539,9.1159,17.821
5.036732,0.7466,-4.2341,3.7297,5.692
5.041546,5.5687,1.616,-12.0366,13.36
5.045739,3.803,0.706,-20.8763,21.232
5.050426,-0.4482,0.7344,-2.7271,2.86
5.054306,-10.4134,-1.0204,45.9647,47.141
5.062686,-1.1622,-0.2064,16.785,16.826
5.066909,5.4582,0.9619,-24.6467,25.262
5.071457,6.9636,1.1799,-12.0667,13.982
5.074882,1.6565,2.504,-4.8178,5.677
5.079393,0.797,3.8464,-15.9579,16.434
5.083407,3.8415,0.5486,-5.3319,6.594
5.092204,2.317,-0.0788,7.0221,7.395
5.096913,-8.0675,-3.0585,23.4033,24.943
5.101905,-7.7943,-5.7148,10.1295,14.001
5.106109,1.739,0.317,-1.5807,2.371
5.108703,5.1071,-0.944,-1.3524,5.367
5.117328,3.2648,-5.8583,2.1244,7.035
5.121924,3.052,1.925,9.8259,10.468
5.12594,0.9491,1.2822,-11.8745,11.981
5.130182,-0.9682,2.737,2.1563,3.616
5.134241,0.9374,-0.0541,0.4369,1.036
5.142842,-6.1048,-3.3228,-8.6851,11.124
5.14705,0.9144,2.005,-3.4409,4.086
5.15144,2.6125,0.2575,-7.6895,8.125
5.154745,1.0379,-4.9077,14.1134,14.978
5.159002,-12.9165,-8.1411,26.1986,30.323
5.163808,-0.2418,-2.5447,23.5024,23.641
5.172221,6.034,-2.0021,-6.384,9.01
5.176354,5.9327,-0.4516,-24.7046,25.411
5.180638,2.9601,2.8797,-4.3544,6.001
5.18666,3.5018,1.2978,-5.939,7.016
5.189142,-0.5638,4.691,-8.6344,9.843
5.197743,-15.3328,-0.2925,4.8504,16.084
5.205241,-13.3393,-1.0194,1.3143,13.443
5.206039,6.4724,1.3434,-4.0835,7.77
5.210097,11.6355,3.2864,8.3384,14.687
5.215747,9.6712,1.5333,2.5124,10.109
5.22266,10.3053,2.1556,3.0583,10.964
5.227117,4.516,-0.4839,-2.2828,5.083
5.231309,-20.0019,-3.6724,-13.7974,24.575
5.234956,-11.6437,-0.1799,12.7577,17.273
5.239185,4.124,2.5833,-1.6497,5.138
5.243479,10.4245,3.9328,-1.8752,11.298
5.25292,1.0662,-5.3734,2.4734,6.011
5.256582,1.6703,-3.9094,5.8915,7.265
5.261237,-1.0961,-0.2442,-3.4245,3.604
5.265041,-1.7064,2.2156,-11.1647,11.51
5.268874,1.4022,-0.7675,-16.2394,16.318
5.276878,-1.1625,4.4961,15.0071,15.709
5.281837,-3.6839,-0.6705,24.5301,24.814
5.286354,-0.1528,-1.0625,5.0304,5.144
5.290301,3.728,0.0945,-7.1906,8.1
5.297421,7.1059,2.0108,-4.139,8.466
5.306728,0.605,4.4455,-9.865,10.837
5.307136,-12.5122,-5.0242,-8.2408,15.802
5.312864,-4.56,-1.9215,-0.7193,5
5.314925,3.9081,0.4103,-10.5407,11.249
5.319313,1.6712,1.402,-6.7949,7.136
5.323422,2.6309,1.7963,7.6106,8.25
5.332309,6.7291,-5.5531,41.6793,42.583
